N	3gram	Losev_Vlad_2	RusskieA
1	в том что	9	18
2	в этом случае	1	6
3	в данном случае	2	6
4	для того чтобы	1	6
5	и т д	1	5
6	вместе с тем	1	4
7	о том что	3	4
8	там же в	1	4
9	в отличие от	3	3
10	не может быть	1	3
11	только тогда когда	1	3
12	тем не менее	6	2
13	во многих случаях	1	2
14	что иное как	1	2
15	не что иное	1	2
16	в том чтобы	2	2
17	мы имеем не	1	2
18	но вместе с	1	2
19	в то время	6	2
20	после того как	2	2
21	по этому поводу	1	2
22	а именно в	1	2
23	пока еще не	1	2
24	кроме того в	1	2
25	что здесь в	1	1
26	для нас важно	1	1
27	не может не	1	1
28	а это в	1	1
29	не могла быть	1	1
30	не было ни	1	1
31	потому что в	1	1
32	более или менее	3	1
33	в настоящее время	2	1
34	это в свою	1	1
35	в том же	2	1
36	в первую очередь	1	1
37	а может быть	1	1
38	в этом отношении	1	1
39	то что в	1	1
40	однако здесь еще	1	1
41	но это не	1	1
42	можно было бы	2	1
43	может быть и	1	1
44	в это время	4	1
45	во всяком случае	6	1
46	так как это	2	1
47	то время как	1	1
48	как и вообще	1	1
49	не только как	1	1
50	то что по	1	1
51	делать не будем	1	1
52	данном случае мы	1	1
53	дело в том	3	1
54	не говорится о	1	1
55	и в том	1	1
56	далеко не все	1	1
57	нужно было бы	1	1
58	в свою очередь	2	1
59	все это нужно	1	1
60	к этому времени	2	1
61	к выводу что	1	1
62	в течение всего	1	1
63	из этих элементов	1	1
64	можно сказать что	1	1
65	с тем и	1	1
66	в москве в	1	1
67	а не на	2	1
68	на то что	2	1
69	каждый из этих	1	1
70	как мы уже	1	1
71	в году у	1	1
72	i и сл	1	1
73	до некоторой степени	2	1
74	но если она	1	1
75	это подтверждается и	1	1
76	как мы видели	2	1
