N	3gram	Losev_Dial_4	Hudozhes
1	о том что	1	9
2	то же время	6	8
3	в то же	6	8
4	в том что	9	6
5	с точки зрения	9	3
6	но в то	2	3
7	в связи с	1	3
8	та или иная	2	3
9	тем не менее	2	3
10	и т д	15	3
11	только потому что	1	2
12	о том как	2	2
13	то и другое	2	2
14	к жизни и	1	2
15	ту или иную	2	2
16	не только в	1	2
17	так или иначе	1	2
18	не в том	4	2
19	связи с этим	1	2
20	не может быть	6	2
21	речь идет о	1	2
22	на то что	3	2
23	не может не	1	1
24	одних и тех	2	1
25	в чем не	1	1
26	то что я	1	1
27	что она не	1	1
28	та же самая	1	1
29	прежде всего в	1	1
30	или иначе не	1	1
31	в этом смысле	4	1
32	отличаются друг от	1	1
33	точки зрения в	1	1
34	же как и	1	1
35	может быть только	1	1
36	и в этом	3	1
37	и то и	1	1
38	именно в этом	1	1
39	том случае если	1	1
40	и в то	2	1
41	и та же	1	1
42	на самом же	1	1
43	в себе и	1	1
44	того и другого	1	1
45	в отличие от	1	1
46	ни с какой	1	1
47	нет ничего удивительного	1	1
48	как и все	2	1
49	своими корнями в	1	1
50	с этой точки	2	1
51	в том случае	1	1
52	перед нами не	1	1
53	и тех же	2	1
54	в аспекте ее	1	1
55	в это время	1	1
56	личности в ее	1	1
57	содержит в себе	1	1
58	еще ничего не	2	1
59	удивительного в том	1	1
60	в конце концов	1	1
61	ничего удивительного в	1	1
62	в себя и	1	1
63	имеет ничего общего	2	1
64	жизнь личности в	1	1
65	в этот момент	1	1
66	уже не может	1	1
67	в нем не	1	1
68	то ни другое	1	1
69	одна и та	1	1
70	уходит своими корнями	1	1
71	как бы в	1	1
72	самом же деле	1	1
73	не имеет ничего	2	1
74	личности с ее	3	1
75	в данном случае	1	1
76	ни в чем	1	1
77	т е все	1	1
78	также и о	1	1
79	по себе а	1	1
80	то что мы	2	1
81	в свою очередь	2	1
82	в сущности в	1	1
83	ничего общего с	2	1
84	мы еще ничего	1	1
85	этой точки зрения	2	1
86	с тем что	1	1
87	легко заметить что	1	1
88	не только не	1	1
89	но все же	1	1
90	прежде всего это	1	1
91	того что он	4	1
92	друг от друга	1	1
93	ни то ни	1	1
94	мы не знаем	1	1
95	в результате которой	4	1
96	вполне достаточно чтобы	1	1
97	же время нельзя	1	1
98	своей и чужой	1	1
