N	3gram	Vinokur_Vv_1	Vladivir
1	в том что	12	9
2	в связи с	2	8
3	во всяком случае	3	6
4	тем не менее	8	6
5	что же касается	2	5
6	и то что	2	5
7	по крайней мере	4	4
8	как мы знаем	1	4
9	дело в том	2	3
10	с точки зрения	2	3
11	в отличие от	3	3
12	в то же	5	3
13	точно так же	2	3
14	не в том	2	3
15	в конце концов	2	3
16	так или иначе	4	3
17	у него в	1	3
18	то же время	5	3
19	о том что	12	3
20	сказать что в	1	2
21	не говоря уже	2	2
22	в настоящее время	1	2
23	в том же	1	2
24	можно было бы	3	2
25	говоря уже о	1	2
26	сам по себе	1	2
27	на эту тему	1	2
28	в данном случае	4	2
29	в том чтобы	5	2
30	не только в	4	2
31	в свою очередь	1	2
32	а в том	1	2
33	не то что	1	2
34	само по себе	3	2
35	к этому времени	2	2
36	заключается в том	3	2
37	во второй половине	2	2
38	после того как	2	2
39	как мы видели	2	2
40	что можно назвать	1	1
41	что иное как	4	1
42	а это в	1	1
43	и в конце	1	1
44	тех пор пока	1	1
45	что в этом	2	1
46	имеет дело с	2	1
47	потому что в	1	1
48	на котором он	2	1
49	уже потому что	1	1
50	в целом но	1	1
51	ответа на свои	1	1
52	это впрочем не	1	1
53	также и в	2	1
54	это в свою	1	1
55	что несмотря на	2	1
56	на свои вопросы	1	1
57	в этом случае	6	1
58	словаря брокгауза и	1	1
59	в своей работе	1	1
60	не менее не	1	1
61	до сих пор	5	1
62	себе отчет в	1	1
63	брокгауза и ефрона	1	1
64	до него в	1	1
65	что даже и	1	1
66	бы то ни	1	1
67	уже после смерти	1	1
68	приходит к выводу	1	1
69	только то что	1	1
70	в этом отношении	3	1
71	в собственном смысле	2	1
72	что в нем	2	1
73	или иначе но	2	1
74	на этот вопрос	3	1
75	отчет в том	1	1
76	единого и цельного	1	1
77	и не в	1	1
78	вместе с тем	3	1
79	все же это	1	1
80	и тем не	3	1
81	а кроме того	1	1
82	может быть и	2	1
83	в подлинном смысле	1	1
84	но в то	3	1
85	энциклопедического словаря брокгауза	1	1
86	сообщение о том	1	1
87	а также и	2	1
88	в том как	1	1
89	то что можно	1	1
90	но в общем	1	1
91	его отношение к	1	1
92	не только как	3	1
93	но вместе с	2	1
94	большой интерес представляет	1	1
95	уже и в	1	1
96	собственном смысле слова	1	1
97	хотя бы на	1	1
98	дело заключается в	1	1
99	в разной степени	1	1
100	вместе с ростом	1	1
101	и в том	3	1
102	со стороны своих	2	1
103	не может быть	8	1
104	может быть названа	1	1
105	в свое время	2	1
106	по себе не	1	1
107	по вопросу о	1	1
108	нужно было бы	1	1
109	до тех пор	1	1
110	как уже сказано	1	1
111	точки зрения совершенно	1	1
112	имел в виду	1	1
113	связи с этим	1	1
114	к выводу что	5	1
115	с самого начала	1	1
116	и прежде всего	1	1
117	также и с	1	1
118	в самом деле	5	1
119	но все же	3	1
120	с этой стороны	1	1
121	можно сказать что	3	1
122	он был в	1	1
123	нужно сказать что	1	1
124	только тогда когда	1	1
125	также и то	1	1
126	в этом смысле	10	1
127	уже не только	1	1
128	как мы уже	1	1
129	но во всяком	1	1
130	по этому поводу	2	1
131	в котором можно	1	1
132	не что иное	4	1
133	совсем не то	1	1
134	это не только	2	1
135	во многих случаях	1	1
136	в сравнении с	1	1
137	никак не может	1	1
138	для того чтобы	21	1
139	а именно в	1	1
140	может быть в	2	1
141	и т д	37	1
