N	2gram	Bakhtin_Fr_8	OGranits
1	и в	56	13
2	и его	12	12
3	прежде всего	6	9
4	может быть	3	8
5	не может	2	8
6	и не	9	8
7	и т.п	11	7
8	в его	18	7
9	и их	8	7
10	точки зрения	6	7
11	только в	9	6
12	как бы	11	6
13	не только	8	6
14	то что	3	6
15	таким образом	17	6
16	языка и	6	5
17	и т.д	3	5
18	все же	2	5
19	и наконец	3	5
20	но ведь	1	5
21	с точки	2	5
22	в процессе	5	5
23	и эта	2	5
24	мы не	2	4
25	но мы	1	4
26	слов и	3	4
27	еще и	3	4
28	на фоне	1	4
29	но в	6	4
30	вопроса о	1	4
31	мы можем	1	4
32	то же	11	4
33	лишь в	1	4
34	в своей	2	4
35	в школе	1	4
36	было бы	2	4
37	все это	8	4
38	только и	1	4
39	и то	2	3
40	в ее	6	3
41	самом деле	2	3
42	в пределах	5	3
43	так и	13	3
44	при анализе	1	3
45	в их	3	3
46	по отношению	1	3
47	в поэтике	1	3
48	за пределы	4	3
49	тела и	1	3
50	в которой	4	3
51	в себе	4	3
52	языка как	1	3
53	к одному	1	3
54	не как	2	3
55	в одном	2	3
56	так как	4	3
57	здесь мы	3	3
58	но и	9	3
59	слово в	1	3
60	как и	5	3
61	точку зрения	1	3
62	не в	3	3
63	и для	2	3
64	никогда не	5	3
65	и все	6	3
66	превращается в	1	3
67	отношению к	1	3
68	что в	5	3
69	смысле слова	1	2
70	и др	8	2
71	данном случае	2	2
72	роль в	5	2
73	на две	2	2
74	конечно в	2	2
75	мы уже	10	2
76	те же	1	2
77	к анализу	1	2
78	мог бы	1	2
79	не исчерпывается	1	2
80	если бы	2	2
81	и делают	1	2
82	и стиль	2	2
83	с самого	1	2
84	грамматики и	1	2
85	в ней	4	2
86	ее в	1	2
87	речи не	1	2
88	а также	3	2
89	в чем	1	2
90	лингвистических и	1	2
91	между тем	3	2
92	в языке	1	2
93	во всей	2	2
94	что они	2	2
95	наконец в	4	2
96	чем же	1	2
97	как в	1	2
98	в которую	1	2
99	в данном	2	2
100	в этом	14	2
101	в том	13	2
102	мы видим	6	2
103	тот же	1	2
104	в действительности	2	2
105	в этот	1	2
106	во времени	1	2
107	и тем	1	2
108	все эти	15	2
109	с одной	4	2
110	уже в	2	2
111	кажется что	1	2
112	в нем	8	2
113	связанные с	1	2
114	при этом	4	2
115	для него	2	2
116	в другом	3	2
117	вовсе не	6	2
118	тем что	1	2
119	в них	11	2
120	связанных с	1	2
121	в области	5	2
122	литературного языка	4	2
123	с другой	2	2
124	а как	1	2
125	в самом	9	2
126	одной стороны	2	2
127	более того	3	2
128	не на	3	2
129	а не	2	2
130	другой стороны	2	2
131	между собою	2	2
132	громадную роль	3	2
133	там где	3	2
134	не мог	3	2
135	стиль эпохи	1	2
136	несмотря на	2	2
137	в связи	3	2
138	этот материал	1	2
139	том что	8	2
140	с помощью	3	2
141	и при	2	2
142	и ее	4	2
143	так же	2	2
144	в отношении	5	2
145	своего рода	5	2
146	в тех	1	2
147	с этой	2	2
148	слова и	3	2
149	символики и	1	2
150	что эта	1	2
151	самого начала	1	2
152	не имеет	1	2
153	особенностей в	1	2
154	в книге	1	2
155	форм и	4	2
156	в структуре	1	2
157	на язык	1	2
158	от всех	2	2
159	бы в	3	2
160	и является	1	2
161	во всем	4	2
162	нужно отметить	1	2
163	а в	2	2
164	еще в	1	2
165	нет ничего	1	2
166	и к	4	2
167	имеет место	1	2
168	могут быть	1	2
169	в своих	4	2
170	каждое слово	1	2
171	к тому	1	2
172	форм мы	1	1
173	и это	1	1
174	одним из	5	1
175	также и	2	1
176	своего развития	1	1
177	человека и	2	1
178	в виду	1	1
179	того же	1	1
180	значительной мере	1	1
181	на нем	1	1
182	и сами	1	1
183	в некоторых	3	1
184	едином акте	1	1
185	как известно	1	1
186	в себя	1	1
187	ту же	4	1
188	включает в	1	1
189	и до	10	1
190	можно лишь	1	1
191	он всегда	1	1
192	напоминает нам	1	1
193	на том	1	1
194	в образе	3	1
195	можно было	1	1
196	особенно в	1	1
197	в борьбе	2	1
198	в интимной	1	1
199	здесь нет	3	1
200	когда в	2	1
201	оценок в	1	1
202	и о	3	1
203	является наиболее	1	1
204	мы в	1	1
205	ключ ко	1	1
206	вопрос о	1	1
207	для этого	1	1
208	выходит за	1	1
209	как выражение	1	1
210	подхода к	1	1
211	его за	1	1
212	с ее	5	1
213	языковой жизни	1	1
214	ему в	1	1
215	то это	1	1
216	приближается к	1	1
217	другом месте	3	1
218	в мире	2	1
219	и он	1	1
220	и являются	1	1
221	и что	1	1
222	еще не	10	1
223	произведений того	1	1
224	время в	3	1
225	осмысления и	1	1
226	времени в	3	1
227	и своей	1	1
228	появляется и	2	1
229	к нему	2	1
230	на самом	2	1
231	совсем не	2	1
232	но не	5	1
233	то он	1	1
234	вся эта	2	1
235	борьба с	1	1
236	может и	1	1
237	отметить что	2	1
238	в едином	3	1
239	значение имеет	2	1
240	и речи	1	1
241	даже для	1	1
242	углубляться в	1	1
243	в одной	1	1
244	эта связь	1	1
245	в своем	3	1
246	по своей	4	1
247	один из	5	1
248	которые и	1	1
249	явления как	1	1
250	понять и	1	1
251	выпадают из	1	1
252	и как	2	1
253	характер носит	1	1
254	его к	3	1
255	одной из	3	1
256	что он	2	1
257	скорее как	1	1
258	более или	2	1
259	его конечно	1	1
260	роль играет	1	1
261	вскрыть эту	1	1
262	в значительной	2	1
263	или же	1	1
264	готовый и	1	1
265	со всеми	1	1
266	так в	1	1
267	в этой	6	1
268	для всех	1	1
269	с их	2	1
270	события и	2	1
271	эпохи но	1	1
272	с одним	2	1
273	конечно не	4	1
274	сливаются в	3	1
275	не можем	1	1
276	и у	1	1
277	только на	2	1
278	этот момент	2	1
279	века к	1	1
280	что она	2	1
281	чужого языка	1	1
282	не из	1	1
283	или даже	1	1
284	и других	4	1
285	на эту	3	1
286	его и	1	1
287	превращаются в	2	1
288	одно из	1	1
289	никто не	1	1
290	в узком	2	1
291	состоит в	1	1
292	в виде	2	1
293	он весь	1	1
294	мы полагаем	1	1
295	ни была	1	1
296	только с	1	1
297	картины мира	2	1
298	из него	1	1
299	каждый из	1	1
300	подобно тому	1	1
301	отличие от	1	1
302	людей и	2	1
303	встречаются в	1	1
304	гоголь и	1	1
305	и вместе	1	1
306	это конечно	1	1
307	для того	2	1
308	мы слышим	1	1
309	ни о	2	1
310	же не	1	1
311	в особенности	4	1
312	и характер	1	1
313	в совершенно	4	1
314	о какой	1	1
315	на все	1	1
316	имеет и	1	1
317	и здесь	3	1
318	его в	2	1
319	как к	2	1
320	форм их	1	1
321	говорить и	1	1
322	и иных	1	1
323	к которому	3	1
324	и дает	1	1
325	в предисловии	1	1
326	заключается в	1	1
327	в античной	1	1
328	ведь в	3	1
329	только одно	1	1
330	больше и	1	1
331	отнесена к	1	1
332	полагаем что	1	1
333	само собою	1	1
334	из нее	2	1
335	индивидуальности мы	1	1
336	нужно сказать	1	1
337	о которых	1	1
338	не было	5	1
339	широко пользуется	1	1
340	а на	2	1
341	которые не	1	1
342	далеко не	2	1
343	и самый	3	1
344	и определяет	1	1
345	позиции в	1	1
346	которые с	1	1
347	самое слово	1	1
348	типа например	2	1
349	не всегда	1	1
350	которой он	1	1
351	переходим к	4	1
352	он и	2	1
353	отмечает и	1	1
354	и превращения	1	1
355	дается ему	1	1
356	такой же	5	1
357	автора и	1	1
358	и тогда	1	1
359	момента в	1	1
360	и некоторых	1	1
361	или менее	2	1
362	но при	1	1
363	связь с	3	1
364	но если	1	1
365	эти слова	1	1
366	и особенно	1	1
367	но там	1	1
368	и элементов	1	1
369	и абсолютно	1	1
370	что всякий	1	1
371	однако этот	1	1
372	в отличие	1	1
373	в которых	2	1
374	мысли и	1	1
375	бы что	1	1
376	бы мы	1	1
377	в столь	1	1
378	предисловии к	1	1
379	он говорит	2	1
380	касаемся здесь	1	1
381	оказалось не	1	1
382	к этому	2	1
383	человеческого тела	1	1
384	должно было	1	1
385	правда он	1	1
386	тому как	1	1
387	и вот	1	1
388	рассчитанных на	1	1
389	и там	1	1
390	ведь этот	1	1
391	в эпоху	10	1
392	речи в	1	1
393	такие явления	2	1
394	и более	4	1
395	их в	4	1
396	в ряду	1	1
397	для понимания	2	1
398	своего времени	6	1
399	этого слова	1	1
400	только то	1	1
401	в контексте	1	1
402	тому что	1	1
403	быть и	1	1
404	между людьми	2	1
405	в условиях	5	1
406	до конца	11	1
407	но это	2	1
408	и оно	1	1
409	в начале	1	1
410	строя и	1	1
411	обратимся к	1	1
412	в то	12	1
413	к другим	1	1
414	одна из	4	1
415	в науке	1	1
416	языка его	1	1
417	форме в	1	1
418	весь этот	2	1
419	которых он	2	1
420	того чтобы	4	1
421	вошедшие в	1	1
422	синтаксической конструкции	1	1
423	связанный с	2	1
424	на одном	2	1
425	узком смысле	2	1
426	этой системы	1	1
427	того как	2	1
428	в самой	1	1
429	же время	10	1
430	в основе	4	1
431	тем более	1	1
432	важное значение	1	1
433	вообще в	1	1
434	от него	1	1
435	за исключением	1	1
436	из существеннейших	1	1
437	это слово	1	1
438	потому что	6	1
439	связи с	6	1
440	в современных	1	1
441	в системе	1	1
442	этом отношении	1	1
443	понимания и	1	1
444	местах в	1	1
445	и несколько	4	1
