N	3gram	Trubetskoy_1	Istorich
1	в этом случае	3	7
2	вместе с тем	3	6
3	о том что	2	4
4	в связи с	1	4
5	но все же	1	4
6	тем не менее	1	4
7	так же как	1	3
8	не может быть	4	3
9	для того чтобы	6	3
10	по отношению к	1	2
11	он не может	1	2
12	до сих пор	5	2
13	в данном случае	3	2
14	в том чтобы	1	2
15	и вместе с	2	2
16	знаем что это	1	2
17	мы не знаем	1	2
18	и таким образом	1	2
19	друг с другом	14	2
20	тем что он	1	2
21	в том что	7	2
22	на то что	4	2
23	нисколько их не	1	1
24	уже знаем что	1	1
25	на самом деле	6	1
26	но мы знаем	1	1
27	мы должны себе	1	1
28	в том числе	1	1
29	с точки зрения	9	1
30	и не только	1	1
31	но для нас	1	1
32	только в том	2	1
33	что он не	2	1
34	конечно не может	1	1
35	которой он сам	2	1
36	в себе и	2	1
37	что не только	1	1
38	совместно с другими	1	1
39	на земном шаре	1	1
40	том числе и	1	1
41	то же время	10	1
42	точно так же	2	1
43	они сами себя	1	1
44	что все это	1	1
45	и в индии	1	1
46	только для того	1	1
47	а если не	1	1
48	указывает на то	1	1
49	состоит в том	1	1
50	которых идет речь	1	1
51	должны себе представить	1	1
52	только один из	1	1
53	только в виде	1	1
54	во всех этих	1	1
55	могут быть различны	1	1
56	не только для	1	1
57	о которых идет	1	1
58	во всяком случае	6	1
59	и в других	1	1
60	мы уже знаем	1	1
61	в свою очередь	1	1
62	и тем самым	2	1
63	может быть достигнуто	1	1
64	но и для	1	1
65	с самого начала	1	1
66	вопрос о том	1	1
67	в самом деле	1	1
68	дело сводится к	1	1
69	о том чем	1	1
70	совершенно очевидно что	1	1
71	в то же	10	1
72	всех этих случаях	1	1
73	что он на	1	1
74	со стороны их	1	1
