N	3gram	Propp_Isto_5	Marksizm
1	с точки зрения	1	20
2	не может быть	3	13
3	в самом деле	1	9
4	до сих пор	2	8
5	в связи с	4	7
6	в отличие от	1	5
7	как мы знаем	1	5
8	с другой стороны	8	5
9	с самого начала	1	4
10	в этом случае	7	3
11	мы не будем	2	3
12	и здесь мы	1	3
13	то же время	1	3
14	но все же	4	3
15	можно сказать что	1	3
16	в то же	1	3
17	для того чтобы	3	3
18	в том что	2	3
19	же как и	2	2
20	в том числе	1	2
21	том числе и	1	2
22	так же как	3	2
23	во всяком случае	1	2
24	вопрос о том	1	2
25	по отношению к	2	2
26	в свою очередь	1	2
27	тем не менее	4	2
28	в пределах одного	1	2
29	к этому же	1	1
30	же может быть	1	1
31	более подробном анализе	1	1
32	и процесс его	1	1
33	и в таком	1	1
34	подобно тому как	1	1
35	но и в	2	1
36	состоит из двух	1	1
37	в себе и	1	1
38	совершенно так же	1	1
39	в социальной жизни	1	1
40	но уже в	1	1
41	с этой точки	1	1
42	нужно искать в	1	1
43	не будем здесь	2	1
44	все же и	1	1
45	с одной стороны	7	1
46	как мы увидим	3	1
47	а не в	1	1
48	все эти формы	1	1
49	после этого мы	1	1
50	мы уже знаем	1	1
51	с переходом на	1	1
52	таким образом в	1	1
53	само по себе	1	1
54	этой точки зрения	1	1
55	с тем что	1	1
56	только после этого	1	1
57	это значит что	2	1
58	ясно что все	1	1
59	не только в	2	1
60	о чем речь	1	1
61	на самом деле	1	1
62	друг с другом	2	1
63	во многих отношениях	1	1
64	при более подробном	1	1
65	чтобы сделать из	1	1
66	может быть в	1	1
67	как мы видели	1	1
