N	2gram	Losev_Prob_5	Analitik
1	не только	18	22
2	и в	30	18
3	как и	7	14
4	так и	7	14
5	в этом	17	14
6	и его	6	13
7	но и	13	13
8	том что	17	12
9	в качестве	4	12
10	и не	12	12
11	в частности	4	12
12	при этом	4	11
13	то есть	21	10
14	а в	6	10
15	как бы	6	10
16	что в	5	9
17	может быть	7	9
18	со стороны	1	9
19	а не	5	9
20	в том	12	9
21	с его	1	8
22	своего рода	1	8
23	и даже	14	8
24	в первой	2	8
25	по отношению	2	7
26	в русской	3	7
27	как раз	5	7
28	в его	12	7
29	с другой	6	7
30	но не	7	7
31	отношению к	2	7
32	и самого	3	6
33	еще не	3	6
34	в этой	10	6
35	он не	3	6
36	в их	1	6
37	не в	7	6
38	к тому	2	6
39	о том	12	6
40	в начале	3	6
41	того же	4	5
42	мы имеем	2	5
43	в самом	5	5
44	однако в	3	5
45	или иной	1	5
46	что и	6	5
47	между тем	2	5
48	уже не	6	5
49	в конце	8	5
50	никогда не	7	5
51	в свою	2	5
52	прежде всего	6	5
53	я в	1	5
54	такого рода	2	5
55	в результате	7	5
56	другой стороны	6	5
57	и на	6	4
58	что он	7	4
59	отнюдь не	4	4
60	в своем	11	4
61	и как	6	4
62	что по	1	4
63	по пути	1	4
64	и к	4	4
65	таким образом	13	4
66	состоит в	1	4
67	по себе	2	4
68	тем самым	1	4
69	в одном	3	4
70	ли не	2	4
71	не менее	5	4
72	и сам	4	4
73	внимание на	3	4
74	можно сказать	6	4
75	русской литературе	3	4
76	крайней мере	4	4
77	во втором	2	4
78	далеко не	4	4
79	по крайней	4	4
80	и а	1	4
81	о чем	1	4
82	в данном	2	4
83	все же	9	4
84	перед нами	1	4
85	героя и	1	4
86	я и	1	3
87	едва ли	4	3
88	по его	2	3
89	его не	2	3
90	который в	9	3
91	мы не	2	3
92	уже в	2	3
93	здесь не	7	3
94	если в	1	3
95	что они	3	3
96	как в	2	3
97	с этим	1	3
98	что касается	3	3
99	поскольку он	1	3
100	из этих	1	3
101	тому же	1	3
102	в году	5	3
103	то же	2	3
104	не будет	2	3
105	его в	6	3
106	точки зрения	10	3
107	и без	2	3
108	не столько	1	3
109	все это	1	3
110	в то	4	3
111	ничего не	2	3
112	же время	1	3
113	той или	1	3
114	указывает на	3	3
115	с ее	1	3
116	говорит и	1	3
117	в ее	3	3
118	данном случае	2	3
119	жизнь и	3	3
120	восходит к	1	3
121	именно в	3	3
122	было бы	4	3
123	во всем	1	3
124	являет собой	1	3
125	этом отношении	1	3
126	были бы	1	3
127	в финале	1	3
128	еще и	4	3
129	что не	2	3
130	не было	1	3
131	однако и	1	3
132	не всегда	3	3
133	он и	5	3
134	как это	1	3
135	по поводу	2	3
136	к этому	2	3
137	отношения к	1	2
138	самом деле	2	2
139	мере в	2	2
140	уже по	1	2
141	на себя	1	2
142	в составе	1	2
143	и он	4	2
144	в ней	3	2
145	не от	1	2
146	нам представляется	1	2
147	со всеми	2	2
148	свою жизнь	1	2
149	это и	1	2
150	сама по	1	2
151	когда он	2	2
152	могли бы	1	2
153	и каждое	2	2
154	но в	9	2
155	в противоположность	3	2
156	бы и	1	2
157	все эти	2	2
158	в ответ	1	2
159	в тех	1	2
160	в себе	4	2
161	на его	2	2
162	что она	1	2
163	в нем	6	2
164	не как	1	2
165	и вот	1	2
166	и по	1	2
167	входит в	1	2
168	это не	2	2
169	в них	2	2
170	с тем	5	2
171	несмотря на	6	2
172	или из	1	2
173	не мог	4	2
174	с точки	8	2
175	в имени	1	2
176	тем не	5	2
177	доказывает что	2	2
178	даже в	1	2
179	вплоть до	1	2
180	дело в	2	2
181	которого он	1	2
182	по своей	2	2
183	сводится к	1	2
184	представляется нам	1	2
185	могут быть	1	2
186	сравнении с	3	2
187	его за	2	2
188	в дальнейшем	7	2
189	те же	1	2
190	в борьбе	1	2
191	в новом	1	2
192	поэтому в	1	2
193	об этом	4	2
194	и здесь	1	2
195	о своей	1	2
196	в глаза	2	2
197	любви к	2	2
198	в значительной	2	2
199	в форме	1	2
200	тех пор	1	2
201	один из	2	2
202	но с	1	2
203	обе эти	1	2
204	можно читать	1	2
205	только в	9	2
206	то в	1	2
207	который как	1	2
208	и ее	1	2
209	с одной	3	2
210	для всех	1	2
211	вопроса о	1	2
212	в большинстве	1	2
213	всяком случае	2	2
214	нуждается в	1	2
215	не для	1	2
216	мы можем	5	2
217	тем что	2	2
218	указание на	1	2
219	одной стороны	3	2
220	русской поэзии	1	2
221	в романе	1	2
222	говорит о	7	2
223	что несмотря	1	2
224	на эту	1	2
225	там где	1	2
226	не может	5	2
227	о себе	2	2
228	вместе с	7	2
229	и потому	1	2
230	когда мы	1	2
231	да и	2	2
232	я с	1	2
233	и для	6	2
234	и от	1	2
235	мира и	2	2
236	хотя и	8	2
237	и все	9	2
238	не должен	1	2
239	в сравнении	3	2
240	же в	3	2
241	как показывает	1	2
242	личности и	1	2
243	но всегда	1	2
244	то что	18	2
245	о своем	2	2
246	сказать что	9	2
247	имена в	1	2
248	а также	3	2
249	в искусстве	1	2
250	во всяком	2	2
251	гораздо более	4	2
252	таком случае	2	1
253	самой себе	1	1
254	человека и	4	1
255	сам по	1	1
256	на самом	1	1
257	в христианском	1	1
258	своей первой	1	1
259	и есть	1	1
260	тем же	3	1
261	к другому	1	1
262	и до	2	1
263	из его	1	1
264	есть на	1	1
265	мы уже	1	1
266	самому в	1	1
267	на первом	3	1
268	что если	1	1
269	вопрос о	1	1
270	никак не	8	1
271	что иное	3	1
272	тоже можно	1	1
273	я не	2	1
274	бы ни	1	1
275	и стилю	1	1
276	мы и	2	1
277	который мог	1	1
278	и был	2	1
279	проявляется в	2	1
280	говорил о	1	1
281	во мне	1	1
282	в таком	2	1
283	как ему	1	1
284	он был	2	1
285	он сам	3	1
286	иное как	3	1
287	время в	1	1
288	я на	1	1
289	тем как	2	1
290	то мы	1	1
291	не требует	1	1
292	сомневаться что	1	1
293	мы будем	2	1
294	бы иметь	1	1
295	этого мотива	1	1
296	не все	2	1
297	будет столь	1	1
298	прибавим к	1	1
299	отделимая от	1	1
300	отношение к	2	1
301	имя в	1	1
302	своей и	1	1
303	этой стороны	1	1
304	в полном	1	1
305	еще больше	1	1
306	этом же	1	1
307	от этого	3	1
308	и хотя	1	1
309	или иную	1	1
310	для которого	1	1
311	и у	5	1
312	как то	1	1
313	так или	1	1
314	бы не	3	1
315	поскольку в	3	1
316	раз в	2	1
317	в литературный	1	1
318	на стадии	2	1
319	по имени	1	1
320	двух других	1	1
321	на то	2	1
322	у а	1	1
323	никакой возможности	1	1
324	при виде	1	1
325	чем у	1	1
326	в силу	5	1
327	том чтобы	1	1
328	в следующем	1	1
329	в нее	1	1
330	такого же	3	1
331	здесь мы	1	1
332	факт что	2	1
333	того кто	1	1
334	единое целое	1	1
335	в другом	3	1
336	был первым	1	1
337	а по	1	1
338	большинстве случаев	1	1
339	дать ей	1	1
340	который и	1	1
341	от одного	1	1
342	этом смысле	3	1
343	по мысли	2	1
344	отличать от	1	1
345	отсюда и	1	1
346	пожалуй еще	1	1
347	только одно	1	1
348	на свои	1	1
349	только лишь	1	1
350	же образом	1	1
351	о подлинном	1	1
352	но лишь	1	1
353	результате чего	2	1
354	трактует как	1	1
355	есть он	1	1
356	литературе как	1	1
357	мере не	1	1
358	со всей	2	1
359	всех этих	1	1
360	или к	2	1
361	мало что	1	1
362	но я	1	1
363	в г	1	1
364	не выдерживает	1	1
365	бы на	2	1
366	от своего	1	1
367	и сейчас	2	1
368	в своей	22	1
369	таким же	1	1
370	и чести	2	1
371	право на	1	1
372	и творческие	1	1
373	разного рода	4	1
374	свободу от	1	1
375	себе а	2	1
376	что сердце	1	1
377	далее в	1	1
378	что было	1	1
379	в диалоге	1	1
380	на всю	1	1
381	в устах	1	1
382	ни были	1	1
383	же мы	1	1
384	борца за	1	1
385	нас к	1	1
386	любви и	4	1
387	что мотив	1	1
388	с ним	3	1
389	с теми	1	1
390	как о	4	1
391	весь смысл	1	1
392	у кого	1	1
393	на него	2	1
394	первым кто	1	1
395	у него	11	1
396	свободы и	4	1
397	можно судить	1	1
398	в фигуре	1	1
399	того чтобы	2	1
400	себе самом	1	1
401	этому что	1	1
402	можно усмотреть	1	1
403	и является	2	1
404	ему и	1	1
405	потому что	13	1
406	со своим	1	1
407	связи с	7	1
408	весьма существенно	1	1
409	типа или	1	1
410	и оказывается	1	1
411	не столь	3	1
412	всей своей	2	1
413	причине своей	1	1
414	как будто	3	1
415	ему в	1	1
416	в подобном	1	1
417	за ними	2	1
418	у нас	7	1
419	уже о	1	1
420	не могут	2	1
421	с явным	1	1
422	уже было	1	1
423	мы могли	1	1
424	все еще	4	1
425	для себя	5	1
426	оказывается объектом	1	1
427	как мы	2	1
428	и о	5	1
429	говоря уже	1	1
430	и автор	1	1
431	для всего	1	1
432	в средневековой	1	1
433	нет никакой	3	1
434	это путь	1	1
435	что у	5	1
436	из двух	1	1
437	не за	2	1
438	здесь как	2	1
439	по природе	1	1
440	мог бы	1	1
441	и каждый	1	1
442	учение о	3	1
443	же рода	3	1
444	мы читаем	6	1
445	же автора	1	1
446	искусства и	1	1
447	и должно	1	1
448	в состав	1	1
449	в самой	3	1
450	в новелле	1	1
451	мы понимаем	1	1
452	должно было	1	1
453	того или	1	1
454	от них	2	1
455	и только	2	1
456	вслед за	2	1
457	тем более	1	1
458	в дар	1	1
459	того что	3	1
460	является подлинным	1	1
461	всякого рода	2	1
462	тот же	3	1
463	одной из	1	1
464	с ними	1	1
465	в стороне	1	1
466	и так	1	1
467	полной уверенностью	1	1
468	на поединок	1	1
469	по этому	2	1
470	в сказании	1	1
471	цели и	1	1
472	воле судьбы	1	1
473	так что	11	1
474	человеческой личности	1	1
475	есть в	2	1
476	да еще	1	1
477	слова не	1	1
478	каким образом	1	1
479	по выражению	1	1
480	связывается с	1	1
481	ту или	1	1
482	одно из	1	1
483	себе в	1	1
484	и их	5	1
485	другом стихотворении	1	1
486	вовсе не	8	1
487	говорит ему	1	1
488	своих собственных	1	1
489	этой поэмы	2	1
490	надежду на	1	1
491	к ним	1	1
492	не о	1	1
493	и никогда	3	1
494	о человеческом	1	1
495	то у	2	1
496	и делает	2	1
497	одежду и	1	1
498	для того	3	1
499	обращением к	1	1
500	как огонь	1	1
501	до сих	2	1
502	как у	1	1
503	или иначе	1	1
504	ее в	2	1
505	а именно	12	1
506	чем он	1	1
507	в предисловии	1	1
508	это все	1	1
509	было и	1	1
510	а с	4	1
511	и др	1	1
512	но о	1	1
513	себя и	1	1
514	обратить внимание	3	1
515	героев и	1	1
516	только по	1	1
517	превращается в	1	1
518	их можно	1	1
519	он только	1	1
520	зависит от	1	1
521	так когда	1	1
522	когда же	1	1
523	в одно	1	1
524	человека как	1	1
525	однако после	1	1
526	с помощью	2	1
527	не видит	1	1
528	мог быть	2	1
529	входить в	1	1
530	ни за	1	1
531	на фоне	1	1
532	вступает с	1	1
533	все основные	1	1
534	этого героя	1	1
535	в перспективе	1	1
536	к себе	1	1
537	в предыдущей	1	1
538	из которых	1	1
539	судить по	1	1
540	а если	1	1
541	в литературе	1	1
542	с тех	1	1
543	для их	1	1
544	и дочерей	1	1
545	хотя он	1	1
546	смысле он	1	1
547	не говоря	1	1
548	говорил об	1	1
549	поскольку сам	1	1
550	дело здесь	1	1
551	тот факт	1	1
552	и всех	1	1
553	с этой	2	1
554	народного предания	1	1
555	сих пор	2	1
556	действительность в	1	1
557	своей жизни	1	1
558	но это	1	1
559	между прочим	1	1
560	и тогда	2	1
561	рода но	1	1
562	под названием	4	1
563	это уже	2	1
564	в мировой	1	1
565	как такая	1	1
566	в стихотворении	14	1
567	в связи	7	1
568	а все	1	1
569	обращается к	1	1
570	себя самого	2	1
571	а перед	1	1
572	от него	1	1
573	но еще	2	1
574	бы в	1	1
575	мы должны	1	1
576	правда не	1	1
577	хотя бы	2	1
578	будто бы	5	1
579	известные ему	1	1
580	все того	2	1
581	утверждал что	1	1
582	не обладает	1	1
583	здесь только	1	1
584	жизни в	4	1
585	а о	1	1
586	этот вопрос	1	1
587	которые здесь	1	1
588	только как	1	1
589	их с	1	1
590	к его	1	1
591	по одному	1	1
592	не что	3	1
593	из этого	4	1
594	в трех	2	1
595	жизнь в	3	1
596	в голову	1	1
597	жизни и	2	1
598	и другие	3	1
599	в своих	1	1
600	по причине	1	1
601	собою то	1	1
602	все что	2	1
603	они не	2	1
