N	2gram	Vinokur_Ku_1	Russkaja
1	не может	7	22
2	и не	12	19
3	в том	30	17
4	в этом	14	17
5	и в	24	14
6	то что	9	13
7	то же	8	11
8	точки зрения	14	11
9	таким образом	12	11
10	в то	2	10
11	же время	2	10
12	но и	6	10
13	в себе	3	9
14	не только	10	9
15	том что	21	9
16	с точки	9	9
17	может быть	13	9
18	во всяком	5	9
19	того чтобы	17	8
20	прежде всего	9	8
21	как на	3	8
22	самом деле	9	7
23	отнюдь не	1	7
24	и если	3	7
25	и с	5	7
26	в данном	4	7
27	к тому	5	7
28	о том	9	7
29	самого себя	1	7
30	если в	2	6
31	в своем	3	6
32	в россии	1	6
33	с тем	5	6
34	в своих	1	6
35	и при	2	6
36	если бы	9	6
37	все это	6	6
38	и для	2	6
39	для того	16	6
40	что он	6	6
41	всяком случае	5	6
42	для него	1	6
43	на самом	2	6
44	вопрос о	2	5
45	и на	4	5
46	во всех	1	5
47	на то	4	5
48	в нем	4	5
49	при этом	6	5
50	он не	2	5
51	он должен	1	5
52	было бы	15	5
53	в своей	2	5
54	никогда не	2	5
55	потому что	23	5
56	лишь при	1	5
57	между тем	5	5
58	а потому	5	5
59	и только	1	5
60	только в	11	5
61	хотя бы	10	5
62	конечно не	2	5
63	или иной	3	5
64	до сих	4	5
65	себя и	1	5
66	по существу	4	5
67	сих пор	4	5
68	а в	5	5
69	жизни в	1	5
70	и то	3	4
71	но не	5	4
72	себе и	2	4
73	себя в	1	4
74	все же	12	4
75	более или	3	4
76	не в	11	4
77	в этой	3	4
78	тому чтобы	1	4
79	то ни	1	4
80	в совершенно	1	4
81	том случае	1	4
82	его в	1	4
83	как и	2	4
84	или менее	3	4
85	в их	3	4
86	точку зрения	1	4
87	тогда когда	6	4
88	а лишь	1	4
89	ли это	2	4
90	от того	1	4
91	не могут	2	4
92	когда они	1	4
93	идет речь	2	4
94	можно было	6	4
95	при том	2	4
96	в его	12	4
97	так как	9	4
98	лишь к	1	4
99	со стороны	4	4
100	вместе с	7	4
101	что же	6	4
102	как бы	7	4
103	к вопросу	1	4
104	возможно лишь	1	4
105	жизни и	1	4
106	что в	17	4
107	все что	1	4
108	вряд ли	1	3
109	и т	33	3
110	и этот	1	3
111	так чтобы	1	3
112	говорить о	1	3
113	еще не	5	3
114	из этих	4	3
115	что они	4	3
116	в самом	10	3
117	что это	5	3
118	главным образом	1	3
119	на том	3	3
120	и по	1	3
121	лишь в	2	3
122	для них	2	3
123	несмотря на	3	3
124	должно быть	3	3
125	всех этих	1	3
126	но если	2	3
127	и сейчас	1	3
128	том чтобы	8	3
129	можно ли	2	3
130	одна из	1	3
131	связи с	7	3
132	в сознании	1	3
133	то это	3	3
134	что оно	3	3
135	той или	1	3
136	что все	2	3
137	для этого	3	3
138	сводится к	3	3
139	вопросу о	1	3
140	и во	1	3
141	что и	4	3
142	того что	9	3
143	находят себе	1	3
144	в качестве	7	3
145	в большинстве	2	3
146	тем чтобы	1	3
147	из них	4	3
148	в конце	1	3
149	тем что	8	3
150	именно в	6	3
151	только к	2	3
152	что для	1	3
153	не было	3	3
154	и потому	4	3
155	да и	1	3
156	культуры в	1	3
157	этом случае	2	3
158	или в	2	3
159	о котором	2	3
160	и как	2	3
161	не есть	4	3
162	случае если	1	3
163	речь идет	2	2
164	говоря о	1	2
165	и есть	2	2
166	должна быть	3	2
167	приводят к	1	2
168	на себя	3	2
169	но даже	1	2
170	в ней	6	2
171	в таком	3	2
172	время в	1	2
173	по отношению	8	2
174	тогда как	2	2
175	не просто	5	2
176	друг от	1	2
177	с этим	4	2
178	помнить что	1	2
179	целый ряд	5	2
180	но в	2	2
181	это есть	2	2
182	а во-вторых	2	2
183	все эти	6	2
184	что ничего	1	2
185	во многих	2	2
186	и те	1	2
187	раз навсегда	1	2
188	состоит в	3	2
189	и вот	1	2
190	так часто	1	2
191	чтобы в	2	2
192	касается до	1	2
193	на этой	1	2
194	того или	4	2
195	всех народов	1	2
196	на почве	1	2
197	по себе	2	2
198	и тем	2	2
199	русской культуры	1	2
200	этого не	2	2
201	и тогда	4	2
202	нисколько не	3	2
203	народа и	1	2
204	в этих	4	2
205	что такое	6	2
206	котором идет	2	2
207	в котором	3	2
208	в силу	10	2
209	друг другу	1	2
210	это разумеется	2	2
211	и более	2	2
212	том и	2	2
213	том же	2	2
214	для россии	1	2
215	любовь к	2	2
216	тому что	3	2
217	только для	1	2
218	как акт	1	2
219	в таких	4	2
220	что с	2	2
221	для нас	2	2
222	к такому	1	2
223	и является	4	2
224	как будто	1	2
225	в области	7	2
226	к себе	4	2
227	в роде	1	2
228	указывает на	1	2
229	для себя	1	2
230	от друга	1	2
231	если они	1	2
232	за то	1	2
233	ясно что	3	2
234	в борьбе	1	2
235	это только	3	2
236	разумеется что	2	2
237	даже не	1	2
238	и должно	2	2
239	настоящее время	1	2
240	и что	5	2
241	это потому	1	2
242	были бы	2	2
243	любви к	2	2
244	народов и	1	2
245	что только	1	2
246	этот вопрос	1	2
247	мировую войну	1	2
248	совершенно не	1	2
249	так что	4	2
250	уже не	8	2
251	только на	1	2
252	исторические условия	1	2
253	в начале	1	2
254	является не	1	2
255	его и	1	2
256	не так	1	2
257	ни в	2	2
258	мы можем	1	2
259	к той	1	2
260	и вместе	1	2
261	в других	1	2
262	даже и	3	2
263	и даже	3	2
264	а с	3	2
265	не нужна	1	2
266	в некоторых	1	2
267	зависит от	1	2
268	а не	8	2
269	большинстве случаев	1	2
270	на эту	2	2
271	в частности	4	2
272	так же	4	2
273	или иного	3	2
274	есть и	1	2
275	но это	1	2
276	этом и	1	2
277	но для	1	2
278	если не	3	2
279	и от	1	2
280	не подлежит	1	2
281	всем этим	1	2
282	в результате	5	2
283	в настоящее	1	2
284	с ним	5	2
285	отношении к	1	2
286	ее в	2	2
287	тем самым	4	2
288	свою задачу	1	2
289	точно так	1	2
290	в сфере	1	1
291	должен быть	4	1
292	того же	4	1
293	связи между	1	1
294	но тогда	1	1
295	тех же	1	1
296	к своей	1	1
297	это и	4	1
298	идет о	2	1
299	на деле	1	1
300	показать что	1	1
301	в среду	1	1
302	не меняется	1	1
303	не хочет	1	1
304	ту же	1	1
305	удовлетворить не	1	1
306	бы против	1	1
307	что эти	4	1
308	исходит из	1	1
309	противном случае	1	1
310	от которых	1	1
311	с таким	1	1
312	со своей	1	1
313	в зависимости	5	1
314	также и	2	1
315	лишь тогда	1	1
316	есть не	1	1
317	для достижения	1	1
318	же как	1	1
319	и ничего	1	1
320	в семье	1	1
321	на место	1	1
322	в сущности	3	1
323	в деле	1	1
324	основании что	1	1
325	которое в	2	1
326	формы в	2	1
327	с большим	3	1
328	без всякого	1	1
329	когда речь	1	1
330	если возможно	1	1
331	разумеется не	4	1
332	устраняется но	1	1
333	столько же	1	1
334	которую можно	2	1
335	заключающим в	1	1
336	критически к	1	1
337	не был	1	1
338	столь же	1	1
339	жизни данного	1	1
340	что его	2	1
341	у таких	1	1
342	заключается не	1	1
343	в область	1	1
344	к этому	1	1
345	но как	1	1
346	а только	8	1
347	нельзя понимать	1	1
348	значение и	2	1
349	русского языка	9	1
350	только тогда	3	1
351	силу этого	1	1
352	в общем	3	1
353	должны были	1	1
354	очевидно что	3	1
355	из таких	1	1
356	которые не	1	1
357	в истории	3	1
358	в одной	1	1
359	чтобы мы	1	1
360	данный момент	1	1
361	что ее	1	1
362	что касается	2	1
363	в противном	1	1
364	перед нами	1	1
365	ясен для	1	1
366	когда он	3	1
367	с понятием	1	1
368	по пути	1	1
369	от этого	2	1
370	в которой	6	1
371	ни один	1	1
372	бы не	1	1
373	что так	3	1
374	выражение в	1	1
375	но ведь	2	1
376	быть как	1	1
377	то и	2	1
378	тому же	1	1
379	но на	1	1
380	духовной культуры	2	1
381	вообще не	1	1
382	на его	3	1
383	то легко	1	1
384	не следует	1	1
385	что когда	1	1
386	сейчас не	2	1
387	тем не	4	1
388	в культурной	1	1
389	мечтать о	1	1
390	избавиться от	1	1
391	же это	1	1
392	к одному	1	1
393	к переходу	1	1
394	естественно поэтому	2	1
395	же остается	1	1
396	лишь с	1	1
397	но дело	1	1
398	так например	2	1
399	но все	2	1
400	является утверждение	1	1
401	об этом	1	1
402	и никакого	1	1
403	не трудно	7	1
404	или даже	1	1
405	от степени	1	1
406	в данной	1	1
407	заключается в	2	1
408	те или	1	1
409	не умеет	1	1
410	чтобы все	1	1
411	это не	7	1
412	сейчас в	1	1
413	и мы	2	1
414	то все	1	1
415	чаще всего	1	1
416	в жизни	1	1
417	ничто иное	1	1
418	родной язык	1	1
419	этого слова	3	1
420	она и	1	1
421	все равно	2	1
422	в общей	1	1
423	не всегда	2	1
424	для чего	1	1
425	обозначить как	1	1
426	еще одну	1	1
427	принадлежит в	2	1
428	иначе говоря	2	1
429	и того	2	1
430	одного и	2	1
431	выполнять свою	1	1
432	недавнего времени	1	1
433	мысли что	1	1
434	на первый	1	1
435	бы на	2	1
436	что среди	1	1
437	в такой	1	1
438	и без	1	1
439	от чисто	1	1
