N	3gram	Losev_Dial_1	Myshleni
1	в том что	7	19
2	по сравнению с	2	14
3	с точки зрения	12	10
4	для того чтобы	1	8
5	с самого начала	1	7
6	к тому что	2	7
7	в то время	1	6
8	можно сказать что	3	6
9	то же самое	1	6
10	то в чем	2	5
11	можно было бы	4	5
12	то время как	1	5
13	друг с другом	1	5
14	тех и других	1	5
15	потому что он	3	4
16	на то что	4	4
17	и той же	1	3
18	до сих пор	2	3
19	в этом отношении	2	3
20	из того что	1	3
21	друг к другу	2	3
22	в первую очередь	1	3
23	одной и той	1	3
24	в этом смысле	3	2
25	до известной степени	1	2
26	представить себе что	1	2
27	только то что	3	2
28	несмотря на то	2	2
29	мы говорим что	2	2
30	то что он	1	2
31	к другу как	1	2
32	заключается только в	1	2
33	с другой стороны	4	2
34	когда мы говорим	1	2
35	это мы видим	1	2
36	в связи с	1	2
37	мы имеем дело	1	2
38	не может быть	3	2
39	свое отношение к	1	1
40	не содержат в	1	1
41	а потому что	1	1
42	что иное как	1	1
43	как то что	1	1
44	то что я	2	1
45	она никогда не	1	1
46	что если бы	1	1
47	что в основе	1	1
48	и в своей	1	1
49	но так как	1	1
50	была бы невозможна	2	1
51	на самом деле	2	1
52	так что в	1	1
53	значит что он	3	1
54	те и другие	1	1
55	друг от друга	1	1
56	как раз и	1	1
57	но все это	2	1
58	только в том	1	1
59	именно то что	1	1
60	сами по себе	1	1
61	самом деле не	1	1
62	что он не	2	1
63	по себе и	2	1
64	было бы показать	1	1
65	точно так же	2	1
66	с другом в	1	1
67	это и значит	1	1
68	то и другое	2	1
69	это не имеет	1	1
70	там где есть	1	1
71	не значит что	3	1
72	сам по себе	6	1
73	содержит в себе	3	1
74	не потому что	1	1
75	том или другом	1	1
76	и убедительным если	1	1
77	не просто как	2	1
78	ясным и убедительным	1	1
79	то что она	1	1
80	всегда больше чем	1	1
81	с одной стороны	2	1
82	бы невозможна никакая	1	1
83	так как она	4	1
84	и в этом	3	1
85	было бы в	1	1
86	это не значит	1	1
87	в этом и	1	1
88	свое учение о	2	1
89	ином отношении к	1	1
90	точки зрения своей	1	1
91	потому что и	2	1
92	не имеет и	1	1
93	есть не что	1	1
94	и в отношении	1	1
95	было бы совершенно	1	1
96	совершенно не нужно	1	1
97	не что иное	1	1
98	только в отношении	1	1
99	этом и заключается	1	1
100	связи с этим	1	1
101	содержат в себе	2	1
102	к выводу что	1	1
103	в самом деле	1	1
104	к одному и	1	1
105	той или иной	3	1
106	не с точки	2	1
107	об этом уже	1	1
108	если бы они	1	1
109	тех или иных	1	1
110	тем не менее	1	1
111	ничего общего с	3	1
112	в конце концов	3	1
113	нечто высшее и	1	1
