N	2gram	Bakhtin_Fr_2	SlovoVZh
1	не может	7	16
2	может быть	5	14
3	точки зрения	6	14
4	как бы	11	13
5	и его	17	13
6	таким образом	7	12
7	и в	49	12
8	по отношению	1	11
9	в нашем	2	11
10	отношению к	1	11
11	и не	15	10
12	если бы	1	9
13	так как	6	9
14	прежде всего	19	8
15	сказать что	6	7
16	для нас	1	7
17	в ней	2	6
18	в том	3	6
19	только в	13	6
20	при этом	5	6
21	с помощью	1	6
22	в нем	9	6
23	должна быть	1	5
24	то же	7	5
25	в виду	3	5
26	можно сказать	2	5
27	как в	1	5
28	но в	4	5
29	и др	9	5
30	в жизни	4	5
31	а не	1	5
32	как и	11	5
33	и следовательно	2	5
34	том что	4	5
35	никогда не	5	5
36	хотя бы	1	5
37	то что	6	5
38	на самом	2	4
39	литературы и	2	4
40	как если	1	4
41	к нему	3	4
42	за пределы	2	4
43	в литературе	6	4
44	в этом	15	4
45	все же	7	4
46	в самом	3	4
47	не только	17	4
48	отношение к	8	4
49	свое выражение	1	4
50	так и	6	4
51	с другой	4	4
52	что не	1	4
53	не в	1	4
54	его в	1	4
55	дело в	1	4
56	и к	4	4
57	жизни и	7	4
58	и на	17	4
59	художественном произведении	1	3
60	здесь не	2	3
61	самом деле	1	3
62	в котором	1	3
63	в пределах	2	3
64	ясно что	1	3
65	еще не	2	3
66	и вообще	3	3
67	о том	3	3
68	но и	13	3
69	точка зрения	3	3
70	нуждается в	2	3
71	того что	1	3
72	в художественном	2	3
73	и наконец	1	3
74	и ее	1	3
75	все эти	7	3
76	только на	1	3
77	конечно не	1	3
78	в себе	4	3
79	да и	3	3
80	в творчестве	6	3
81	для него	9	3
82	и по	1	3
83	и с	6	3
84	до сих	4	3
85	ни в	3	3
86	в них	13	3
87	в своей	5	3
88	художественного творчества	1	3
89	так же	2	3
90	в такой	1	3
91	как к	2	3
92	и более	4	3
93	сих пор	4	3
94	не менее	1	3
95	все это	9	3
96	и для	1	3
97	это как	1	3
98	находит свое	1	3
99	с ним	4	3
100	значения и	1	2
101	как не	1	2
102	и то	1	2
103	в себя	6	2
104	и совершенно	1	2
105	ко всем	1	2
106	и значение	2	2
107	на материале	2	2
108	мы имеем	1	2
109	почти исключительно	1	2
110	и здесь	1	2
111	и та	1	2
112	настоящее время	1	2
113	с его	5	2
114	произведение и	1	2
115	ней как	1	2
116	в чем	1	2
117	в его	18	2
118	что и	1	2
119	в форме	4	2
120	относится к	5	2
121	независимо от	1	2
122	в своем	5	2
123	в формах	2	2
124	метод в	2	2
125	в какой	1	2
126	и потому	5	2
127	что слово	2	2
128	несколько подробнее	1	2
129	сливается с	1	2
130	в настоящее	1	2
131	эти моменты	1	2
132	бы не	1	2
133	с одной	3	2
134	какой степени	1	2
135	выражение в	5	2
136	из общей	1	2
137	уже в	5	2
138	и те	1	2
139	имеем в	2	2
140	эти и	1	2
141	он не	1	2
142	перестает быть	2	2
143	в корне	1	2
144	к ним	1	2
145	мы можем	2	2
146	из него	1	2
147	и оценки	1	2
148	но все	4	2
149	в особенности	5	2
150	на все	3	2
151	влияние на	1	2
152	это не	1	2
153	до известной	1	2
154	как же	1	2
155	оно не	1	2
156	себя и	1	2
157	более того	1	2
158	одной стороны	3	2
159	можем сказать	1	2
160	до конца	2	2
161	другой стороны	3	2
162	там где	4	2
163	автора и	2	2
164	смысл и	2	2
165	имеет место	1	2
166	связь с	3	2
167	основной тон	1	2
168	ни на	1	2
169	вместе с	2	2
170	можно найти	2	2
171	в отношении	2	2
172	но не	5	2
173	место в	3	2
174	точку зрения	2	2
175	быть только	1	2
176	с этой	1	2
177	она не	1	2
178	еще раз	2	2
179	с точки	5	2
180	в условиях	2	2
181	в основном	5	2
