1	с точки зрения	7	13
2	в этом смысле	2	10
3	в то же	5	9
4	то же время	5	9
5	в том что	2	6
6	в его целом	1	6
7	в конце концов	2	5
8	в зависимости от	3	5
9	в одной плоскости	1	5
10	но в то	1	5
11	и в этом	5	5
12	а не как	1	4
13	не может быть	10	4
14	на самом деле	3	4
15	в этом отношении	7	3
16	как раз и	3	3
17	же время не	1	3
18	не входит в	2	3
19	дело идет о	2	3
20	и т п	9	3
21	с другой стороны	3	3
22	сами по себе	2	3
23	во всяком случае	5	3
24	до сих пор	1	2
25	и не может	3	2
26	в структуре произведения	1	2
27	и в то	3	2
28	т п все	1	2
29	идет не об	1	2
30	для него нет	1	2
31	что он есть	1	2
32	т е в	1	2
33	все эти определения	2	2
34	в данном случае	1	2
35	в самом деле	5	2
36	но все же	2	2
37	и не входит	2	2
38	бы то ни	1	2
39	и входит в	1	2
40	во всей его	1	2
41	в большинстве случаев	3	2
42	все же не	1	2
43	уже не как	1	2
44	только то что	1	2
45	в той же	1	2
46	одной плоскости в	1	1
47	до настоящего времени	1	1
48	ведь в противном	1	1
49	зависимости от характера	1	1
50	не могут быть	4	1
51	зависимости от различных	1	1
52	в противном случае	1	1
53	он не может	1	1
54	совершенно в той	1	1
55	существенного от несущественного	1	1
56	с самого начала	2	1
57	не совпадает с	1	1
58	по себе а	2	1
59	то чем является	1	1
60	и во всяком	1	1
61	прежде всего необходимо	1	1
62	что же это	1	1
63	так и в	3	1
64	того или иного	4	1
65	что бы то	1	1
66	не была бы	1	1
67	то ни стало	2	1
68	до крайней степени	1	1
69	к конкретному материалу	2	1
70	в высшей степени	4	1
71	но что же	1	1
72	в этой статье	2	1
73	что они не	1	1
74	в литературе о	1	1
75	может быть и	3	1
76	во что бы	1	1
77	но он не	1	1
78	в плане художественного	1	1
79	не тем что	1	1
80	как один из	1	1
81	теперь мы должны	1	1
82	но все эти	1	1
83	большей или меньшей	1	1
84	что в самом	1	1
85	мы полагаем что	1	1
86	рядом с этим	1	1
87	автора и в	1	1
88	тем что в	1	1
89	на другого человека	1	1
90	настоящая глава посвящена	1	1
91	материал на котором	1	1
92	тем что оно	2	1
93	сама по себе	1	1
94	с самим собою	1	1
95	той же степени	1	1
96	в сущности не	1	1
97	к тому что	2	1
98	и т д	5	1
99	именно в том	1	1
100	иной чем в	1	1
101	имеем в виду	1	1
102	в этом рассказе	1	1
103	по крайней мере	1	1
104	в неразрывной связи	1	1
105	реальность в основе	1	1
106	в этом случае	1	1
107	для того чтобы	3	1
108	раз и навсегда	1	1
109	это и есть	1	1
110	мы имеем в	1	1
111	создано так что	1	1
112	нам кажется что	1	1
113	она не может	1	1
114	в большей или	1	1
115	что в нем	2	1
116	более или менее	1	1
117	но менее всего	1	1
118	было бы сказать	1	1
119	и в других	1	1
120	во всех сферах	1	1
121	он есть а	1	1
122	не укладывающиеся в	1	1
123	в процессе этого	2	1
124	говорит он основной	1	1
125	прежде и больше	1	1
126	центр тяжести в	1	1
127	можно допустить и	1	1
128	не в том	3	1
129	а вовсе не	1	1
130	новые и новые	1	1
131	же степени как	1	1
132	но именно в	1	1
133	на этот вопрос	1	1
134	в свою очередь	1	1
135	что и в	1	1
136	взаимодействие с другими	1	1
137	в художественном произведении	1	1
138	могут быть поняты	1	1
139	но вовсе не	1	1
140	в самом предмете	2	1
141	это не так	1	1
142	не было бы	1	1
143	как мы видели	4	1
144	таким образом в	1	1
145	и до известной	1	1
146	это объясняется не	1	1
147	же что и	1	1
148	материал до конца	1	1
149	из него как	1	1
150	что же касается	1	1
151	или меньшей степени	1	1
152	в нем как	1	1
153	не то чем	1	1
154	уже в первый	1	1
155	и больше всего	1	1
156	один из возможных	1	1
157	тем что он	1	1
158	и всякое иное	1	1
159	если же мы	1	1
160	т е все	1	1
161	в настоящее время	1	1
162	совпадает с самим	1	1
163	все новые и	1	1
164	художественной структуры как	1	1
165	неразрывной связи с	1	1
166	то и другое	2	1
167	же это за	1	1
168	же время и	1	1
169	до известной степени	3	1
