N	3gram	Bakhtin_Fr_5	Analitik
1	в том что	6	7
2	по отношению к	1	7
3	о том что	1	5
4	в свою очередь	1	4
5	как и в	1	4
6	и того же	1	3
7	до известной степени	4	3
8	в данном случае	2	3
9	то же время	9	3
10	той или иной	1	3
11	в то же	9	3
12	одного и того	1	3
13	к тому же	2	3
14	в этом отношении	5	3
15	дело в том	2	2
16	с точки зрения	2	2
17	одной и той	1	2
18	в отличие от	2	2
19	в значительной степени	1	2
20	тем не менее	1	2
21	в конечном счете	1	2
22	и прежде всего	3	2
23	можно сказать что	2	2
24	и той же	1	2
25	дело здесь не	2	1
26	что иное как	1	1
27	хотя и не	1	1
28	в той или	1	1
29	а потому и	1	1
30	в первой части	3	1
31	на самом деле	4	1
32	в самом деле	1	1
33	обойтись и без	1	1
34	до сих пор	3	1
35	же время в	1	1
36	к той стороне	1	1
37	что он не	1	1
38	между тем как	1	1
39	своего отца и	1	1
40	этом отношении он	1	1
41	в эту минуту	1	1
42	в основе своей	1	1
43	в самом начале	1	1
44	возвращает нас к	1	1
45	так и в	1	1
46	включающее в себя	1	1
47	они принадлежат к	1	1
48	и в этой	1	1
49	в связи с	5	1
50	как бы в	2	1
51	в полной мере	1	1
52	для того чтобы	6	1
53	под углом зрения	1	1
54	у шекспира и	1	1
55	по ту сторону	1	1
56	есть не что	1	1
57	не может быть	2	1
58	хотя он и	1	1
59	и т.п в	1	1
60	то есть в	2	1
61	не нуждается в	2	1
62	свою жизнь и	1	1
63	в себя и	1	1
64	именно потому что	1	1
65	мы обратимся к	1	1
66	жизнь вплоть до	1	1
67	друг от друга	1	1
68	подход к жизни	1	1
69	в большинстве случаев	2	1
70	но дело в	1	1
71	в сущности не	2	1
72	не что иное	1	1
73	здесь как и	2	1
74	что и в	1	1
75	также что в	1	1
