N	2gram	Vinokur_Vv_1	KFilosof
1	может быть	24	43
2	в его	10	39
3	в нем	13	31
4	не может	13	27
5	и не	13	26
6	по отношению	4	25
7	и в	27	22
8	в себе	4	21
9	отношению к	4	21
10	в котором	4	21
11	не есть	4	19
12	в ее	11	17
13	и его	5	17
14	а не	3	17
15	только в	13	16
16	точки зрения	7	13
17	в этом	34	13
18	для него	1	12
19	и это	6	12
20	но не	7	12
21	все эти	3	11
22	к нему	2	11
23	не в	8	11
24	в своей	4	11
25	как момент	1	11
26	из себя	1	10
27	во всех	2	10
28	это не	8	10
29	с точки	2	10
30	в своем	3	10
31	от себя	3	10
32	все это	6	10
33	и все	1	9
34	и для	4	9
35	но и	5	9
36	в целом	5	9
37	для нее	1	9
38	в их	11	9
39	и есть	3	9
40	как бы	5	9
41	жизни и	2	8
42	не было	1	8
43	со стороны	12	8
44	лишь в	1	8
45	если бы	2	8
46	единого и	2	8
47	было бы	5	8
48	вовсе не	6	7
49	в себя	1	7
50	то что	17	7
51	во всем	2	7
52	что и	3	7
53	должен быть	4	7
54	себя в	2	7
55	момент в	1	6
56	не значит	1	6
57	и я	1	6
58	отношение к	3	6
59	совершенно не	1	6
60	в том	31	6
61	уже не	5	6
62	мира в	1	6
63	но это	1	6
64	все же	8	5
65	как и	5	5
66	для себя	1	5
67	есть лишь	2	5
68	хотя бы	5	5
69	с ним	1	5
70	но все	3	5
71	никогда не	3	5
72	не имеет	4	5
73	но как	2	5
74	единое и	1	5
75	должно быть	2	5
76	но ведь	4	5
77	мы имеем	3	5
78	именно в	8	5
79	то же	8	5
80	но в	10	5
81	его в	6	5
82	не только	21	5
83	от его	1	5
84	жизни как	2	5
85	ко всему	1	5
86	познания и	2	4
87	бытие не	1	4
88	входит в	2	4
89	только как	6	4
90	при этом	3	4
91	в каком	1	4
92	не по	1	4
93	нисколько не	3	4
94	в одном	4	4
95	а в	5	4
96	места и	1	4
97	что в	11	4
98	между тем	8	4
99	в чем	4	4
100	времени и	4	4
101	и т.д	4	4
102	не как	3	4
103	ни было	1	4
104	к ним	1	4
105	во всей	1	4
106	в своих	2	4
107	время и	1	4
108	быть в	4	4
109	том что	26	4
110	с ними	1	4
111	и совершенно	2	3
112	отсюда и	2	3
113	еще не	4	3
114	в другом	3	3
115	ясно и	1	3
116	этом смысле	11	3
117	и тем	5	3
118	для которого	1	3
119	тогда когда	3	3
120	не должно	1	3
121	здесь не	2	3
122	лишь как	2	3
123	это единство	1	3
124	должна быть	2	3
125	не менее	8	3
126	из его	2	3
127	рядом с	2	3
128	и должна	1	3
129	что это	3	3
130	в каждом	4	3
131	независимо от	3	3
132	мы не	2	3
133	но здесь	1	3
134	слово не	1	3
135	не дает	1	3
136	бы и	2	3
137	того или	1	3
138	меня в	1	3
139	того что	12	3
140	из него	1	3
141	а лишь	1	3
142	здесь нет	4	3
143	на самом	1	3
144	нет и	1	3
145	в момент	1	3
146	что этот	1	3
147	что не	5	3
148	в то	5	3
149	только с	3	3
150	для того	21	3
151	для которой	1	3
152	ясно что	9	3
153	тем что	6	3
154	ничего не	2	3
155	по своему	5	3
156	в виду	4	3
157	не должен	1	3
158	от того	3	3
159	могут быть	4	3
160	о том	15	3
161	и на	3	3
162	себя не	1	3
163	и этим	1	3
164	культуры и	1	3
165	до конца	3	3
166	ближе к	2	3
167	быть и	2	3
168	или иного	1	3
169	в некотором	1	3
170	самом деле	6	3
171	в ней	3	3
172	котором он	2	3
173	себе и	2	3
174	в свою	1	3
175	и тот	1	2
176	культура в	1	2
177	и нашей	1	2
178	всех его	1	2
179	или иное	1	2
180	действительно ли	1	2
181	отношении к	2	2
182	и того	2	2
183	но есть	1	2
184	же время	5	2
185	вопрос о	8	2
186	бы оно	1	2
187	говорить о	3	2
188	ее от	2	2
189	бы то	1	2
190	от этого	5	2
191	из самого	1	2
192	прежде всего	8	2
193	отсюда следует	1	2
194	а это	1	2
195	это есть	2	2
196	котором мы	1	2
197	так и	1	2
198	именно она	1	2
199	как предмет	1	2
200	в виде	4	2
201	только по	3	2
202	и хх	1	2
203	в жизни	1	2
204	быть не	1	2
205	его и	1	2
206	содержания но	1	2
207	та же	1	2
208	того чтобы	21	2
209	по себе	9	2
210	вследствие этого	1	2
211	во главе	1	2
212	то ни	1	2
213	с тем	6	2
214	ли это	1	2
215	или иным	1	2
216	его к	2	2
217	в принципе	2	2
218	были бы	1	2
219	совсем не	3	2
220	и принципиально	1	2
221	оно не	1	2
222	познавательного акта	1	2
223	и именно	12	2
224	это уже	1	2
225	а для	1	2
226	содержания и	1	2
227	потому что	14	2
228	стороны ее	1	2
229	дело с	6	2
230	чтобы не	1	2
231	это только	4	2
232	это противопоставление	1	2
233	жизнь и	1	2
234	знать что	1	2
235	я и	1	2
236	дело не	3	2
237	а как	3	2
238	как в	1	2
239	познания в	1	2
240	именно на	2	2
241	дело здесь	1	2
242	ни одна	2	2
243	тот же	1	2
244	другое дело	3	2
245	действительности в	2	2
246	дело в	3	2
247	в определенной	1	2
248	еще более	1	2
249	это и	1	2
250	вся эта	1	2
251	нем не	1	2
252	это можно	1	2
253	тем не	8	2
254	для этого	3	2
255	слова в	1	2
256	этого слова	2	2
257	и других	3	2
258	в этой	3	2
259	и та	1	2
260	не со	1	2
261	всех отношениях	1	2
262	значило бы	1	2
263	тому что	2	2
264	не потому	1	2
265	то или	1	2
266	однако что	1	2
267	как к	1	2
268	содержание и	1	2
269	не нужно	2	2
270	в качестве	7	2
271	соответствии с	2	2
272	и эта	1	2
273	лишь с	1	2
274	если не	1	2
275	не остается	1	2
276	чтобы быть	1	2
277	областей культуры	3	2
278	этот факт	1	2
279	в области	4	2
280	или как	3	2
281	к этому	3	2
282	что он	4	2
283	как оно	3	2
284	и то	5	2
285	их для	1	2
286	или иной	1	2
287	для этой	1	2
288	имеем в	1	2
289	хх вв	1	2
290	в соответствии	2	2
291	вытекает из	1	2
292	и как	9	2
293	ни к	2	2
294	она могла	1	2
295	он и	2	2
296	но для	1	2
297	той или	1	2
298	в данном	11	2
299	к таким	1	1
300	известном смысле	3	1
301	и содержания	1	1
302	если и	1	1
303	и из	1	1
304	этом ее	1	1
305	что между	1	1
306	в которой	1	1
307	главным образом	1	1
308	жизни а	1	1
309	мысли но	1	1
310	нуждается в	2	1
311	это может	2	1
312	когда мы	2	1
313	в значительной	2	1
314	на его	1	1
315	и с	2	1
316	в только	1	1
317	путь от	2	1
318	во всяком	3	1
319	есть тот	1	1
320	должны быть	1	1
321	первом случае	2	1
322	можно сказать	3	1
323	вместе с	6	1
324	за исключением	1	1
325	но он	1	1
326	другими словами	1	1
327	с разных	1	1
328	а есть	1	1
329	он есть	1	1
330	даже к	1	1
331	в стороне	1	1
332	связи между	4	1
333	или в	1	1
334	в литературе	1	1
335	это хорошо	1	1
336	того же	3	1
337	не вытекает	1	1
338	и вопрос	1	1
339	мы говорим	2	1
340	отсюда ясно	1	1
341	на том	3	1
342	содержания не	1	1
343	или не	1	1
344	отличается от	1	1
345	бы себя	1	1
346	не была	1	1
347	действительно в	1	1
348	его от	1	1
349	только тогда	1	1
350	может служить	3	1
351	к этим	1	1
352	ту или	1	1
353	не к	2	1
354	у меня	1	1
355	и ее	4	1
356	и другой	1	1
357	науки а	4	1
358	в каких	1	1
359	из пределов	1	1
360	просто не	1	1
361	факта что	1	1
362	зависит от	3	1
363	культуры как	6	1
364	влечет за	2	1
365	так чтобы	3	1
366	только при	1	1
367	а именно	6	1
368	гораздо более	3	1
369	когда оно	1	1
370	одновременно и	1	1
371	на то	1	1
372	одного и	2	1
373	говорить в	1	1
374	с ней	2	1
375	единство только	1	1
376	в реальном	1	1
377	настоящее время	1	1
378	проблемы в	1	1
379	целое именно	2	1
380	которых как	1	1
381	как раз	4	1
382	ним в	1	1
383	в какой	4	1
384	и так	1	1
385	вообще и	3	1
386	и сама	1	1
387	всем что	1	1
388	это в	2	1
389	систему и	1	1
390	включая и	1	1
391	который по	2	1
392	но с	4	1
393	второй половине	2	1
394	так называемые	1	1
395	не содержит	1	1
396	вмещается в	1	1
397	в специальном	1	1
398	быть понято	1	1
399	науки и	2	1
400	не существует	2	1
401	об отдельных	3	1
402	о возможности	1	1
403	как если	1	1
404	тем или	1	1
405	нет он	1	1
406	об этом	5	1
407	это значит	1	1
408	одном случае	1	1
409	содержания это	1	1
410	само по	3	1
411	если он	1	1
412	в средние	1	1
413	именно оно	2	1
414	осуществляется в	1	1
415	нет никакого	1	1
416	что уже	3	1
417	одно из	5	1
418	этот процесс	3	1
419	не знать	1	1
420	ведь это	1	1
421	же в	1	1
422	находятся в	2	1
423	в эту	1	1
424	она действительно	1	1
425	знания в	3	1
426	в отношении	2	1
427	есть действительно	2	1
428	не мог	2	1
429	средние века	1	1
430	смысле этого	8	1
431	и каждая	1	1
432	одной из	3	1
433	этого не	2	1
434	своим содержанием	1	1
435	как не	1	1
436	что может	3	1
437	превращается в	1	1
438	к действительности	2	1
439	например что	2	1
440	если это	2	1
441	здесь в	1	1
442	в содержание	1	1
443	еще на	1	1
444	между ними	2	1
445	и от	1	1
446	по предмету	1	1
447	имеет дело	5	1
448	а через	1	1
449	культуры в	5	1
450	отношения к	1	1
451	в чисто	4	1
452	следовательно и	1	1
453	смысле только	1	1
454	а затем	1	1
455	и очень	1	1
456	целое как	1	1
457	к тому	4	1
458	задний план	1	1
459	слова и	1	1
460	отношений между	3	1
461	значительной степени	1	1
462	и даже	5	1
463	хотя и	3	1
464	только что	4	1
465	не с	2	1
466	часто имеют	1	1
467	в этих	3	1
468	из которых	2	1
469	мысли в	1	1
470	формальной а	1	1
471	не исключительно	1	1
472	себе самому	1	1
473	различия между	1	1
474	и к	1	1
475	подход к	1	1
476	от времени	1	1
477	можно только	2	1
478	определении и	1	1
479	процессе ее	1	1
480	и будет	1	1
481	ее а	1	1
482	целого и	2	1
483	смысле и	2	1
484	они не	1	1
485	нас от	1	1
486	момента в	2	1
487	мы становимся	1	1
488	этим не	1	1
489	какие бы	1	1
490	следует что	2	1
491	утверждать что	1	1
492	ее в	1	1
493	на почве	5	1
494	можно говорить	1	1
495	человека и	1	1
496	и говорить	1	1
497	до того	2	1
498	значит что	1	1
499	и требует	2	1
500	за собой	3	1
501	были в	1	1
502	только за	1	1
503	ее ни	1	1
504	ее можно	1	1
505	новое и	1	1
506	смысле слова	7	1
507	то только	1	1
508	и т.п	1	1
509	содержанием и	1	1
510	именно как	3	1
511	свою очередь	1	1
512	в услужении	1	1
513	средних веков	2	1
514	мы должны	1	1
515	и о	1	1
516	зависимости от	1	1
517	а только	8	1
518	и имеет	1	1
519	обычно и	2	1
520	один из	6	1
521	бы только	1	1
522	полную аналогию	1	1
523	в истории	9	1
524	от своего	1	1
525	всяком случае	3	1
526	в первом	5	1
527	перестает быть	1	1
528	с чем	2	1
529	из их	1	1
530	нуждаются в	1	1
531	действительности и	1	1
532	видеть в	1	1
533	только так	2	1
534	содержание но	1	1
535	бытии но	1	1
536	во второй	3	1
537	то все	1	1
538	это было	1	1
539	любви и	1	1
540	что все	1	1
541	него в	2	1
542	по поводу	1	1
543	в содержании	1	1
544	которая сама	1	1
545	не совпадает	1	1
546	сам же	2	1
547	лежит в	2	1
548	действительности а	1	1
549	что эти	1	1
550	как одно	1	1
551	на задний	1	1
552	себя со	2	1
553	и др	2	1
554	в первой	1	1
555	одна из	2	1
556	только практически	1	1
557	соответствующих местах	1	1
558	мы уже	1	1
559	между отдельными	1	1
560	осуществляются в	1	1
561	в соответствующей	1	1
562	на этом	3	1
563	оно было	1	1
564	знать и	2	1
565	а к	1	1
566	истории для	1	1
567	говорим о	1	1
568	права и	1	1
569	в настоящее	1	1
570	том же	2	1
571	что именно	2	1
572	или нет	1	1
573	этих случаях	2	1
574	дело лишь	1	1
575	в самом	12	1
576	то для	1	1
577	значит не	1	1
578	не задает	1	1
579	себя всю	1	1
580	не от	1	1
581	мысли и	2	1
582	мы видим	1	1
583	месте в	1	1
584	есть еще	2	1
585	или иную	1	1
586	мы можем	2	1
587	она и	1	1
588	лучшем случае	1	1
589	также и	16	1
590	не просто	4	1
591	должен был	4	1
592	в соответствующих	2	1
593	что мы	2	1
594	с этим	2	1
595	несмотря на	2	1
596	в действительности	1	1
597	не раз	1	1
598	помнить что	1	1
599	его содержание	1	1
600	в различных	2	1
601	стороны своего	1	1
602	той же	4	1
603	и полностью	1	1
604	нашему времени	1	1
605	практически не	1	1
606	ведь и	1	1
607	в этот	2	1
608	как целое	3	1
609	своего содержания	1	1
610	и никогда	1	1
611	к человеку	1	1
612	не могло	1	1
613	ней то	1	1
614	участия в	1	1
615	же самое	2	1
616	а действительно	1	1
617	в конечном	1	1
618	но нет	1	1
619	в духе	1	1
620	конечно здесь	1	1
621	все что	1	1
622	все равно	1	1
623	имеют дело	1	1
624	всего в	1	1
625	чем в	3	1
626	не следует	2	1
627	и до	2	1
628	в составе	1	1
629	в известном	3	1
630	образом в	1	1
631	он должен	1	1
632	этом пути	1	1
633	чем ближе	1	1
634	и должно	1	1
635	что она	3	1
636	исторический факт	1	1
637	которых он	1	1
638	и уже	3	1
639	та область	1	1
640	самое что	2	1
641	но уже	2	1
642	есть только	2	1
643	науки но	2	1
644	так как	13	1
645	самого по	1	1
646	только на	3	1
647	уже и	7	1
648	ее не	1	1
649	собственных имен	1	1
650	этой книги	2	1
651	это понятие	2	1
652	но во	1	1
653	к выводу	6	1
654	самом своем	2	1
655	в лучшем	1	1
656	все в	1	1
657	как о	4	1
658	признать его	1	1
659	связь между	4	1
660	и неизбежного	1	1
661	в принципиальном	5	1
662	мог бы	2	1
663	в зависимости	1	1
664	к предмету	1	1
665	сознание но	1	1
666	во втором	2	1
