N	3gram	Tiupa_Hudo_1	FransuaR
1	мы уже говорили	1	7
2	в том что	6	6
3	до сих пор	2	4
4	в отличие от	1	4
5	сих пор еще	1	3
6	с точки зрения	3	3
7	на самом же	1	3
8	в этом отношении	3	3
9	самом же деле	1	3
10	к себе самому	2	2
11	прежде всего на	1	2
12	на самом деле	1	2
13	в это время	1	2
14	в узком смысле	1	2
15	с одной стороны	1	2
16	в свое время	1	2
17	в значительной степени	2	2
18	так и в	1	2
19	но все же	1	2
20	во второй половине	2	2
21	по своей природе	2	1
22	а между тем	1	1
23	потому что он	1	1
24	они в своей	1	1
25	с высшими целями	1	1
26	по отношению к	8	1
27	это одно из	1	1
28	в самом деле	4	1
29	мысли и воображения	1	1
30	том что он	1	1
31	сами по себе	1	1
32	жизни и смерти	3	1
33	почти ничего не	1	1
34	с ним в	1	1
35	себе самому и	1	1
36	к тому чтобы	1	1
37	не укладывается в	1	1
38	может быть только	1	1
39	как раз в	2	1
40	до известной степени	1	1
41	не чем иным	1	1
42	он вовсе не	1	1
43	не потому что	1	1
44	но в то	3	1
45	это прежде всего	2	1
46	годов xix века	1	1
47	но при этом	1	1
48	по нашему мнению	1	1
49	между тем в	1	1
50	в связи с	3	1
51	во всяком случае	1	1
52	он не знает	1	1
53	большей степени чем	1	1
54	как бы в	1	1
55	не может быть	2	1
56	но одновременно и	2	1
57	то же время	8	1
58	чем иным как	1	1
59	то что мы	1	1
60	не приложимо к	1	1
61	как нам кажется	1	1
62	в себя и	1	1
63	друг от друга	1	1
64	в частности с	1	1
65	в то же	8	1
66	нас в том	1	1
67	друг с другом	1	1
68	не только в	2	1
69	во многих отношениях	1	1
70	опираясь на суждения	1	1
71	но еще и	1	1
