N	2gram	Bakhtin_Fr_1	Istorich
1	и в	65	25
2	что он	3	22
3	может быть	6	17
4	представление о	1	17
5	мы имеем	1	14
6	не только	10	13
7	но и	10	13
8	в его	9	12
9	так как	6	11
10	уже не	3	11
11	и не	22	11
12	в этом	15	10
13	тем что	1	10
14	все же	6	10
15	и его	10	9
16	его в	7	9
17	с другой	3	9
18	еще не	6	8
19	и на	11	8
20	все эти	10	8
21	этого мотива	1	8
22	что в	3	8
23	что мотив	1	8
24	на него	2	8
25	связи с	4	8
26	мы видим	2	8
27	другой стороны	1	8
28	связь с	5	8
29	том что	6	8
30	в нем	13	7
31	а затем	2	7
32	как и	5	7
33	во время	4	7
34	представлений о	1	7
35	потому что	5	7
36	о том	2	7
37	и здесь	3	7
38	то что	3	7
39	только в	7	7
40	с одной	2	7
41	превращается в	5	7
42	одной стороны	2	7
43	но это	3	7
44	в частности	5	7
45	как в	5	6
46	это не	3	6
47	не может	3	6
48	в этих	2	6
49	не в	4	6
50	и он	2	6
51	что и	1	6
52	там где	1	6
53	прежде всего	11	6
54	этот мотив	1	6
55	могут быть	2	6
56	или в	2	6
57	в том	16	6
58	например в	2	5
59	и действительно	1	5
60	мы не	1	5
61	поглощения и	1	5
62	в ней	6	5
63	но не	2	5
64	с этим	1	5
65	но все	3	5
66	здесь мы	1	5
67	входит в	4	5
68	видим что	1	5
69	как мы	6	5
70	в обряде	1	5
71	для нас	4	5
72	и это	2	4
73	то же	1	4
74	мы уже	12	4
75	мы здесь	2	4
76	в ее	3	4
77	от этого	1	4
78	его на	2	4
79	он видит	1	4
80	в которой	1	4
81	он не	2	4
82	что все	1	4
83	на этой	3	4
84	не менее	1	4
85	в некоторых	2	4
86	в пределах	1	4
87	в дальнейшем	8	4
88	наряду с	2	4
89	с ним	3	4
90	за ним	1	4
91	при смерти	1	4
92	в основном	2	4
93	все это	9	4
94	в связи	1	4
95	в которых	1	3
96	и как	1	3
97	его к	2	3
98	в целом	2	3
99	в этой	4	3
100	их в	2	3
101	на этом	1	3
102	человека в	1	3
103	но уже	1	3
104	в таких	2	3
105	в то	1	3
106	друг друга	3	3
107	для того	1	3
108	что при	1	3
109	здесь еще	2	3
110	они стали	1	3
111	того чтобы	1	3
112	в себя	3	3
113	никогда не	6	3
114	этой стадии	1	3
115	и с	3	3
116	и вообще	3	3
117	о нем	3	3
118	затем в	1	3
119	к нему	3	3
120	в форме	3	3
121	представления о	2	3
122	и др	24	3
123	в особенности	2	3
124	но оно	1	3
125	и пр	5	3
126	и все	5	3
127	и она	1	3
128	с солнцем	1	3
129	в книге	2	3
130	в более	3	3
131	в свете	2	3
132	можно наблюдать	1	3
133	они не	1	3
134	самом деле	3	2
135	тех же	1	2
136	выражения как	1	2
137	когда человек	1	2
138	по которым	1	2
139	одним из	2	2
140	а как	1	2
141	на тех	2	2
142	человека и	1	2
143	первобытных народов	1	2
144	мы и	3	2
145	это время	2	2
146	на них	2	2
147	черта его	1	2
148	время в	2	2
149	во всех	9	2
150	по отношению	1	2
151	явление как	1	2
152	как таковое	1	2
153	уже в	1	2
154	на то	1	2
155	связанные с	1	2
156	друг с	1	2
157	из него	1	2
158	и по	2	2
159	так например	2	2
160	о чем	1	2
161	особенности в	1	2
162	это было	2	2
163	и других	3	2
164	его душу	1	2
165	в это	2	2
166	животных в	1	2
167	о которых	1	2
168	обрядов и	1	2
169	несмотря на	2	2
170	такой же	1	2
171	точки зрения	7	2
172	в своей	5	2
173	можно найти	1	2
174	в животном	1	2
175	но он	1	2
176	без всяких	1	2
177	по себе	1	2
178	даже в	3	2
179	а на	1	2
180	она не	1	2
181	одна из	1	2
182	не потому	1	2
183	с другом	1	2
184	такие выражения	1	2
185	иногда даже	1	2
186	мифа о	1	2
187	так в	1	2
188	роль в	2	2
189	и сам	1	2
190	здесь как	1	2
191	особенно в	2	2
192	об этом	1	2
193	еще в	1	2
194	ничего не	3	2
195	находится в	1	2
196	приближается к	1	2
