N	4gram	Bakhtin_Pr_1	Formalny
1	в то же время	7	8
2	что бы то ни	1	2
3	бы то ни стало	1	2
4	с точки зрения их	1	2
5	во что бы то	1	2
6	но в то же	2	2
7	на самом деле это	1	1
8	то что было дано	1	1
9	другой стороны со стороны	1	1
10	в том отношении что	1	1
11	кругозор в его целом	1	1
12	и в то же	3	1
13	что было дано в	1	1
14	заключается в том чтобы	1	1
15	бы то ни было	2	1
16	с этой точки зрения	1	1
17	в зависимости от того	1	1
18	романа в его целом	1	1
19	только с точки зрения	1	1
20	и заключается в том	1	1
21	с другой стороны со	1	1
22	то же время не	2	1
23	ни на минуту не	1	1
