N	2gram	Voloshinov_1	KulturaY
1	в том	2	30
2	и в	38	24
3	потому что	5	23
4	том что	3	21
5	что в	1	17
6	того чтобы	7	17
7	для того	9	16
8	было бы	7	15
9	и пр	4	15
10	в этом	10	14
11	точки зрения	10	14
12	может быть	13	13
13	все же	7	12
14	таким образом	7	12
15	языка в	2	12
16	и не	14	12
17	в его	6	12
18	не в	6	11
19	только в	6	11
20	хотя бы	18	10
21	в самом	4	10
22	не только	27	10
23	в силу	1	10
24	у нас	4	10
25	вовсе не	2	10
26	самом деле	4	9
27	язык как	1	9
28	с точки	5	9
29	так как	7	9
30	если бы	4	9
31	о том	4	9
32	того что	4	9
33	прежде всего	21	9
34	то что	8	9
35	уже не	4	8
36	то же	14	8
37	о языке	2	8
38	языка и	4	8
39	тем что	2	8
40	как раз	1	8
41	а не	6	8
42	не может	12	7
43	что язык	5	7
44	не трудно	1	7
45	это не	3	7
46	не менее	1	7
47	связи с	3	7
48	в области	5	7
49	так и	6	7
50	бы в	5	7
51	в качестве	4	7
52	с другой	1	7
53	с помощью	6	7
54	как бы	28	7
55	вместе с	5	7
56	только потому	2	6
57	мы имеем	2	6
58	зависимости от	5	6
59	в ней	8	6
60	однако не	1	6
61	в которой	7	6
62	все эти	2	6
63	при этом	9	6
64	в которых	2	6
65	тогда когда	1	6
66	можно было	4	6
67	что он	2	6
68	в какой	2	6
69	но и	13	6
70	именно в	1	6
71	что же	8	6
72	все это	4	6
73	другой стороны	1	6
74	что такое	4	6
75	например в	1	5
76	в зависимости	5	5
77	еще не	3	5
78	но не	2	5
79	не просто	2	5
80	что это	4	5
81	слово это	2	5
82	и с	5	5
83	но уже	1	5
84	с тем	8	5
85	так сказать	4	5
86	по крайней	1	5
87	и его	7	5
88	к тому	4	5
89	в виду	3	5
90	к языку	1	5
91	с ним	2	5
92	и что	1	5
93	между тем	3	5
94	крайней мере	1	5
95	язык в	6	5
96	еще и	2	5
97	содержание и	3	5
98	языка как	1	5
99	в той	5	5
100	в результате	1	5
101	целый ряд	3	5
102	этом отношении	2	5
103	а в	5	5
104	речи и	6	5
105	того же	1	4
106	переход от	1	4
107	это и	1	4
108	что эти	2	4
109	и на	6	4
110	с его	7	4
111	как в	2	4
112	в целом	4	4
113	из этих	1	4
114	роль в	3	4
115	на то	1	4
116	в нем	4	4
117	речи можно	1	4
118	того или	5	4
119	и тогда	2	4
120	тем не	1	4
121	речи в	1	4
122	тем самым	7	4
123	в таких	1	4
124	того как	1	4
125	иными словами	2	4
126	и является	5	4
127	в самой	1	4
128	что и	3	4
129	языка это	1	4
130	с ними	1	4
131	должен быть	2	4
132	так что	1	4
133	есть в	1	4
134	не есть	1	4
135	речь в	1	4
136	из них	3	4
137	со стороны	1	4
138	до сих	1	4
139	там где	1	4
140	в частности	3	4
141	и потому	2	4
142	с этим	2	4
143	в тех	3	4
144	слова и	5	4
145	сих пор	2	4
146	один из	4	4
147	указать на	1	4
148	же в	1	4
149	в этих	2	4
150	так же	4	4
151	и то	3	3
152	в котором	3	3
153	той же	5	3
154	в сущности	1	3
155	на себя	1	3
156	так называемые	4	3
157	и он	2	3
158	то мы	3	3
159	только тогда	2	3
160	в общем	1	3
161	очевидно что	2	3
162	в истории	1	3
163	в связи	2	3
164	в своем	1	3
165	хотя и	3	3
166	когда он	1	3
167	более или	1	3
168	что слово	1	3
169	что так	1	3
170	в этой	6	3
171	с их	1	3
172	в себе	9	3
173	и если	1	3
174	на его	5	3
175	не имеют	1	3
176	несмотря на	2	3
177	должно быть	2	3
178	или менее	1	3
179	в г	1	3
180	в их	1	3
181	и эти	1	3
182	тому что	5	3
183	это слово	2	3
184	из одного	1	3
185	ли не	2	3
186	что оно	3	3
187	свою очередь	4	3
188	здесь не	2	3
189	грамматических форм	1	3
190	не с	3	3
191	ясно что	2	3
192	это только	1	3
193	для этого	1	3
194	по мере	1	3
195	и здесь	3	3
196	социального общения	14	3
197	можно сказать	4	3
198	нуждается в	2	3
199	обе эти	1	3
200	культурного развития	2	3
201	мы увидим	5	3
202	уже в	5	3
203	себе в	2	3
204	в одном	3	3
205	связано с	2	3
206	даже и	2	3
207	не было	2	3
208	в особенности	1	3
209	и даже	3	3
210	или иной	4	3
211	к которому	1	3
212	в свою	6	3
213	а с	5	3
214	языка не	1	3
215	если не	3	3
216	в речи	1	3
217	как это	5	3
218	смысле этого	2	3
219	этого слова	3	3
220	слова как	2	3
221	нам не	1	3
222	была бы	1	3
223	или иного	5	3
224	но еще	1	3
225	в таком	1	3
226	гораздо более	2	3
227	можно говорить	1	2
228	одним из	1	2
229	также и	2	2
230	и есть	1	2
231	на месте	1	2
232	мысли а	1	2
233	если б	4	2
234	языка есть	1	2
235	бы и	2	2
236	я не	1	2
237	в числе	1	2
238	иное как	2	2
239	что его	1	2
240	на самом	3	2
241	значение и	1	2
242	если в	1	2
243	себе и	2	2
244	относится к	2	2
245	тех случаях	2	2
246	и как	9	2
247	увидим что	2	2
248	но в	5	2
249	от этого	1	2
250	формы в	1	2
251	чуть ли	2	2
252	большей части	1	2
253	еще один	1	2
254	но ведь	6	2
255	с языком	1	2
256	сейчас не	1	2
257	он не	2	2
258	как с	2	2
259	так например	1	2
260	но все	4	2
261	в состоянии	1	2
262	лишь в	4	2
263	образом если	1	2
264	здесь только	1	2
265	нас есть	1	2
266	и тем	6	2
267	ни в	1	2
268	для них	2	2
269	все равно	1	2
270	в слове	3	2
271	как и	10	2
272	как таковой	3	2
273	одного и	1	2
274	нужно было	2	2
275	но если	1	2
276	и при	2	2
277	в своей	2	2
278	что я	1	2
279	вопрос о	2	2
280	иначе как	1	2
281	в стилистической	1	2
282	что было	3	2
283	том же	1	2
284	слов о	1	2
285	вместе со	1	2
286	по себе	1	2
287	в то	9	2
288	ничего не	8	2
289	дело не	1	2
290	никогда не	7	2
291	речи не	2	2
292	же время	7	2
293	на те	1	2
294	свидетельствуют о	1	2
295	до того	3	2
296	быть в	1	2
297	доказать что	1	2
298	если его	1	2
299	не является	5	2
300	не могут	1	2
301	когда мы	6	2
302	слова но	3	2
303	том и	1	2
304	если мы	4	2
305	и сами	1	2
306	в собственном	1	2
307	исторической жизни	1	2
308	не мог	3	2
309	мы наблюдаем	1	2
310	с нее	1	2
311	было в	4	2
312	подойти к	2	2
313	когда в	1	2
314	ему приходится	1	2
315	о котором	1	2
316	в разных	3	2
317	никак не	1	2
318	должны быть	1	2
319	как например	2	2
320	слово с	1	2
321	наш язык	2	2
322	тот же	2	2
323	и того	1	2
324	и стилистической	1	2
325	же и	1	2
326	в сторону	1	2
327	конечно не	3	2
328	звуков и	1	2
329	в большинстве	1	2
330	свидетельствует о	1	2
331	был бы	1	2
332	здесь как	1	2
333	общения и	4	2
334	были бы	4	2
335	в каком	2	2
336	на этот	1	2
337	по большей	1	2
338	социальной жизни	2	2
339	превращается в	1	2
340	а на	2	2
341	так называемой	4	2
342	о чем	1	2
343	не всегда	2	2
344	именно так	1	2
345	язык для	1	2
346	может иметь	1	2
347	именно поэтому	1	2
348	к своему	4	2
349	на эту	1	2
350	возможность и	1	2
351	слов в	4	2
352	с этой	1	2
353	этом случае	3	2
354	в более	1	2
355	и для	3	2
356	случаях когда	2	2
357	на улице	1	2
358	или в	2	2
359	другое дело	1	2
360	для нас	3	2
361	и все	4	2
362	тем более	1	2
363	бы на	1	2
364	но вот	3	2
365	между ними	3	2
366	не говоря	2	2
367	понимать как	1	2
368	в последнем	1	2
369	статью с	1	1
370	этого необходимо	1	1
371	но вернемся	1	1
372	я и	2	1
