N	2gram	Ircho_Kome_2	StatiiOP
1	в и	1	130
2	и в	26	44
3	в том	11	36
4	и т	2	30
5	что в	9	30
6	том что	9	29
7	в этом	10	21
8	вовсе не	2	19
9	не только	7	18
10	то что	6	18
11	было бы	8	17
12	о том	6	17
13	а в	3	17
14	а не	1	16
15	и не	14	16
16	может быть	11	15
17	т е	1	15
18	в области	1	14
19	как в	3	13
20	можно было	4	13
21	не в	2	12
22	самом деле	1	11
23	в этой	3	11
24	того чтобы	6	11
25	у нас	1	11
26	я думаю	1	11
27	точки зрения	4	11
28	но в	3	10
29	ясно что	8	10
30	для того	5	10
31	что он	5	10
32	только в	4	10
33	но и	10	10
34	как и	4	9
35	в то	6	9
36	так и	12	9
37	во второй	1	9
38	если бы	9	9
39	в его	4	9
40	т п	2	9
41	с другой	2	9
42	например в	3	8
43	во всех	3	8
44	все же	4	8
45	это не	2	8
46	из них	7	8
47	с точки	1	8
48	и его	12	8
49	не может	3	8
50	на эти	1	7
51	в самом	4	7
52	таким образом	6	7
53	другой стороны	1	7
54	для нас	3	7
55	до сих	2	7
56	прежде всего	4	7
57	сих пор	2	7
58	сказать что	1	7
59	по поводу	3	7
60	со стороны	2	6
61	из этих	4	6
62	в своей	3	6
63	потому что	6	6
64	что и	7	6
65	всяком случае	2	6
66	так что	5	6
67	для него	1	6
68	именно в	1	6
69	в той	2	6
70	что же	1	6
71	хотя бы	2	6
72	во всяком	2	6
73	то же	3	5
74	той же	3	5
75	в обеих	3	5
76	уже о	2	5
77	в целом	4	5
78	все эти	1	5
79	в нем	6	5
80	евгения онегина	1	5
81	г в	1	5
82	в котором	3	5
83	этой области	1	5
84	не менее	4	5
85	никогда не	1	5
86	думаю что	1	5
87	мне кажется	1	5
88	так как	4	5
89	тем что	3	5
90	и даже	1	5
91	там где	1	5
92	текста в	1	5
93	xix в	1	5
94	все это	3	5
95	была бы	1	5
96	жизни и	3	5
97	того времени	3	5
98	так же	1	5
99	речь идет	3	4
100	как это	4	4
101	в которой	5	4
102	вопрос о	3	4
103	в основу	1	4
104	столь же	9	4
105	бы и	2	4
106	что это	4	4
107	что она	2	4
108	и почему	2	4
109	является не	2	4
110	но все	3	4
111	но если	3	4
112	во времена	1	4
113	случае в	1	4
114	представление о	2	4
115	времени не	1	4
116	и очень	1	4
117	не имеет	3	4
118	же время	3	4
119	это слово	4	4
120	как будто	4	4
121	в ее	2	4
122	что у	4	4
123	и что	2	4
124	в качестве	5	4
125	никто не	3	4
126	мы находим	2	4
127	как раз	1	4
128	не было	3	4
129	даже не	3	4
130	к которому	1	4
131	должна была	2	4
132	в частности	4	4
133	как бы	2	4
134	тем более	1	4
135	еще более	2	4
136	или иного	1	4
137	того или	1	4
138	гораздо более	1	4
139	того же	3	3
140	и без	1	3
141	тем же	1	3
142	и за	2	3
143	то это	2	3
144	в ней	3	3
145	еще не	6	3
146	он был	2	3
147	в чем	1	3
148	из двух	1	3
149	но не	3	3
150	не все	1	3
151	ответ на	3	3
152	по отношению	3	3
153	и я	2	3
154	в истории	5	3
155	общего с	1	3
156	с этим	5	3
157	как к	1	3
158	что касается	3	3
159	не являются	1	3
160	задний план	1	3
161	же это	1	3
162	в каждом	3	3
163	за то	4	3
164	в другом	1	3
165	и с	5	3
166	даже в	2	3
167	ни в	5	3
168	чем в	2	3
169	что не	1	3
170	тому что	4	3
171	в г	17	3
172	во время	6	3
173	в конце	2	3
174	а на	2	3
175	не по	4	3
176	в основе	1	3
177	этих двух	1	3
178	в каком	1	3
179	обстоятельство что	1	3
180	и вполне	1	3
181	должен быть	1	3
182	для себя	1	3
183	об этом	2	3
184	внимание на	1	3
185	его жизни	1	3
186	между тем	4	3
187	в двух	6	3
188	в какой	2	3
189	по мнению	1	3
190	по этому	1	3
191	в уста	2	3
192	с одной	2	3
193	если это	1	3
194	в начале	4	3
195	ни с	1	3
196	в очень	1	3
197	возможно что	3	3
198	а с	1	3
199	что для	4	3
200	говорит о	1	3
201	на этот	4	3
202	в тех	3	3
203	да и	3	3
204	материал для	1	3
205	с этой	3	3
206	не является	2	3
207	и для	4	3
208	в результате	1	3
209	будто бы	1	3
210	отношению к	3	3
211	отношения к	1	2
212	кажется в	1	2
213	мере в	1	2
214	в первом	2	2
215	ii и	1	2
216	по его	1	2
217	которыми он	1	2
218	мы имеем	2	2
219	мы не	2	2
220	в сущности	1	2
221	время как	2	2
222	из того	1	2
223	когда речь	1	2
224	как правило	3	2
225	факты из	1	2
226	отношение к	2	2
227	идет о	2	2
228	более чем	4	2
229	в своем	6	2
230	целый ряд	2	2
231	от этого	2	2
232	так или	3	2
233	чуть ли	2	2
234	думать что	1	2
235	то обстоятельство	1	2
236	в себе	1	2
237	не могла	1	2
238	он не	2	2
239	и более	1	2
240	что ни	2	2
241	его в	4	2
242	первую очередь	3	2
243	по истории	1	2
244	ни одной	1	2
245	не всегда	2	2
246	и уже	1	2
247	только тем	1	2
248	в первую	3	2
249	можно найти	1	2
250	в биографии	1	2
251	которые в	2	2
252	это дело	1	2
253	их в	1	2
254	тем самым	1	2
255	как можно	1	2
256	что эта	1	2
257	как о	1	2
258	говорить о	2	2
259	вытекает из	1	2
260	судя по	4	2
261	не имели	1	2
