N	4gram	Bakhtin_sl_1	Problemy
1	в то же время	12	5
2	мы имеем в виду	1	3
3	направленное на свой предмет	1	2
4	на свой предмет слово	1	2
5	о том же предмете	1	2
6	большей или меньшей степени	3	2
7	как мы уже сказали	2	2
8	но в то же	4	2
9	в большей или меньшей	3	2
10	быть более или менее	1	2
11	дело в том что	1	1
12	не может войти в	1	1
13	с чужим словом и	1	1
14	никогда не может быть	1	1
15	в той или иной	9	1
16	в прямой авторской речи	1	1
17	с прямым авторским словом	1	1
18	с самого начала в	1	1
19	оглядки на чужое слово	1	1
20	на самом же деле	1	1
21	слово во всех его	1	1
22	не лежит в одной	1	1
23	одно и то же	2	1
24	в монологический контекст данного	1	1
25	и всякое иное слово	1	1
26	точек зрения и оценок	1	1
27	с чужим словом в	3	1
28	слово в то же	1	1
29	в одной плоскости с	1	1
30	и в то же	5	1
31	каковы бы ни были	1	1
32	как нейтральное слово языка	1	1
33	на ту же тему	2	1
34	рядом друг с другом	1	1
35	и не может не	1	1
36	в нем новые стороны	1	1
37	лежит в одной плоскости	1	1
