1	до сих пор	4	7
2	с самим собою	1	5
3	в то же	4	5
4	и не может	1	4
5	сама по себе	4	4
6	не может быть	3	4
7	и т д	6	4
8	в самом деле	2	4
9	в той или	1	3
10	никак не может	2	3
11	той или иной	1	3
12	можно было бы	2	3
13	более или менее	4	3
14	с другой стороны	5	3
15	это вовсе не	1	2
16	в этом смысле	5	2
17	и не знает	1	2
18	в узком смысле	1	2
19	как нам кажется	1	2
20	как раз и	4	2
21	тем не менее	12	2
22	может быть и	2	2
23	друг от друга	2	2
24	то время как	1	2
25	что же тут	1	2
26	в том или	1	2
27	в то время	1	2
28	но все же	1	2
29	в конце концов	7	2
30	в этих случаях	1	2
31	друг к другу	2	2
32	на то что	4	2
33	по себе но	1	2
34	нам кажется что	1	2
35	и в этих	1	2
36	в настоящее время	16	2
37	и то же	1	2
38	человек мы уже	1	1
39	но и в	3	1
40	то же самое	5	1
41	перед нами в	1	1
42	бы не было	3	1
43	мы не только	2	1
44	что может быть	1	1
45	хотя бы и	3	1
46	в том числе	2	1
47	на том или	2	1
48	речи как раз	1	1
49	это последнее может	1	1
50	так и в	1	1
51	этот вопрос для	1	1
52	как один из	1	1
53	и вы не	1	1
54	все больше и	1	1
55	то ни было	1	1
56	в точном смысле	1	1
57	и говорить не	1	1
58	же тут в	1	1
59	представим себе что	2	1
60	больше и больше	1	1
61	он сам и	1	1
62	не может не	1	1
63	поэтому мы и	1	1
64	в связи с	5	1
65	но тем не	1	1
66	же как и	1	1
67	ни на какое	1	1
68	том или ином	2	1
69	в другом случае	1	1
70	также и в	1	1
71	человека от его	1	1
72	тот же самый	1	1
73	для чего же	1	1
74	слова и вообще	1	1
75	не знаем о	1	1
76	по крайней мере	6	1
77	и если мы	1	1
78	то есть не	3	1
79	само по себе	2	1
80	что до сих	1	1
81	от человека от	1	1
82	каждая из этих	1	1
83	том числе и	2	1
84	в собственном смысле	1	1
85	в том что	4	1
86	если бы не	3	1
87	а может быть	2	1
88	возникает вопрос о	1	1
89	не менее и	1	1
90	в каждом из	1	1
91	как мы уже	1	1
92	можно сказать что	3	1
93	а вовсе не	1	1
94	о том как	1	1
95	прежде всего как	1	1
96	уже и не	1	1
97	с одной стороны	5	1
98	на самом деле	2	1
99	такое слово как	1	1
100	хотя и необходимы	1	1
101	сами по себе	2	1
102	к учению о	1	1
103	есть прежде всего	4	1
104	мы здесь не	1	1
105	не менее в	1	1
106	своими корнями в	1	1
107	так что в	2	1
108	в таком случае	10	1
109	бы то ни	2	1
110	мы не знаем	1	1
111	иметь в виду	1	1
112	одной стороны и	3	1
113	и только на	1	1
114	то что не	2	1
115	о том что	14	1
116	между тем как	1	1
117	по себе и	2	1
118	между собою но	1	1
119	может быть даже	1	1
120	что все указанные	1	1
121	он тоже не	1	1
122	во всяком случае	10	1
123	что в нем	1	1
124	обойтись без этого	1	1
125	но в таком	3	1
126	не только не	2	1
127	так или иначе	6	1
