N	3gram	Vinokur_Vv_1	Istorich
1	с другой стороны	5	8
2	и т д	37	8
3	с одной стороны	4	7
4	в этом случае	6	6
5	в том что	12	5
6	до сих пор	5	4
7	не только в	4	4
8	о том что	12	4
9	мы имеем в	1	4
10	вместе с тем	3	3
11	в данном случае	4	3
12	не может быть	8	3
13	потому что он	2	2
14	том что в	1	2
15	влечет за собой	2	2
16	но и в	1	2
17	только то что	1	2
18	что в нем	2	2
19	точно так же	2	2
20	т е в	4	2
21	во всяком случае	3	2
22	по отношению к	4	2
23	но все же	3	2
24	после того как	2	2
25	это еще не	2	2
26	можно было бы	3	2
27	мы уже знаем	1	2
28	как мы видели	2	2
29	в другом месте	2	1
30	на том что	2	1
31	что иное как	4	1
32	в подобных случаях	1	1
33	в обоих случаях	1	1
34	лицом к лицу	1	1
35	это есть та	1	1
36	только потому что	1	1
37	в прямом смысле	2	1
38	если таким образом	2	1
39	того что в	1	1
40	и в особенности	4	1
41	всем что в	1	1
42	свое время не	1	1
43	одной стороны и	3	1
44	в своей работе	1	1
45	в частности в	1	1
46	тем что в	1	1
47	также и с	1	1
48	в зависимости от	1	1
49	в этих случаях	2	1
50	т д мы	1	1
51	что в одном	1	1
52	у него в	1	1
53	т д но	5	1
54	с тем что	3	1
55	совершенно ясно что	1	1
56	на этот вопрос	3	1
57	и др в	1	1
58	которой у нас	1	1
59	только одна сторона	1	1
60	с этой точки	1	1
61	то или иное	1	1
62	и тем не	3	1
63	и то что	2	1
64	тесно связано с	1	1
65	если бы ему	1	1
66	не похожи на	1	1
67	одно и то	1	1
68	это может быть	1	1
69	так же как	1	1
70	не потому что	1	1
71	вообще не существует	1	1
72	на задний план	1	1
73	и то же	1	1
74	а также и	2	1
75	а именно как	1	1
76	как один из	1	1
77	так или иначе	4	1
78	но вместе с	2	1
79	он представляет собой	1	1
80	т д все	2	1
81	это только одна	1	1
82	и в том	3	1
83	соответствии с этим	1	1
84	в свое время	2	1
85	и вот почему	1	1
86	этой точки зрения	1	1
87	что оно имеет	1	1
88	есть не что	2	1
89	в общих чертах	1	1
90	от того что	1	1
91	имеет свою предысторию	1	1
92	в точности соответствует	1	1
93	и не потому	1	1
94	что наряду с	1	1
95	что в ней	1	1
96	но это только	1	1
97	прийти к выводу	1	1
98	к выводу что	5	1
99	подобно тому как	1	1
100	с этой стороны	1	1
101	можно сказать что	3	1
102	как мы видим	1	1
103	правда в очень	1	1
104	из этих двух	1	1
105	не значит что	1	1
106	не что иное	4	1
107	тем не менее	8	1
108	в сравнении с	1	1
109	для того чтобы	21	1
110	в них не	1	1
111	т д в	2	1
112	смысле этого слова	2	1
