N	3gram	Vinokur_Ku_1	formyVre
1	и т п	18	11
2	с точки зрения	9	8
3	в связи с	3	7
4	для того чтобы	15	7
5	не только в	1	5
6	то же время	2	4
7	в то же	2	4
8	имеем в виду	1	3
9	и в особенности	1	3
10	о том как	3	3
11	и в то	1	3
12	к вопросу о	1	3
13	во всех этих	1	3
14	в большинстве случаев	1	3
15	в том что	15	3
16	и т д	14	3
17	что в этом	1	2
18	в этом случае	2	2
19	до сих пор	4	2
20	сами по себе	1	2
21	не для того	1	2
22	потому что они	1	2
23	в этом отношении	5	2
24	мы имеем в	1	2
25	друг от друга	1	2
26	тем более что	1	2
27	и того же	2	1
28	и пр и	1	1
29	сводится к тому	2	1
30	а вовсе не	1	1
31	на самом деле	2	1
32	так что в	1	1
33	том что он	4	1
34	т п наконец	1	1
35	только в том	3	1
36	по существу не	1	1
37	тот или иной	1	1
38	в действии и	1	1
39	в отличие от	1	1
40	особенно важное значение	1	1
41	по своему содержанию	1	1
42	между тем как	1	1
43	из них возможны	1	1
44	по аналогии с	1	1
45	в погоне за	1	1
46	в литературе и	1	1
47	рано или поздно	2	1
48	себе в этих	1	1
49	с этой точки	1	1
50	вместе с тем	3	1
51	только для того	1	1
52	совершенно не понятое	1	1
53	одно и то	1	1
54	в особенности в	1	1
55	роль в истории	1	1
56	значение все это	1	1
57	с одной стороны	1	1
58	можно говорить о	1	1
59	необходимо указать на	1	1
60	и то же	1	1
61	до того что	1	1
62	это не значит	1	1
63	большую роль в	1	1
64	с другой стороны	6	1
65	это и было	1	1
66	вместо того чтобы	1	1
67	не может быть	3	1
68	именно в том	2	1
69	деле может быть	1	1
70	здесь как бы	1	1
71	этой точки зрения	2	1
72	самом деле может	1	1
73	и вместе с	1	1
74	в свою очередь	3	1
75	в соображение что	1	1
76	и назвать его	1	1
77	рядом с этим	1	1
78	о том что	5	1
79	с тем что	1	1
80	но все же	2	1
81	одного и того	2	1
82	в данном отношении	2	1
83	а вместе с	1	1
84	к тому что	2	1
85	состояло в том	1	1
86	пр и пр	1	1
87	всех этих случаях	1	1
88	в совершенно ином	1	1
89	что и в	1	1
90	мы наблюдаем в	1	1
91	той или иной	1	1
