N	3gram	Losev_Vlad_2	Dialekti
1	и т д	1	23
2	это значит что	1	21
3	с точки зрения	3	14
4	тем не менее	6	10
5	что иное как	1	6
6	не может быть	1	6
7	не что иное	1	6
8	от всего прочего	1	5
9	в самом деле	1	5
10	сам по себе	2	5
11	по крайней мере	4	5
12	само по себе	2	5
13	о том что	3	5
14	на первый план	2	4
15	то время как	1	4
16	в то время	6	4
17	и больше ничего	1	4
18	крайней мере в	1	3
19	как раз и	1	3
20	того что он	1	3
21	в том что	9	3
22	прежде всего от	1	3
23	и прежде всего	1	3
24	на то что	2	3
25	в сравнении с	1	3
26	только тогда когда	1	3
27	но что это	1	2
28	хотя и не	2	2
29	всего прочего и	1	2
30	не говоря уже	2	2
31	но то что	1	2
32	но даже и	1	2
33	прочего и прежде	1	2
34	он не может	1	2
35	говоря уже о	2	2
36	точно так же	3	2
37	и тем не	1	2
38	и с этой	1	2
39	во всяком случае	6	2
40	не было ни	1	2
41	для нас в	1	2
42	к тому же	1	2
43	так или иначе	3	2
44	можно и нужно	2	1
45	было бы и	1	1
46	бога не было	1	1
47	по существу своему	1	1
48	потому что в	1	1
49	к нему с	1	1
50	и во всяком	1	1
51	кроме того и	2	1
52	мы уже сказали	1	1
53	если он хочет	1	1
54	и по существу	1	1
55	самом деле если	1	1
56	той же самой	1	1
57	то что с	1	1
58	до сих пор	1	1
59	и в то	1	1
60	зрения с которой	1	1
61	не имеет никакого	2	1
62	в этом отношении	1	1
63	это кроме того	1	1
64	и что можно	2	1
65	не о чем	1	1
66	на первом плане	1	1
67	нет и никакого	1	1
68	совершенно нет никакой	1	1
69	а кроме того	1	1
70	в ней не	1	1
71	и в частности	1	1
72	в последнее время	2	1
73	в данном случае	2	1
74	чем же тут	1	1
75	не содержит в	1	1
76	у вас в	1	1
77	или по крайней	2	1
78	и как бы	1	1
79	которых он не	1	1
80	не в том	3	1
81	оснований думать что	1	1
82	это конечно не	1	1
83	он дает в	1	1
84	и в котором	1	1
85	и в том	1	1
86	а пока только	1	1
87	при чем же	1	1
88	содержит в себе	4	1
89	в споре с	1	1
90	по вопросу об	1	1
91	совершенно ничего не	1	1
92	и кроме того	1	1
93	а то что	2	1
94	более или менее	3	1
95	и ни в	1	1
96	ни к чему	1	1
97	нет никаких логических	1	1
98	то же время	3	1
99	и без всяких	1	1
100	точки зрения совершенно	1	1
101	к чему не	1	1
102	связи с этим	1	1
103	не забудем что	1	1
104	точки зрения можно	1	1
105	бы то ни	1	1
106	с этой стороны	1	1
107	точка зрения с	1	1
108	в то же	3	1
109	в связи с	8	1
110	ни за что	1	1
111	вы не знаете	1	1
112	где на первом	1	1
113	но тем что	1	1
114	никакого отношения к	3	1
115	это не только	1	1
116	имеет никакого отношения	1	1
117	другими словами здесь	1	1
