N	3gram	Voloshinov_1	Problemy
1	с точки зрения	2	8
2	до сих пор	3	7
3	по отношению к	11	5
4	сам по себе	1	5
5	то же время	1	5
6	в то же	1	5
7	и не может	3	4
8	сама по себе	1	4
9	не может быть	7	4
10	в самом деле	1	4
11	более или менее	1	3
12	можно было бы	1	3
13	к тому же	1	3
14	с другой стороны	2	3
15	но в то	1	3
16	как и в	1	3
17	быть более или	1	2
18	в настоящее время	2	2
19	в этом смысле	1	2
20	нам кажется что	1	2
21	в творчестве достоевского	1	2
22	и та же	1	2
23	как если бы	4	2
24	может быть и	3	2
25	в отношении к	2	2
26	и то же	2	2
27	то время как	1	2
28	одно и то	2	2
29	друг к другу	1	2
30	одна и та	1	2
31	тем не менее	3	2
32	в то время	1	2
33	но все же	1	2
34	точек зрения и	1	2
35	может быть более	1	2
36	но прежде всего	1	1
37	и в поэзии	1	1
38	а между тем	1	1
39	определяет не только	1	1
40	форма сама по	1	1
41	же время не	1	1
42	уже не может	1	1
43	дело в том	4	1
44	друг о друге	1	1
45	в том и	1	1
46	то же самое	2	1
47	в том же	1	1
48	одной стороны и	2	1
49	же как и	1	1
50	по крайней мере	1	1
51	сих пор не	1	1
52	если же он	1	1
53	сами по себе	1	1
54	развитие этой точки	1	1
55	отражает в себе	3	1
56	бы то ни	3	1
57	но и в	1	1
58	между тем как	1	1
59	так как если	4	1
60	художественного творчества он	1	1
61	но конечно эта	1	1
62	и не в	3	1
63	становятся все более	1	1
64	в значительной степени	1	1
65	точки зрения это	1	1
66	то ни было	3	1
67	с одной стороны	2	1
68	все то в	1	1
69	каких бы то	1	1
70	и различные степени	1	1
71	все же не	1	1
72	не должна быть	1	1
73	во всяком случае	1	1
74	мы не найдем	1	1
75	бы не было	1	1
76	что до сих	1	1
77	данной социальной группы	1	1
78	для историка литературы	1	1
79	самом деле в	1	1
80	и в формах	1	1
81	если бы оно	1	1
82	о том что	1	1
83	здесь таким образом	1	1
84	и его идеологическая	1	1
85	звучит так как	2	1
86	но тем не	2	1
87	при этом слово	1	1
88	на самом деле	2	1
89	мы можем сказать	2	1
90	этой точки зрения	3	1
91	никогда не бывает	1	1
92	стиле и в	1	1
93	героя никогда не	1	1
94	не может стать	1	1
95	можно сказать что	5	1
96	они как бы	1	1
97	если бы не	1	1
98	в стиле и	1	1
99	как мы уже	1	1
100	в одном голосе	1	1
101	и в нем	1	1
102	берет на себя	1	1
103	в том что	4	1
104	и он то	1	1
105	мы увидим что	1	1
