N	2gram	Bakhtin_Pr_3	Dialekti
1	и не	15	30
2	а не	11	18
3	ничего не	6	17
4	может быть	12	17
5	то что	9	16
6	и в	53	15
7	как бы	14	14
8	точки зрения	4	14
9	так как	7	14
10	что это	2	13
11	это не	6	12
12	в этом	8	11
13	говорить о	2	11
14	в том	14	11
15	прежде всего	15	11
16	не может	2	11
17	и все	10	11
18	том что	5	10
19	в основе	5	10
20	потому что	5	10
21	с ее	1	10
22	личности и	1	10
23	это и	1	9
24	то же	6	9
25	мы не	4	9
26	было бы	5	9
27	с точки	2	9
28	и что	1	9
29	уже не	1	9
30	все это	8	9
31	что иное	1	8
32	не в	2	8
33	в себе	5	8
34	не только	4	8
35	и это	3	8
36	и ее	6	8
37	иное как	1	8
38	не что	1	8
39	не просто	1	7
40	что именно	2	7
41	что тут	1	7
42	как и	11	7
43	теперь мы	4	7
44	по крайней	1	7
45	и вообще	3	7
46	ровно ничего	1	7
47	и его	10	7
48	только в	4	7
49	крайней мере	1	7
50	или в	1	7
51	что он	4	7
52	что в	2	7
53	перед нами	5	6
54	хотя и	4	6
55	и тем	2	6
56	в то	5	6
57	же время	5	6
58	что и	3	6
59	так что	1	6
60	веры и	1	6
61	вовсе не	3	6
62	и даже	2	6
63	нет ничего	2	6
64	в результате	1	6
65	тем более	2	6
66	сказать что	10	6
67	ни на	1	6
68	в сфере	1	5
69	той же	5	5
70	мы имеем	1	5
71	в сущности	10	5
72	и на	18	5
73	с его	2	5
74	в своем	1	5
75	что она	1	5
76	в нем	10	5
77	в вечности	1	5
78	есть не	1	5
79	в жизни	8	5
80	что я	2	5
81	в ней	7	5
82	но только	1	5
83	я не	4	5
84	таким образом	6	5
85	как только	1	5
86	о том	2	5
87	в себя	6	5
88	так и	6	5
89	можно сказать	8	5
90	именно в	2	5
91	в свете	1	5
92	для того	1	5
93	личности в	1	5
94	в смысле	2	5
95	и для	4	5
96	но если	1	5
97	также и	4	4
98	или по	3	4
99	хотя бы	2	4
100	что они	1	4
