N	3gram	Vygotskiy__6	Marksizm
1	с точки зрения	10	20
2	не может быть	2	13
3	в самом деле	1	9
4	и не может	2	9
5	до сих пор	3	8
6	в связи с	2	7
7	в настоящее время	1	6
8	и того же	4	5
9	одного и того	4	5
10	в отличие от	1	5
11	как мы знаем	1	5
12	в направлении к	1	5
13	с другой стороны	2	5
14	с самого начала	7	4
15	в этом случае	2	3
16	то же самое	6	3
17	в этом отношении	3	3
18	на этот вопрос	2	3
19	в конце концов	1	3
20	и тот же	1	3
21	один и тот	1	3
22	в первом случае	3	3
23	связи с этим	1	3
24	можно сказать что	6	3
25	для того чтобы	8	3
26	в том что	19	3
27	нет и не	1	2
28	же как и	1	2
29	и той же	3	2
30	в том числе	1	2
31	на первый план	1	2
32	как и все	1	2
33	является одним из	1	2
34	движется в направлении	1	2
35	том числе и	1	2
36	можно было бы	5	2
37	во всех областях	1	2
38	что во всех	1	2
39	так же как	6	2
40	может быть понято	1	2
41	смысле этого слова	1	2
42	не могут быть	2	2
43	вопрос о том	1	2
44	одной и той	3	2
45	по отношению к	10	2
46	от того что	6	2
47	в свою очередь	1	2
48	точки зрения тех	1	2
49	в этом вопросе	2	2
50	в этом смысле	2	2
51	тем не менее	1	2
52	ничего общего с	1	2
53	в пределах одного	1	2
54	оно может быть	1	1
55	к своему объекту	1	1
56	имеет свою историю	1	1
57	там где они	2	1
58	подобно тому как	1	1
59	имеет первостепенное значение	1	1
60	первый план выдвигается	1	1
61	в одной и	2	1
62	более элементарных и	1	1
63	объяснению с точки	1	1
64	языка но и	1	1
65	именно то что	1	1
66	до известной степени	2	1
67	и в разных	1	1
68	сами по себе	1	1
69	не по законам	1	1
70	связаны друг с	1	1
71	независимо от того	2	1
72	по аналогии с	1	1
73	совершенно так же	1	1
74	система таким образом	1	1
75	в нее и	1	1
76	если бы они	1	1
77	с этой точки	1	1
78	может быть уже	1	1
79	к частному и	2	1
80	и ту же	1	1
81	сих пор мы	1	1
82	важно было показать	2	1
83	является необходимым условием	1	1
84	с одной стороны	1	1
85	этом отношении и	1	1
86	во втором случае	2	1
87	связаны между собой	1	1
88	и как бы	1	1
89	в последнее время	2	1
90	переход от одной	1	1
91	это не значит	1	1
92	в этом направлении	1	1
93	что в каждом	1	1
94	благодаря этому возникает	1	1
95	вместо того чтобы	2	1
96	принципиальное различие между	1	1
97	в широком смысле	1	1
98	в процессе их	1	1
99	от того как	1	1
100	совершается в пределах	1	1
101	и он сам	1	1
102	этой точки зрения	1	1
103	с тем что	2	1
104	не только не	2	1
105	не только в	1	1
106	не может стать	1	1
107	может быть выражено	3	1
108	является как бы	2	1
109	нам важно было	1	1
110	друг от друга	1	1
111	таким образом не	1	1
112	в другом случае	1	1
113	допустим что мы	1	1
114	необходимо чтобы два	1	1
115	к тому что	7	1
116	без всякой связи	1	1
117	установление связи между	1	1
118	как самостоятельная и	1	1
119	на самом деле	1	1
120	друг с другом	5	1
121	одна из основных	1	1
122	не совпадает со	1	1
123	может быть в	1	1
124	психологии и в	1	1
125	в известном отношении	1	1
126	как мы видели	4	1
127	той или иной	1	1
128	и в другом	1	1
