N	2gram	Potebnia_M_2	Komedia
1	и в	24	22
2	и не	19	21
3	том что	8	13
4	таким образом	11	12
5	в том	18	12
6	так как	10	11
7	со стороны	3	11
8	ни в	1	10
9	потому что	49	10
10	в самом	4	9
11	до сих	4	9
12	вместе с	11	9
13	сих пор	4	9
14	в этом	8	8
15	его в	3	8
16	в глазах	1	8
17	к ней	2	8
18	о том	5	8
19	если бы	11	8
20	в его	2	8
21	что и	11	8
22	что он	4	8
23	то же	12	7
24	при этом	13	7
25	об этом	1	7
26	только что	3	7
27	а в	8	7
28	в свою	6	7
29	того же	14	6
30	самом деле	2	6
31	еще не	4	6
32	так что	10	6
33	тому же	1	6
34	в то	6	6
35	и его	2	6
36	к тому	1	6
37	того чтобы	2	6
38	свою очередь	6	6
39	и что	4	6
40	для того	5	6
41	может быть	23	6
42	во время	4	6
43	к этому	2	6
44	что его	3	5
45	отношение к	1	5
46	но в	4	5
47	не только	15	5
48	он не	1	5
49	в которых	1	5
50	то это	3	5
51	не менее	5	5
52	же время	2	5
53	связи с	6	5
54	к себе	1	5
55	и сам	1	5
56	хотя и	3	5
57	с ним	5	5
58	любви к	1	5
59	к нему	1	5
60	что в	16	5
61	по отношению	2	5
62	из них	5	5
63	тем что	7	5
64	прежде всего	7	5
65	как это	2	5
66	все это	2	5
67	и т	6	4
68	в ней	3	4
69	с другой	6	4
70	все же	5	4
71	то что	20	4
72	что к	1	4
73	в себе	10	4
74	что она	3	4
75	но все	2	4
76	и с	1	4
77	с тем	4	4
78	не в	13	4
79	самого начала	2	4
80	на него	3	4
81	у него	2	4
82	и здесь	2	4
83	с самого	2	4
84	друг друга	2	4
85	так и	5	4
86	между собой	1	4
87	и поэтому	2	4
88	не дает	2	4
89	т п	3	4
90	вовсе не	9	4
91	но и	9	4
92	ничем не	2	4
93	а не	18	4
94	в связи	2	4
95	и для	3	4
96	скорее всего	2	4
97	бы в	2	4
98	тем более	1	4
99	хотя бы	2	4
100	так же	2	4
101	который в	1	3
102	из того	1	3
103	на них	1	3
104	столь же	5	3
105	с его	2	3
106	в ее	1	3
107	с этим	7	3
108	тем же	3	3
109	в которой	5	3
110	и тот	2	3
111	как он	4	3
112	на то	5	3
113	в нем	9	3
114	при виде	3	3
115	что ни	2	3
116	прежде чем	1	3
117	то ни	1	3
118	было бы	13	3
119	в них	5	3
120	далеко не	3	3
121	как и	7	3
122	чем в	1	3
123	и еще	1	3
124	но если	2	3
125	том как	3	3
126	себе в	3	3
127	с точки	1	3
128	ни малейшего	1	3
129	тем не	6	3
130	их в	2	3
131	к ним	1	3
132	не имеет	6	3
133	никогда не	4	3
134	ничего не	1	3
135	судя по	5	3
136	на это	1	3
137	одного из	1	3
138	не зная	2	3
139	тех пор	1	3
140	не о	1	3
141	с одной	4	3
142	что не	5	3
143	не так	3	3
144	всяком случае	7	3
145	мы можем	12	3
146	в других	4	3
147	на ее	1	3
148	на которые	1	3
149	один из	2	3
150	если не	4	3
151	не может	12	3
152	сходство в	1	3
153	конечно не	1	3
154	одной стороны	3	3
155	в течение	1	3
156	совсем другой	1	3
157	как бы	9	3
158	с этой	1	3
159	в целом	3	3
160	еще больше	1	3
161	из себя	2	3
162	бы он	1	3
163	до тех	1	3
164	дело с	1	3
165	все что	3	3
166	в какой	2	3
167	во всяком	7	3
168	отношения к	2	2
169	человека и	3	2
170	такое же	2	2
171	его не	3	2
172	мы не	11	2
173	время как	4	2
174	не совсем	3	2
175	но при	1	2
176	и на	8	2
177	бы то	1	2
178	во всех	7	2
179	отличие от	1	2
180	за пределы	2	2
181	что они	5	2
182	как в	10	2
183	стороны и	1	2
184	в известной	1	2
185	ней в	1	2
186	что касается	1	2
187	бы не	5	2
188	только один	4	2
189	ни было	3	2
190	и если	4	2
191	о которой	3	2
192	состоит в	2	2
193	чтобы в	1	2
194	человека в	3	2
195	из всех	1	2
196	не с	3	2
197	а как	1	2
198	с другими	5	2
199	это не	3	2
200	на основании	1	2
201	в развитии	1	2
202	и без	1	2
203	в котором	4	2
204	в их	1	2
205	в одном	6	2
206	того кто	3	2
207	сам он	1	2
208	тому что	2	2
209	что с	2	2
210	что происходит	1	2
211	что ему	2	2
212	одним из	1	2
213	известной степени	1	2
214	и это	2	2
215	как мы	1	2
216	и о	1	2
217	здесь не	1	2
218	без всякого	1	2
219	то время	4	2
220	по тому	1	2
221	разумеется что	1	2
222	хотя это	1	2
223	в другом	2	2
224	на вопрос	3	2
225	и во	3	2
226	которой мы	2	2
227	между тем	6	2
228	этих слов	1	2
229	совсем в	1	2
230	несколько иначе	1	2
231	не как	3	2
232	тот же	5	2
233	могло быть	1	2
234	должен быть	1	2
235	по мнению	1	2
236	уже в	5	2
237	если мы	3	2
238	для новой	1	2
239	мы знаем	2	2
240	до того	1	2
241	от того	5	2
242	что это?	1	2
243	себя и	2	2
244	что для	3	2
245	к человеку	1	2
246	не было	6	2
247	а на	1	2
248	что мы	11	2
249	под влиянием	8	2
250	его на	2	2
251	к своему	1	2
252	не могут	7	2
253	для обозначения	2	2
254	сравнению с	1	2
255	его от	1	2
256	этом случае	1	2
257	только для	5	2
258	все остальные	5	2
259	и все	3	2
260	даже при	2	2
261	не будет	1	2
262	между ними	2	2
263	только как	6	2
264	другой стороны	2	2
265	по сравнению	1	2
266	в своих	1	2
267	в таком	4	2
268	формы и	1	1
269	я и	1	1
270	получают в	1	1
271	же словом	1	1
272	например в	3	1
273	чтобы не	1	1
274	без них	2	1
275	к другому	4	1
276	и до	1	1
277	видеть в	1	1
278	их жизни	1	1
279	и само	1	1
280	вопрос о	2	1
281	со многими	1	1
282	скоро мы	1	1
283	этом не	1	1
284	принадлежит к	1	1
285	состояния а	1	1
286	они были	1	1
287	для нашей	1	1
288	которое заставляет	1	1
289	в большинстве	1	1
290	при сравнении	1	1
291	все эти	2	1
292	в чем	7	1
293	только после	2	1
294	тем как	2	1
295	не без	1	1
296	при объяснении	1	1
297	одним словом	4	1
298	после долгого	1	1
299	но не	12	1
300	но как	1	1
301	вспомнить что	1	1
302	очевидно и	1	1
303	заметим что	1	1
304	с какими	1	1
305	в сторону	1	1
306	если в	3	1
307	ответ на	1	1
308	должны были	1	1
309	очевидно что	3	1
310	можем не	1	1
311	себе и	1	1
312	себе отчет	1	1
313	друг от	1	1
314	друга и	1	1
315	относится к	3	1
316	которые не	3	1
317	в истории	1	1
318	со сравнением	1	1
319	в одной	1	1
320	в голубом	1	1
321	если она	1	1
322	независимо от	9	1
323	общего с	2	1
324	одном из	4	1
325	как к	1	1
326	не это	1	1
327	бы при	2	1
328	получает значение	1	1
329	перед нами	1	1
330	впечатление как	1	1
331	этого еще	1	1
332	на земле	1	1
333	сходство между	2	1
334	который они	1	1
335	узнает что	1	1
336	и как	6	1
337	что по	1	1
338	и наконец	1	1
339	никаких следов	1	1
340	себе на	1	1
341	поздно и	1	1
342	более или	8	1
343	в действительности	2	1
344	от этого	1	1
345	в этот	1	1
346	отношения между	2	1
347	вопрос почему	1	1
348	в нашем	2	1
349	из этих	4	1
350	начнем с	1	1
351	имеем в	1	1
352	опять не	1	1
353	сказать в	2	1
354	другой как	1	1
355	т д	3	1
356	человек не	1	1
357	по крайней	5	1
358	из нашего	1	1
359	к одному	1	1
360	не к	1	1
361	пить и	2	1
362	том чтобы	1	1
363	ее из	1	1
364	быть с	1	1
365	чувства в	4	1
366	не кажется	1	1
367	нужные для	2	1
368	на этом	2	1
369	их объяснение	1	1
370	в нее	4	1
371	в каждом	2	1
372	обратили на	1	1
373	что все	2	1
374	же не	1	1
375	той же	3	1
376	обе они	1	1
377	них не	3	1
378	это было	2	1
379	образом если	1	1
380	отчет в	1	1
381	причины его	1	1
382	известно что	1	1
383	дали и	1	1
384	приходит в	1	1
385	нам по	2	1
386	и тем	3	1
387	в огонь	1	1
388	во многом	1	1
389	его и	1	1
390	от которого	1	1
391	для своего	1	1
392	этого не	2	1
393	не всегда	1	1
394	а потом	1	1
395	можно считать	1	1
396	такой же	4	1
397	наблюдение над	1	1
398	одно из	3	1
399	я этого	1	1
400	в различии	1	1
401	от своего	1	1
402	имеет ничего	1	1
403	таким же	1	1
404	раз не	1	1
405	видим сходство	1	1
406	человек и	1	1
407	человеком и	1	1
408	прийти к	1	1
409	чем более	3	1
410	место в	4	1
411	не столько	2	1
412	то его	1	1
413	не от	5	1
414	в отличие	1	1
415	знаем что	1	1
416	как звуки	1	1
417	что я	1	1
418	для всякого	1	1
419	ли этот	1	1
420	стало быть	4	1
421	которые в	1	1
422	такую же	1	1
423	но он	2	1
424	друг другу	1	1
425	теми же	1	1
426	том же	1	1
427	в устах	1	1
428	как смерть	1	1
429	и вся	1	1
430	некоторых случаях	2	1
431	эта мысль	1	1
432	без участия	2	1
433	с которой	1	1
434	виду что	1	1
435	того как	7	1
436	и притом	3	1
437	на себе	1	1
438	душе и	1	1
439	по тону	1	1
440	к этим	1	1
441	отдать себе	1	1
442	в самых	1	1
443	не могло	1	1
444	на котором	1	1
445	найти в	1	1
446	почему в	1	1
447	находятся в	1	1
448	и весь	2	1
449	всего на	1	1
450	и по	2	1
451	таким путем	4	1
452	по своей	1	1
453	меня и	1	1
454	во всем	2	1
455	в сознании	23	1
456	тем легче	1	1
457	которое не	1	1
458	представлений в	4	1
459	что на	3	1
460	точке зрения	2	1
461	следует рассматривать	1	1
462	представляется нам	5	1
463	все то	1	1
464	могут быть	8	1
465	чтобы сделать	1	1
466	похож на	1	1
467	они становятся	1	1
468	указывает на	2	1
469	видно и	1	1
470	слова с	1	1
471	мой взгляд	1	1
472	что при	1	1
473	размышления и	1	1
474	из чего	1	1
475	принять за	2	1
476	того самого	2	1
477	они стали	1	1
478	подобно тому	4	1
479	от друга	1	1
480	и сами	4	1
481	ни одно	1	1
482	это опять	1	1
483	время его	1	1
484	и от	3	1
485	еще меньше	1	1
486	нет никакой	1	1
487	в себя	2	1
488	ответ может	1	1
489	и может	3	1
490	как с	1	1
491	и совершенно	1	1
492	что у	2	1
493	уже за	1	1
494	те же	3	1
495	времени и	1	1
496	мог бы	3	1
497	на которую	1	1
498	этим в	1	1
499	остается только	2	1
500	это только	1	1
501	мы в	3	1
502	и всякого	1	1
503	стремление к	2	1
504	должна бы	1	1
505	чувствует что	1	1
506	то они	1	1
507	этих условиях	1	1
508	и та	1	1
509	язык и	1	1
510	никак не	1	1
511	отношения со	1	1
512	его жизни	1	1
513	делает возможным	1	1
514	на что	1	1
515	дают нам	1	1
516	после того	2	1
517	все его	1	1
518	нас в	2	1
519	мы понимаем	1	1
520	но столь	1	1
521	то в	1	1
522	которой было	1	1
523	от них	3	1
524	во втором	1	1
525	этом и	1	1
526	крайней мере	5	1
527	мне представляется	1	1
528	вслед за	3	1
529	который произносит	1	1
530	который до	1	1
531	иначе в	1	1
532	в ту	1	1
533	говоря что	1	1
534	указывающих на	1	1
535	для самого	4	1
536	что здесь	1	1
537	но так	1	1
538	предполагает такую	1	1
539	мы видим	2	1
540	менее в	1	1
541	только в	11	1
542	непосредственно из	1	1
543	в стороне	1	1
544	во-вторых потому	1	1
545	они состояли	1	1
546	во времени	2	1
547	нам возможность	1	1
548	на мой	1	1
549	со всеми	1	1
550	менее и	1	1
551	человека с	1	1
552	мысли что	1	1
553	и у	3	1
554	только на	1	1
555	в нашей	2	1
556	как более	1	1
557	который скорее	1	1
558	в душе	23	1
559	и других	2	1
560	человек под	2	1
561	к мысли	2	1
562	заключить что	2	1
563	и их	5	1
564	пока не	1	1
565	не находит	1	1
566	на одном	1	1
567	с этими	1	1
568	к первой	2	1
569	может служить	1	1
570	в некоторых	4	1
571	что слова	1	1
572	следует признать	1	1
573	известных нам	1	1
574	но вместе	2	1
575	чтобы показать	1	1
576	с общим	2	1
577	не были	1	1
578	с положением	2	1
579	что человек	1	1
580	а именно	1	1
581	всякого другого	1	1
582	человека а	1	1
583	а с	2	1
584	содержание его	2	1
585	близко к	1	1
586	превращается в	2	1
587	ей не	1	1
588	время было	1	1
589	отношения в	1	1
590	не на	2	1
591	от их	4	1
592	же точно	1	1
593	если этот	1	1
594	в слове	13	1
595	ребенка и	1	1
596	как ни	1	1
597	не видит	1	1
598	было в	2	1
599	мы находим	2	1
600	теперь он	1	1
601	ближе всего	1	1
602	эти слова	1	1
603	ко всем	2	1
604	и потому	2	1
605	относятся к	1	1
606	открыть их	1	1
607	не удается	1	1
608	предположим что	1	1
609	видит в	1	1
610	для создания	1	1
611	тому как	4	1
612	что пока	1	1
613	когда же	1	1
614	некоторое время	2	1
615	быть только	2	1
616	для человека	1	1
617	в первой	1	1
618	можно принять	2	1
619	в состоянии	6	1
620	быть не	3	1
621	что между	1	1
622	что из	1	1
623	можно сказать	1	1
624	гнева и	1	1
625	происходит с	1	1
626	а то	2	1
627	отдельно от	1	1
628	он должен	1	1
629	многие из	1	1
630	не знаем	2	1
631	в с	1	1
632	попытка найти	1	1
633	или в	2	1
634	которого они	1	1
635	в другой	1	1
636	о котором	2	1
637	это как	1	1
638	чтобы понять	1	1
639	а к	2	1
640	то не	3	1
641	е о	1	1
642	для нас	31	1
643	могли бы	2	1
644	или менее	8	1
645	же что	3	1
646	всякого рода	1	1
647	в этих	3	1
648	мог быть	1	1
649	все они	1	1
650	бы на	1	1
651	отношении к	2	1
652	к самому	1	1
653	сказать что	2	1
654	и только	6	1
655	была бы	1	1
656	появления в	2	1
657	это на	1	1
658	для нашего	1	1
659	взгляда на	2	1
660	бы его	1	1
661	и самих	1	1
662	всем этом	2	1
663	об этих	1	1
664	жизни и	1	1
665	но еще	1	1
666	указывают на	2	1
667	по поводу	6	1
668	я могу	1	1
669	они относятся	1	1
670	можно назвать	2	1
671	как на	3	1
672	этой точки	1	1
673	они не	4	1
