N	2gram	Propp_Isto_7	Problemy
1	и не	4	31
2	и в	24	29
3	в его	1	24
4	может быть	14	24
5	в этом	12	22
6	а не	8	22
7	т е	16	21
8	в нем	6	19
9	точки зрения	4	19
10	как бы	4	19
11	не только	21	15
12	то что	7	15
13	то же	8	14
14	и его	3	14
15	рядом с	1	14
16	но и	11	14
17	с точки	1	13
18	уже не	2	13
19	таким образом	7	12
20	как и	6	12
21	не может	14	12
22	в самом	2	10
23	в то	2	10
24	только в	6	10
25	там где	5	10
26	героя и	5	10
27	все эти	2	9
28	с его	3	9
29	все же	9	9
30	это не	10	9
31	если бы	1	9
32	но не	6	9
33	по отношению	1	8
34	что в	13	8
35	по себе	1	8
36	в каждом	1	8
37	как не	1	8
38	в том	7	8
39	что он	21	8
40	потому что	9	8
41	в своем	1	8
42	в своей	1	8
43	отношению к	1	8
44	а как	1	7
45	и на	2	7
46	и как	1	7
47	но в	5	7
48	входит в	1	7
49	том что	10	7
50	не в	9	7
51	вовсе не	4	7
52	она не	2	7
53	так и	5	7
54	в форме	2	7
55	прежде всего	2	7
56	мира и	1	7
57	а в	10	7
58	одним из	1	6
59	самом деле	1	6
60	так же	6	6
61	в одной	2	6
62	как в	12	6
63	в целом	1	6
64	что она	5	6
65	его в	3	6
66	в самой	1	6
67	к нему	7	6
68	этого мира	1	6
69	в конце	3	6
70	так как	8	6
71	и потому	1	6
72	не могут	2	6
73	все это	8	6
74	о мире	1	6
75	должна быть	1	5
76	в зависимости	1	5
77	же что	2	5
78	зависимости от	1	5
79	у него	10	5
80	перед нами	2	5
81	он не	6	5
82	но все	4	5
83	было бы	2	5
84	автора и	1	5
85	героя а	2	5
86	и это	2	5
87	и о	2	5
88	еще не	8	5
89	с ним	5	5
90	ничего не	5	5
91	именно в	1	5
92	и др	2	5
93	героя не	1	5
94	и т	17	4
95	тем как	1	4
96	и наконец	3	4
97	в этой	1	4
98	должно быть	1	4
99	о герое	1	4
100	но эта	2	4
101	как мы	3	4
102	в основе	2	4
103	от того	1	4
104	и с	1	4
105	из одного	3	4
106	в свете	3	4
107	в литературе	2	4
108	тем что	6	4
109	что и	8	4
110	превращается в	3	4
111	его как	1	4
112	что же	1	4
113	но это	3	4
114	героя в	1	4
115	они не	2	4
116	отношения к	1	3
117	он может	4	3
118	например в	3	3
119	я не	1	3
120	ни один	1	3
121	он в	2	3
122	не входит	1	3
123	себе и	3	3
124	и пр	1	3
125	кроме того	3	3
126	уже в	3	3
127	ее как	2	3
128	но именно	1	3
129	далеко не	1	3
130	в их	4	3
131	тому что	2	3
132	одна из	7	3
133	на него	2	3
134	никогда не	4	3
135	как будто	1	3
136	отличается от	2	3
137	для его	1	3
138	оно не	1	3
139	если же	1	3
140	и этим	3	3
141	и здесь	12	3
142	все его	2	3
143	с другой	9	3
144	все в	2	3
145	в них	3	3
146	каждый элемент	1	3
147	в другой	3	3
148	мы должны	4	3
149	но с	1	3
150	бытия в	1	3
151	во времени	1	3
152	и у	2	3
153	героя с	1	3
154	за ним	1	3
155	ни в	2	3
156	т п	1	3
157	друг друга	2	3
158	только у	1	3
159	по существу	4	3
160	не дает	1	3
161	не знает	1	3
162	сказать что	2	3
163	другой стороны	8	3
164	как на	1	3
165	все что	1	3
166	только он	1	2
167	переходит к	1	2
168	и есть	1	2
169	нам кажется	1	2
170	в чисто	1	2
171	к другому	1	2
172	из его	1	2
173	оно может	1	2
174	мы уже	4	2
175	для своего	1	2
176	в которой	2	2
177	вопрос о	3	2
178	эта форма	3	2
179	на себя	2	2
180	что герой	12	2
181	из которых	1	2
182	в ней	1	2
183	бы то	1	2
184	то он	1	2
185	отношение к	5	2
186	тоже не	3	2
187	во что	1	2
188	так что	3	2
189	его на	2	2
190	с этим	2	2
191	и нет	2	2
192	и к	1	2
193	нами в	2	2
194	на его	2	2
195	он все	1	2
196	всех этих	6	2
197	здесь мы	5	2
198	то ни	1	2
199	же не	1	2
200	при этом	4	2
201	эту функцию	1	2
202	а его	3	2
203	с начала	1	2
204	в жизни	1	2
205	кажется что	3	2
206	ни одной	1	2
207	со своими	1	2
208	и уже	1	2
209	даже там	2	2
210	выйти за	1	2
211	в один	2	2
212	именно и	1	2
213	в котором	2	2
214	в которых	1	2
215	ее он	2	2
216	но он	2	2
217	друг другу	1	2
218	героя но	2	2
219	но они	3	2
220	как можно	1	2
221	ту сторону	1	2
222	со своим	4	2
223	связи с	3	2
