N	2gram	Bakhtin_Pr_1	VLabPisa
1	таким образом	12	27
2	в этом	22	26
3	и в	29	25
4	и т	4	24
5	не только	15	22
6	может быть	24	21
7	хотя бы	2	20
8	и не	31	19
9	художественного творчества	3	18
10	не может	12	17
11	т е	21	17
12	т д	1	15
13	в его	24	15
14	в процессе	4	14
15	этом отношении	3	13
16	в том	8	13
17	прежде всего	7	13
18	в частности	1	12
19	все это	6	12
20	вот что	1	11
21	с другой	3	11
22	из них	1	11
23	в художественном	3	10
24	в качестве	1	10
25	не могут	6	10
26	о том	1	10
27	то же	14	9
28	что в	8	9
29	об этом	1	9
30	по этому	1	9
31	для него	18	9
32	т п	3	9
33	но и	14	9
34	и др	5	9
35	к этому	1	9
36	в своем	8	8
37	ни один	3	8
38	все эти	9	8
39	не следует	1	8
40	другой стороны	3	8
41	могут быть	6	8
42	во всех	1	7
43	по отношению	8	7
44	из этих	1	7
45	было бы	5	7
46	как и	12	7
47	том что	7	7
48	произведения в	2	7
49	творчества в	1	7
50	произведения и	2	7
51	не было	4	7
52	а не	22	7
53	же в	2	7
54	отношению к	8	7
55	художественного произведения	1	6
56	это и	5	6
57	в зависимости	5	6
58	более или	1	6
59	в себе	7	6
60	в нем	19	6
61	это не	9	6
62	или менее	1	6
63	их в	4	6
64	и его	14	6
65	в то	10	6
66	художественное творчество	1	6
67	так и	7	6
68	между тем	5	6
69	бы и	4	6
70	у него	5	6
71	в основном	1	6
72	то что	15	6
73	одним из	6	5
74	и есть	2	5
75	в их	3	5
76	зависимости от	5	5
77	все же	9	5
78	в пределах	13	5
79	в плане	5	5
80	не в	7	5
81	тому что	3	5
82	же время	9	5
83	связи с	2	5
84	приводит к	3	5
85	один из	2	5
86	для художника	1	5
87	он говорит	1	5
88	как бы	19	5
89	в результате	4	5
90	сказать что	3	5
91	только в	10	5
92	в искусстве	1	5
93	художественном произведении	1	4
94	их и	1	4
95	с его	9	4
96	замысла и	2	4
97	в этой	4	4
98	вот как	1	4
99	перед нами	5	4
100	в самом	10	4
101	в целом	6	4
102	в статье	1	4
103	что все	1	4
104	них не	1	4
105	художественный образ	2	4
106	в них	3	4
107	в философии	1	4
108	даже в	4	4
109	одна из	3	4
110	никогда не	3	4
111	вот почему	1	4
112	к тому	1	4
113	для его	3	4
114	должен быть	1	4
115	в ее	1	4
116	познания и	1	4
117	можно сказать	1	4
118	что он	8	4
119	в единстве	6	4
120	в одном	10	4
121	как раз	6	4
122	в романе	9	4
123	в своей	8	4
124	например в	3	3
125	в котором	2	3
126	из его	2	3
127	его не	1	3
128	и он	1	3
129	в которых	2	3
130	но как	3	3
131	явлений и	1	3
132	нет и	1	3
133	что они	1	3
134	с этим	2	3
135	своем творчестве	1	3
136	и как	7	3
137	и к	2	3
138	и художественного	1	3
139	в противоположность	2	3
140	всех этих	2	3
141	и по	1	3
142	в работе	1	3
143	его в	6	3
144	далеко не	3	3
145	что не	1	3
146	мы видели	1	3
147	точки зрения	19	3
148	и ее	2	3
149	что говорит	1	3
150	одном из	1	3
151	у тургенева	2	3
152	в авторской	1	3
153	со своим	2	3
154	плана и	1	3
155	своего творчества	1	3
156	у нас	1	3
157	данного произведения	2	3
158	она не	7	3
159	образом в	1	3
160	в виду	1	3
161	никак не	2	3
162	утверждает что	1	3
163	что и	4	3
164	того что	1	3
165	большей или	1	3
166	или меньшей	1	3
167	этот вопрос	2	3
168	является не	2	3
169	и их	1	3
170	в конце	6	3
171	этой проблемы	1	3
172	именно в	5	3
173	в творчестве	5	3
174	него в	2	3
175	так же	6	3
176	по существу	3	3
177	толстого в	1	3
178	и от	2	3
179	бы в	3	3
180	только что	1	3
181	жизни и	2	3
182	как на	3	3
183	ее в	1	3
184	смысле слова	1	2
185	также что	1	2
186	получает в	1	2
187	он может	3	2
188	видеть в	1	2
189	сюжетов и	1	2
190	а как	7	2
191	мы имеем	1	2
192	же как	1	2
193	часто не	1	2
194	в которой	2	2
195	на эти	1	2
196	но даже	1	2
197	то это	1	2
198	разобраться в	2	2
199	в ней	2	2
200	меньшей степени	1	2
201	еще не	5	2
202	например у	1	2
203	но не	9	2
