N	3gram	Bakhtin_Fr_3	Problema
1	в том что	1	9
2	той или иной	2	8
3	в связи с	4	7
4	в данном случае	2	7
5	во всяком случае	1	6
6	и в этом	1	6
7	в этом случае	1	5
8	с другой стороны	1	5
9	не может быть	2	5
10	что иное как	1	4
11	но даже и	1	4
12	как раз и	1	4
13	имеется в виду	1	4
14	есть не что	1	4
15	бы то ни	1	4
16	в то же	6	4
17	это вовсе не	2	4
18	не что иное	1	4
19	тех или иных	1	4
20	дело здесь не	1	3
21	дело в том	1	3
22	можно было бы	2	3
23	может быть и	1	3
24	то ни было	1	3
25	как будто бы	1	3
26	заключается в том	1	3
27	само по себе	1	3
28	но никак не	1	3
29	о том что	2	3
30	что и в	1	3
31	в той или	2	2
32	в настоящее время	1	2
33	о том как	1	2
34	с точки зрения	1	2
35	на первый план	1	2
36	до сих пор	4	2
37	дело вовсе не	1	2
38	в таких случаях	1	2
39	в отличие от	3	2
40	но и в	2	2
41	и в частности	1	2
42	в нашем смысле	1	2
43	все такого рода	1	2
44	ни к какому	1	2
45	несет на себе	1	2
46	по сравнению с	2	2
47	то есть он	1	2
48	только то что	1	2
49	вовсе не в	1	2
50	но также и	1	2
51	даже и в	1	2
52	на самом деле	3	2
53	можно сказать что	2	2
54	как мы видели	2	2
55	то есть с	1	2
56	но это конечно	1	1
57	вполне понятно что	1	1
58	но это есть	1	1
59	все дело в	1	1
60	находим и в	2	1
61	есть с тем	1	1
62	очень близок к	1	1
63	требует от нас	1	1
64	имеют дело с	1	1
65	имеются в виду	1	1
66	имеет в виду	2	1
67	и не к	1	1
68	в той же	4	1
69	но несмотря на	1	1
70	в собственном смысле	1	1
71	смысле слова мы	1	1
72	в отрыве от	1	1
73	войне и мире	1	1
74	имели в виду	1	1
75	не говорят о	1	1
76	как и в	2	1
77	и здесь не	1	1
78	в том чтобы	1	1
79	и тем же	1	1
80	мы находим и	1	1
81	смысле этого слова	1	1
82	и не было	2	1
83	во втором случае	1	1
84	во всех этих	1	1
85	и в этой	1	1
86	лежит представление о	1	1
87	вовсе не являются	1	1
88	таким образом и	1	1
89	в художественном образе	1	1
90	одним и тем	1	1
91	что они не	1	1
92	гораздо более значительное	1	1
93	узком смысле слова	1	1
94	это и есть	1	1
95	в первом случае	1	1
96	не имеет никакой	1	1
97	в своей основе	1	1
98	что в нем	1	1
99	строгом смысле слова	1	1
100	нас не может	1	1
101	вместе с нею	2	1
102	быть и не	1	1
103	для того чтобы	3	1
104	а не так	1	1
105	может быть в	2	1
106	не нуждается в	1	1
107	не так как	1	1
