N	3gram	Losev_Dial_3	slovoVRo
1	то же время	1	12
2	в то же	1	12
3	той или иной	2	9
4	с точки зрения	14	8
5	и в то	1	5
6	во всяком случае	2	5
7	и т д	23	5
8	и в особенности	1	4
9	с одной стороны	3	4
10	с другой стороны	2	4
11	в зависимости от	2	3
12	в данном случае	1	3
13	более или менее	1	3
14	на ту же	1	2
15	мы уже сказали	1	2
16	до сих пор	1	2
17	и во всех	1	2
18	и не может	1	2
19	в лучшем случае	1	2
20	в основе их	1	2
21	может быть только	1	2
22	одно и то	2	2
23	то время как	4	2
24	в них как	1	2
25	в то время	4	2
26	и то же	2	2
27	и в этом	2	2
28	не могут быть	2	2
29	ту же тему	1	2
30	того или иного	2	2
31	и кроме того	1	2
32	точки зрения самого	1	2
33	к тому что	2	2
34	и в том	1	2
35	что все категории	1	2
36	же тему и	1	1
37	а следовательно и	1	1
38	нас в данном	1	1
39	одной и той	1	1
40	как раз на	1	1
41	и той же	1	1
42	это было бы	2	1
43	имеем в виду	1	1
44	и нет ничего	2	1
45	уже не на	1	1
46	бы то ни	1	1
47	нет и ничего	2	1
48	в этом отношении	1	1
49	может находиться в	1	1
50	оно действительно не	1	1
51	а иногда и	1	1
52	кроме того и	1	1
53	с этой точки	2	1
54	по крайней мере	5	1
55	и в частности	1	1
56	одной из них	1	1
57	то ни было	1	1
58	что для нас	1	1
59	мы имеем в	1	1
60	на одной из	1	1
61	и в отношении	1	1
62	так или иначе	2	1
63	эта точка зрения	1	1
64	это не значит	1	1
65	не может быть	6	1
66	оно живет и	1	1
67	тем не менее	10	1
68	и во всяком	1	1
69	о том что	5	1
70	в которой живет	1	1
71	в сущности и	2	1
72	если бы мы	1	1
73	в одном из	1	1
74	этой точки зрения	2	1
75	и все это	1	1
76	не только не	7	1
77	с полной очевидностью	1	1
78	и прежде всего	3	1
79	как точка зрения	1	1
80	в сущности можно	1	1
81	у нее нет	1	1
82	для нас в	2	1
83	следовательно и в	1	1
84	тех или иных	1	1
85	это не только	1	1
86	не может находиться	1	1
87	в том что	3	1
88	как и в	3	1
89	сознания вовсе не	1	1
90	сама она не	1	1
91	на мир как	1	1
