N	2gram	Losev_Vesc_1	Myslijsy
1	потому что	16	33
2	то что	27	29
3	может быть	16	26
4	таким образом	8	24
5	в этом	4	23
6	в том	8	23
7	и в	21	23
8	в слове	2	22
9	и не	29	18
10	что в	9	17
11	в языке	1	16
12	при этом	1	15
13	только в	14	15
14	то же	6	14
15	в себе	14	14
16	как и	8	14
17	того что	8	14
18	так как	7	14
19	для нас	2	14
20	если бы	5	13
21	не было	1	12
22	а не	19	12
23	том что	8	12
24	что я	24	11
25	не в	5	11
26	по себе	13	11
27	но и	18	11
28	не может	17	11
29	не только	36	10
30	для меня	2	10
31	мы можем	4	10
32	тем что	2	10
33	что мы	14	10
34	и потому	5	10
35	не есть	49	9
36	мы не	6	8
37	то это	3	8
38	в своем	6	8
39	но в	5	8
40	было бы	14	8
41	стало быть	1	8
42	тогда когда	5	8
43	о том	6	8
44	другими словами	5	8
45	сказать что	17	8
46	и т	19	7
47	мы говорим	5	7
48	очевидно что	1	7
49	с этим	3	7
50	что это	13	7
51	на то	4	7
52	в нем	2	7
53	в силу	3	7
54	когда я	5	7
55	что такое	12	7
56	мысли и	3	7
57	это не	5	7
58	и что	15	7
59	что и	3	7
60	язык есть	2	7
61	вовсе не	10	7
62	с тем	5	7
63	могут быть	1	7
64	что если	1	6
65	независимо от	5	6
66	и к	1	6
67	в которой	1	6
68	когда мы	6	6
69	так и	3	6
70	тех пор	1	6
71	что не	5	6
72	для того	2	6
73	в ряду	1	6
74	вместе с	1	6
75	и то	10	5
76	есть нечто	6	5
77	говорить о	6	5
78	не то	4	5
79	хотя и	4	5
80	бы и	5	5
81	как бы	12	5
82	и мы	1	5
83	должно быть	6	5
84	по крайней	4	5
85	не менее	3	5
86	с ним	8	5
87	есть только	7	5
88	внимание на	1	5
89	находится в	3	5
90	к нему	1	5
91	крайней мере	4	5
92	так что	5	5
93	есть в	1	5
94	не можем	1	5
95	уже в	1	5
96	только тогда	3	5
97	в его	2	5
98	для него	4	5
99	допустим что	1	5
100	само по	1	5
101	не из	2	5
