N	2gram	Voloshinov_1	KFilosof
1	может быть	13	43
2	в его	9	39
3	в нем	4	31
4	не может	13	27
5	и не	16	26
6	по отношению	11	25
7	и в	15	22
8	в себе	4	21
9	отношению к	9	21
10	в котором	1	21
11	в ее	4	17
12	и его	15	17
13	а не	2	17
14	только в	6	16
15	точки зрения	13	13
16	в этом	13	13
17	для него	5	12
18	ни в	6	12
19	и это	1	12
20	но не	5	12
21	все эти	9	11
22	к нему	7	11
23	не в	4	11
24	в своей	9	11
25	во всех	8	10
26	это не	2	10
27	с точки	10	10
28	в своем	2	10
29	все это	5	10
30	и все	4	9
31	и для	2	9
32	но и	4	9
33	в целом	2	9
34	для нее	1	9
35	и есть	2	9
36	как бы	11	9
37	жизни и	5	8
38	не было	4	8
39	со стороны	2	8
40	мир в	2	8
41	если бы	3	8
42	было бы	6	8
43	современной философии	3	7
44	вовсе не	2	7
45	и здесь	1	7
46	в себя	5	7
47	то что	10	7
48	на основе	1	7
49	что и	2	7
50	должен быть	2	7
51	в поступке	2	7
52	себя в	2	7
53	конечно не	3	7
54	поступка и	1	7
55	момент в	1	6
56	смысл и	1	6
57	в смысле	1	6
58	отношение к	7	6
59	совершенно не	2	6
60	в том	4	6
61	и только	4	6
62	в мире	1	6
63	отнюдь не	2	6
64	уже не	5	6
65	он не	4	6
66	я не	3	6
67	мира в	1	6
68	но это	2	6
69	ни одно	1	5
70	не знает	3	5
71	все же	5	5
72	жизни в	3	5
73	как и	6	5
74	со своего	1	5
75	хотя бы	7	5
76	с ним	12	5
77	но все	2	5
78	никогда не	7	5
79	но как	1	5
80	и содержание	3	5
81	должно быть	2	5
82	мы имеем	1	5
83	в основе	3	5
84	именно в	3	5
85	то же	7	5
86	но в	9	5
87	его в	8	5
88	но эта	1	5
89	не только	5	5
90	жизни как	1	5
91	ко всему	2	5
92	все попытки	1	4
93	входит в	1	4
94	только как	1	4
95	при этом	7	4
96	в каком	3	4
97	как его	2	4
98	в одном	3	4
99	а в	6	4
100	что в	6	4
101	здесь мы	1	4
102	мира и	1	4
103	между тем	2	4
104	и единственная	1	4
105	в чем	4	4
106	не как	1	4
107	о нем	1	4
108	во всей	1	4
109	отношению ко	2	4
110	в своих	4	4
111	чем не	2	4
112	том что	5	4
113	с ними	4	4
114	и совершенно	1	3
115	и этот	1	3
116	отсюда и	1	3
117	нем и	1	3
118	еще не	7	3
119	в другом	1	3
120	и ни	1	3
121	людей и	1	3
122	и тем	1	3
123	тогда когда	1	3
124	но конечно	1	3
125	должна быть	1	3
126	не менее	3	3
127	рядом с	2	3
128	что это	3	3
129	независимо от	1	3
130	сознания и	5	3
131	мы не	4	3
132	бы не	1	3
133	других людей	1	3
134	всех своих	1	3
135	не дает	1	3
136	на язык	2	3
137	бы и	2	3
138	меня в	1	3
139	и пр	9	3
140	а эта	1	3
141	того что	2	3
142	из него	2	3
143	в корне	1	3
144	на самом	2	3
145	нет и	1	3
146	ее целом	3	3
147	в данный	1	3
148	в момент	1	3
149	что этот	1	3
150	в современной	1	3
151	но можно	1	3
152	в то	6	3
153	этого мира	1	3
154	для того	1	3
155	ясно что	1	3
156	данный момент	1	3
157	тем что	1	3
158	целом и	2	3
