N	2gram	Savitsky_E_1	Komedia
1	и в	37	22
2	и не	14	21
3	т е	9	16
4	том что	6	13
5	таким образом	2	12
6	в том	11	12
7	так как	7	11
8	со стороны	5	11
9	потому что	3	10
10	в самом	4	9
11	вместе с	2	9
12	в этом	12	8
13	в своем	14	8
14	к ней	4	8
15	о том	3	8
16	если бы	2	8
17	в его	2	8
18	что и	3	8
19	то же	15	7
20	при этом	1	7
21	об этом	1	7
22	а в	2	7
23	в свою	3	7
24	того же	3	6
25	тому же	1	6
26	в то	16	6
27	и его	1	6
28	к тому	8	6
29	того чтобы	6	6
30	свою очередь	2	6
31	и что	2	6
32	для того	6	6
33	может быть	6	6
34	речь идет	1	5
35	что его	1	5
36	более чем	2	5
37	но в	14	5
38	не только	18	5
39	он не	2	5
40	в своей	8	5
41	в которых	3	5
42	то это	1	5
43	не менее	1	5
44	же время	14	5
45	iv в	1	5
46	связи с	1	5
47	и сам	1	5
48	хотя и	2	5
49	с ним	1	5
50	любви к	1	5
51	к нему	2	5
52	что в	21	5
53	по отношению	1	5
54	из них	3	5
55	тем что	3	5
56	прежде всего	9	5
57	как это	4	5
58	и т	1	4
59	на себя	3	4
60	в ней	4	4
61	с другой	7	4
62	отнюдь не	9	4
63	все же	1	4
64	когда он	3	4
65	то что	6	4
66	что к	2	4
67	в себе	9	4
68	но все	1	4
69	и с	2	4
70	с тем	3	4
71	несмотря на	4	4
72	точки зрения	23	4
73	не в	5	4
74	в отношении	32	4
75	так и	10	4
76	между собой	2	4
77	и поэтому	2	4
78	не дает	3	4
79	вовсе не	6	4
80	но и	14	4
81	а не	2	4
82	в связи	1	4
83	не является	3	4
84	и для	3	4
85	бы в	2	4
86	тем более	4	4
87	хотя бы	15	4
88	речи о	1	4
89	так же	9	4
90	идет о	3	3
91	который в	1	3
92	говорить о	1	3
93	из того	2	3
94	на них	2	3
95	столь же	5	3
96	с его	1	3
97	в ее	8	3
98	с этим	2	3
99	и к	3	3
100	представляет собой	3	3
101	в этой	2	3
102	и тот	1	3
103	на то	6	3
104	в нем	1	3
105	от нее	1	3
106	то ни	4	3
107	было бы	8	3
108	в них	3	3
109	далеко не	2	3
110	как и	7	3
111	чем в	4	3
112	и еще	2	3
113	но если	5	3
114	себе в	3	3
115	на месте	2	3
116	с точки	17	3
117	к ним	3	3
118	не имеет	4	3
119	никогда не	3	3
120	одного из	1	3
121	и мы	3	3
122	в двух	1	3
123	не о	1	3
124	одной из	5	3
125	с одной	8	3
126	в начале	1	3
127	что не	1	3
128	следует что	1	3
129	это обстоятельство	1	3
130	всяком случае	3	3
131	мы можем	3	3
132	на долю	3	3
133	в других	2	3
134	и даже	6	3
135	даже не	1	3
136	на которые	1	3
137	на этот	2	3
138	один из	1	3
139	если не	1	3
140	в частности	5	3
141	не может	9	3
142	конечно не	1	3
143	по своему	7	3
144	одной стороны	8	3
145	в течение	5	3
146	как бы	6	3
147	с этой	6	3
148	из себя	1	3
149	дело с	1	3
150	все что	1	3
151	в какой	2	3
152	около г	1	3
153	во всяком	3	3
154	перед лицом	1	2
155	мы не	4	2
156	время как	1	2
157	представление о	2	2
158	меньше чем	2	2
159	и на	6	2
160	бы то	4	2
161	во всех	6	2
162	отличие от	1	2
163	за пределы	1	2
164	что произошло	1	2
165	как в	3	2
166	стороны и	6	2
167	в известной	3	2
168	ней в	1	2
169	целый ряд	2	2
170	в результате	3	2
171	всего лишь	3	2
172	ни было	4	2
173	и если	2	2
174	на его	1	2
175	состоит в	1	2
176	в силу	2	2
177	чтобы в	1	2
178	а затем	1	2
179	в мире	2	2
180	из всех	3	2
181	с другими	2	2
182	который по	1	2
183	на основании	2	2
184	в развитии	2	2
185	в котором	2	2
186	в их	11	2
187	в одном	2	2
188	что эта	1	2
189	тому что	1	2
190	она не	2	2
191	что с	1	2
192	вплоть до	1	2
193	в основе	1	2
194	больше чем	1	2
195	к концу	1	2
196	бы по	1	2
197	в области	11	2
198	и со	3	2
199	известной степени	3	2
200	он называет	1	2
201	ли не	1	2
202	есть основание	1	2
203	все еще	1	2
204	отказаться от	1	2
205	и это	1	2
206	как мы	5	2
207	и о	1	2
208	то время	1	2
209	можно было	3	2
210	наряду с	2	2
211	по ее	1	2
212	от своей	1	2
213	именно потому	2	2
214	а также	7	2
215	на вопрос	1	2
216	аналогии с	1	2
217	и во	2	2
218	между тем	8	2
219	не как	1	2
220	тот же	1	2
221	и ее	1	2
222	в качестве	14	2
223	уже в	1	2
224	если мы	1	2
225	этот раз	1	2
226	мы знаем	1	2
227	был бы	1	2
228	этом отношении	3	2
229	в отношениях	1	2
230	от того	1	2
231	или иначе	1	2
232	что для	1	2
233	не было	1	2
234	а на	1	2
235	пока что	1	2
236	что мы	1	2
237	ближе к	1	2
238	его на	2	2
239	в пределах	25	2
240	не могут	2	2
241	сравнению с	2	2
242	для понимания	2	2
243	нет ничего	1	2
244	все остальные	1	2
245	является ли	3	2
246	и все	2	2
247	иначе обстоит	2	2
248	обстоит дело	3	2
249	даже при	2	2
250	не будет	3	2
251	между ними	2	2
252	другой стороны	2	2
253	в свое	1	2
254	прошлом и	1	2
255	к этой	1	2
256	по сравнению	2	2
257	в своих	2	2
258	это в	1	2
259	в таком	3	2
260	и наиболее	2	1
261	в силе	1	1
262	например в	1	1
263	он считает	1	1
264	чтобы не	1	1
265	или к	1	1
266	малой азии	1	1
267	же по	1	1
268	которую они	1	1
269	и до	1	1
270	нереальными и	1	1
271	с более	3	1
272	вопрос о	4	1
273	именно к	2	1
274	за несколько	1	1
275	а для	1	1
276	не сводится	1	1
277	нет ли	1	1
278	в большинстве	2	1
279	он сам	2	1
280	все эти	1	1
281	говоря уже	2	1
282	конечно это	1	1
283	тем как	1	1
284	глаза на	1	1
285	а причем	1	1
286	но не	5	1
287	но как	2	1
288	к которой	1	1
289	в сторону	2	1
290	если в	2	1
291	силу этого	1	1
292	очевидно что	3	1
293	закрывать глаза	1	1
294	друг от	2	1
295	ожидать чтобы	1	1
296	сущности к	1	1
297	к сожалению	1	1
298	относится к	1	1
299	которые не	1	1
300	такой выход	1	1
301	в истории	2	1
302	в одной	1	1
303	независимо от	4	1
304	одном из	2	1
305	на земле	1	1
306	и как	2	1
307	что по	1	1
308	и наконец	2	1
309	внимание что	1	1
310	к числу	1	1
311	более или	1	1
312	от этого	5	1
313	в этот	1	1
314	делается попытка	1	1
315	общение с	1	1
316	чем больше	2	1
317	чуть ли	1	1
318	в нашем	1	1
319	связанного с	1	1
320	значение так	1	1
321	и те	1	1
322	в случае	2	1
323	ли для	1	1
324	т д	1	1
325	образом из	1	1
326	не являются	1	1
327	средней и	1	1
328	не к	2	1
329	или вовсе	1	1
330	принадлежат к	1	1
331	на этом	1	1
332	его можно	1	1
333	находим у	1	1
334	с такими	1	1
335	не находятся	1	1
336	что все	2	1
337	то чтобы	1	1
338	значение в	1	1
339	той же	1	1
340	подходит к	2	1
341	в свой	1	1
342	и тем	3	1
343	участие в	2	1
344	во многом	2	1
345	для них	2	1
346	соответствии с	1	1
347	или из	1	1
348	та в	1	1
349	можно считать	3	1
350	такой же	2	1
351	с еще	1	1
352	одно из	1	1
353	и поскольку	1	1
354	место в	3	1
355	то его	1	1
356	в отличие	1	1
357	признать что	1	1
358	для всякого	1	1
359	ли этот	1	1
360	ставить вопрос	1	1
361	которые в	1	1
362	друг другу	1	1
363	том же	1	1
364	это случается	1	1
365	некоторых случаях	1	1
366	о будущем	1	1
367	на рубеже	1	1
368	в обоих	1	1
369	и притом	4	1
370	на себе	1	1
371	душе и	1	1
372	находятся в	1	1
373	и по	5	1
374	наряду со	1	1
375	по своей	2	1
376	во всем	1	1
377	и теперь	2	1
378	со своим	1	1
379	в сознании	1	1
380	которое не	1	1
381	что на	2	1
382	ли это	3	1
383	с другом	3	1
384	свое собственное	1	1
385	уже о	1	1
386	его для	1	1
387	могут быть	2	1
388	более на	1	1
389	о таких	1	1
390	числе и	1	1
391	всего в	2	1
392	что при	1	1
393	но сама	1	1
394	эта последняя	1	1
395	приходит к	1	1
396	от друга	2	1
397	и сами	1	1
398	и от	3	1
399	как с	1	1
400	и когда	1	1
401	с собой	1	1
402	те же	1	1
403	мог бы	2	1
