N	2gram	Tiupa_Disk_1	Istorich
1	в сказке	3	44
2	и в	16	28
3	может быть	17	25
4	а не	22	15
5	не может	9	15
6	никогда не	2	14
7	мы имеем	2	13
8	мы должны	1	13
9	то же	7	12
10	не только	28	12
11	что в	4	12
12	только в	7	11
13	мы не	1	10
14	все же	3	10
15	и что	2	10
16	что он	4	10
17	что сказка	1	10
18	но и	14	10
19	прежде всего	11	10
20	не в	7	9
21	так и	8	9
22	о том	8	9
23	то что	5	9
24	в том	23	9
25	и не	11	9
26	в этом	15	8
27	но в	8	8
28	что это	1	8
29	таким образом	3	8
30	не всегда	2	8
31	если бы	1	8
32	это не	3	7
33	еще не	14	7
34	и др	2	7
35	том что	19	7
36	было бы	1	7
37	в этих	1	7
38	а в	5	7
39	сказки и	2	6
40	в этой	2	6
41	это тоже	1	6
42	так например	2	6
43	тем не	1	6
44	не менее	2	6
45	сказки с	1	6
46	к тому	5	6
47	что и	3	6
48	вслед за	1	6
49	представляют собой	1	6
50	в исторической	1	6
51	с другой	10	6
52	вместе с	1	6
53	когда он	2	6
54	например в	2	5
55	вопрос о	1	5
56	что они	1	5
57	в своем	6	5
58	более или	2	5
59	что она	1	5
60	в силу	5	5
61	восходят к	1	5
62	или менее	2	5
63	дело не	2	5
64	восходит к	1	5
65	в его	7	5
66	что здесь	1	5
67	но не	11	5
68	сказка как	1	5
69	в качестве	34	5
70	в одном	2	5
71	до сих	1	5
72	к которому	2	5
73	сказка не	1	5
74	на более	1	5
75	сих пор	1	5
76	или в	2	5
77	не знает	1	5
78	сказать что	3	5
79	другой стороны	3	5
80	героя в	2	5
81	и даже	3	4
82	действительности это	1	4
83	и на	5	4
84	между собой	2	4
85	как правило	4	4
86	не то	1	4
87	не все	1	4
88	с этим	3	4
89	представляет собой	17	4
90	на то	1	4
91	волшебная сказка	1	4
92	но все	1	4
93	об этом	2	4
94	с тем	1	4
95	как и	16	4
96	на него	1	4
97	в основе	7	4
98	связи с	4	4
99	иногда не	1	4
100	должны быть	3	4
101	здесь не	1	4
102	в пределах	2	4
103	того что	3	4
104	с одной	9	4
105	потому что	4	4
106	в большинстве	1	4
107	большинстве случаев	1	4
108	к ним	3	4
109	а именно	1	4
110	один из	3	4
111	одной стороны	9	4
112	могут быть	4	4
113	как будто	1	4
114	сказки не	1	4
115	в связи	1	4
116	хотя бы	3	4
117	но это	1	4
118	но оно	1	4
119	и другие	1	4
120	они не	2	4
121	также и	3	3
122	чтобы не	1	3
123	и должен	1	3
124	я не	1	3
125	ему в	2	3
126	и он	2	3
127	по отношению	9	3
128	перед нами	3	3
129	к чему	1	3
130	при этом	13	3
131	не как	4	3
132	и по	2	3
133	на этом	2	3
134	в другом	2	3
135	из них	3	3
136	не с	3	3
137	во время	1	3
138	в котором	5	3
139	в их	5	3
140	и эти	1	3
141	бы быть	3	3
142	по себе	3	3
143	раз и	1	3
144	в то	3	3
145	дело в	1	3
146	однако это	2	3
147	сказки в	1	3
148	же самое	2	3
149	как мы	2	3
150	только через	1	3
151	и должно	1	3
152	или на	3	3
153	представления о	2	3
154	в современной	1	3
155	в какой	2	3
156	во всем	1	3
157	и его	2	3
158	уже не	4	3
159	следовало бы	1	3
160	в начале	2	3
161	или даже	2	3
162	и их	1	3
163	представлений о	1	3
164	тем что	3	3
165	в форме	2	3
166	именно в	3	3
167	сказке но	1	3
168	как это	1	3
169	наряду с	1	3
170	что же	2	3
171	в книге	1	3
172	более ранних	1	3
173	будто бы	2	3
174	отношению к	9	3
175	с природой	1	2
176	отношения к	2	2
177	одним из	2	2
178	и потому	3	2
179	тридевять земель	1	2
180	не вполне	1	2
181	когда мы	1	2
182	на них	1	2
183	столь же	3	2
184	во всех	5	2
185	как таковая	1	2
186	а только	1	2
187	точка зрения	2	2
188	должны были	1	2
189	отличие от	5	2
190	как в	10	2
191	как уже	3	2
192	и как	6	2
193	в действительности	3	2
194	исторические корни	2	2
195	от этого	1	2
196	в целом	4	2
197	он в	1	2
198	в тех	2	2
199	которые в	1	2
200	право на	1	2
201	не более	2	2
202	перешел и	1	2
203	в себе	7	2
204	вследствие этого	3	2
205	в нем	9	2
206	он не	1	2
207	за тридевять	1	2
208	всех этих	1	2
209	различные формы	1	2
210	том чтобы	2	2
211	а по	2	2
212	при помощи	1	2
213	и мы	1	2
214	и тем	2	2
215	стоит на	1	2
216	но уже	1	2
217	мы видели	1	2
218	ведет к	3	2
219	в чистом	1	2
220	для него	4	2
221	что такое	1	2
222	в отличие	5	2
223	в эпоху	5	2
224	однако в	3	2
225	где нет	1	2
226	по мере	2	2
227	чистом виде	1	2
228	но они	2	2
229	а иногда	1	2
230	в русской	1	2
231	самого начала	1	2
232	царских детях	1	2
233	по своей	11	2
234	к мифу	1	2
235	не по	1	2
236	особое внимание	1	2
237	о царских	1	2
238	развития как	1	2
239	не могут	1	2
240	всего в	1	2
241	в области	1	2
242	указывает на	2	2
243	не есть	2	2
244	отказаться от	1	2
245	волшебные сказки	1	2
246	в ее	3	2
247	мысль о	1	2
248	с самого	1	2
249	приводит к	2	2
250	правило в	1	2
251	живет в	1	2
252	еще в	3	2
253	том как	1	2
254	поэтому в	1	2
255	о нем	2	2
256	там же	1	2
257	нас в	1	2
258	между тем	4	2
259	в конечном	1	2
260	здесь в	2	2
261	это приводит	1	2
262	большей или	2	2
263	с той	1	2
264	одной из	4	2
265	дело с	2	2
266	эту связь	1	2
267	в сказании	3	2
268	себя в	2	2
269	для всех	1	2
270	как процесс	1	2
271	и сказкой	1	2
272	то и	1	2
273	оно в	1	2
274	здесь же	1	2
275	в данной	3	2
276	его и	1	2
277	как раз	1	2
278	в особенности	4	2
279	со стороны	7	2
280	даже не	1	2
281	еще и	1	2
282	с ней	1	2
283	а с	5	2
284	а сам	2	2
285	в середине	1	2
286	что не	4	2
287	говорит о	1	2
288	связано с	1	2
289	не на	1	2
290	зависит от	2	2
291	его как	2	2
292	и составляют	1	2
293	как бы	5	2
294	в основном	1	2
295	рассматривать как	2	2
296	это явление	1	2
297	и часто	1	2
298	не существует	1	2
299	и от	1	2
300	ни к	6	2
301	по ходу	1	2
302	или меньшей	2	2
303	в мифе	1	2
304	в рамках	5	2
305	их нельзя	1	2
306	в виде	1	2
307	в частности	9	2
308	это было	2	2
309	к этому	2	2
310	можно говорить	1	1
311	речь идет	1	1
312	полнотой и	1	1
313	не остается	1	1
314	и то	1	1
315	не делает	1	1
316	на самом	1	1
317	который фигурирует	1	1
318	это и	1	1
319	и есть	2	1
320	тем же	1	1
321	в первом	3	1
322	из его	1	1
323	те же	1	1
324	противном случае	1	1
325	три разные	1	1
326	едва ли	2	1
327	в году	2	1
328	сказки или	2	1
329	этом направлении	1	1
330	а как	1	1
331	в и	1	1
332	и мифа	1	1
333	имеет свою	3	1
334	говорить о	1	1
335	их имена	1	1
336	на себя	2	1
337	в полной	1	1
338	природы все	1	1
339	меньшей степени	1	1
340	более глубокий	1	1
341	стоят на	1	1
342	рода сказаний	1	1
343	но как	2	1
344	сказкой здесь	1	1
345	в сторону	4	1
346	герой не	1	1
347	иногда и	1	1
348	тут же	1	1
349	отнюдь не	8	1
350	что хотя	1	1
351	в истории	4	1
352	не входят	1	1
353	независимо от	1	1
354	из возможных	1	1
355	из уст	2	1
356	данного типа	1	1
357	стороны и	2	1
358	в противном	1	1
359	отношении сказки	1	1
360	это отнюдь	1	1
361	просто как	1	1
362	работа представляет	1	1
363	этом же	1	1
364	рассмотрены вместе	1	1
365	целый ряд	2	1
366	вопросом о	1	1
367	и к	4	1
368	в противоположность	2	1
369	со своей	1	1
370	на руку	1	1
371	и сказка	3	1
372	в которой	1	1
373	образом и	1	1
374	в нашем	1	1
375	из этих	1	1
376	действительности а	1	1
377	рассказ о	1	1
378	но его	1	1
379	жанров например	1	1
380	тому же	5	1
381	мнение что	1	1
382	ей в	2	1
383	так сказать	2	1
384	к некоторому	1	1
385	они в	1	1
386	или иному	1	1
387	содержит в	1	1
388	и ситуации	1	1
389	подобно тому	2	1
390	мы обратимся	1	1
391	или иных	1	1
392	значительной степени	2	1
393	иной тип	1	1
394	в работе	1	1
395	могла бы	2	1
396	тексты которые	1	1
397	этом он	1	1
398	и генезис	2	1
399	же касается	2	1
400	том случае	1	1
401	греко-римской античности	1	1
402	времени и	3	1
403	с целью	1	1
404	того или	2	1
405	легко заметить	1	1
406	свои специфические	1	1
407	действительности в	1	1
408	этом смысле	1	1
409	претендует на	4	1
410	чаще всего	1	1
411	не соответствует	1	1
412	в жизни	1	1
413	в них	4	1
414	в историческом	2	1
415	соответствии с	2	1
416	и вся	1	1
417	со своими	1	1
418	которой он	1	1
419	также имеются	1	1
420	не мог	1	1
421	в саду	1	1
422	только тем	1	1
423	в понимании	1	1
424	в своей	5	1
425	лежат в	1	1
426	наших дней	2	1
427	это делает	1	1
428	два значения	1	1
429	представляла собой	1	1
430	представление о	1	1
431	себе а	1	1
432	в которых	4	1
433	не исчерпывается	1	1
434	от его	1	1
435	героя то	1	1
436	вплоть до	1	1
437	или сказки	2	1
438	войти в	1	1
439	не могли	1	1
440	и герой	2	1
441	всякое явление	1	1
442	как можно	1	1
443	всех видов	1	1
444	то чего	1	1
445	этих текстов	1	1
446	и притом	1	1
447	можно указать	1	1
448	о них	1	1
449	к другим	2	1
450	всей его	2	1
451	а порой	1	1
452	имеются и	1	1
453	пример из	1	1
454	имеем дело	2	1
455	литературе в	1	1
456	о ней	1	1
457	при всем	1	1
458	как весьма	1	1
459	можно усмотреть	2	1
460	к концу	1	1
461	не выходя	1	1
462	заметить что	2	1
463	уходят в	2	1
464	литературу но	1	1
465	же достаточно	1	1
466	можно рассматривать	1	1
467	более позднее	1	1
468	входят в	1	1
469	здесь возможны	1	1
470	в каком	1	1
471	известной степени	2	1
472	здесь совершенно	1	1
473	ли не	3	1
474	уже было	1	1
475	здесь пока	1	1
476	все еще	1	1
477	оно не	2	1
478	и это	1	1
479	и стали	1	1
480	но по	1	1
481	в виду	2	1
482	говоря уже	2	1
483	реальной действительности	1	1
484	только то	1	1
485	в себя	5	1
486	на том	2	1
487	не трудно	1	1
488	сказки где	1	1
489	здесь как	1	1
490	общения с	3	1
491	и социальные	1	1
492	строго говоря	2	1
493	основана на	1	1
494	не учитывать	1	1
495	собой и	1	1
496	образом в	1	1
497	но здесь	1	1
498	сводится к	5	1
499	немедленно после	1	1
500	имеет право	1	1
501	а также	8	1
502	сказки уже	1	1
503	внимание на	4	1
504	при котором	1	1
505	а сказка	1	1
506	с соответствующими	1	1
507	в значительной	2	1
508	должно было	1	1
509	не событиям	1	1
510	тем или	1	1
511	и требует	2	1
512	важный вопрос	1	1
513	строится на	1	1
514	них в	2	1
515	историю однако	1	1
516	волшебной сказке	2	1
517	героический эпос	1	1
518	герой в	1	1
519	уходит в	1	1
520	в формах	1	1
521	в тексте	2	1
522	или же	1	1
523	и ее	2	1
524	от целого	1	1
525	на своем	1	1
526	до наших	1	1
527	к работе	2	1
528	когда отец	1	1
529	оказывается в	1	1
530	акта рассказывания	1	1
531	своего рода	8	1
532	только на	1	1
533	ее а	1	1
534	которых можно	1	1
535	за ним	1	1
536	эмпиризма и	1	1
537	истории этого	1	1
538	слова в	2	1
539	сами по	2	1
540	в прошлом	1	1
541	в конце	1	1
542	у этих	1	1
543	друг друга	1	1
544	мы можем	1	1
545	как его	2	1
546	в соответствии	2	1
547	каждый из	1	1
548	героя а	1	1
549	этом отношении	1	1
550	одежду и	1	1
551	явно не	1	1
552	но она	1	1
553	момент в	1	1
554	не сообщает	1	1
555	на примере	1	1
556	этом пути	1	1
557	не обязательно	4	1
558	до известной	1	1
559	чем он	2	1
560	было и	1	1
561	же о	1	1
562	точке зрения	1	1
563	выступает в	1	1
564	только по	1	1
565	не было	7	1
566	в любой	1	1
567	может ли	1	1
568	быть только	1	1
569	с большей	1	1
570	ничем не	1	1
571	для подтверждения	1	1
572	такова задача	1	1
573	и требования	1	1
574	а своего	1	1
575	здесь имеет	1	1
576	тому как	3	1
577	фигурирует в	1	1
578	уже о	2	1
579	на который	1	1
580	что во	1	1
581	сказки о	3	1
582	в иных	1	1
583	не удается	1	1
584	до современности	1	1
585	чем то	1	1
586	такого рода	4	1
587	от сказки	1	1
588	или иного	1	1
589	когда она	1	1
590	да и	1	1
591	как нельзя	1	1
592	и более	1	1
593	в изучении	1	1
594	этого слова	1	1
595	с некоторым	1	1
596	своего труда	1	1
597	этом случае	1	1
598	природу и	1	1
599	и оно	1	1
600	в сказках	2	1
601	пока еще	6	1
602	ранних стадиях	1	1
603	тому или	1	1
604	многие из	1	1
605	при таком	1	1
606	котором он	2	1
607	в результате	1	1
608	которая в	1	1
609	хотя и	2	1
610	или иным	1	1
611	к художественной	1	1
612	и все	2	1
613	у них	1	1
614	или нет	1	1
615	в большей	1	1
616	здесь носит	1	1
617	она же	1	1
618	в мировом	1	1
619	тех или	1	1
620	или не	1	1
621	текстов из	1	1
622	хотя в	2	1
623	лежит в	1	1
624	на фольклор	1	1
625	в системе	1	1
626	здесь только	1	1
627	нами не	1	1
628	несмотря на	1	1
629	именно здесь	1	1
630	не говоря	2	1
631	для каждой	1	1
632	быть признано	1	1
633	их с	1	1
634	только о	1	1
635	к числу	1	1
636	таким же	1	1
637	себе не	3	1
638	этот термин	1	1
639	во всяком	2	1
640	также не	1	1
641	в роли	1	1
642	это понятие	3	1
643	событий в	1	1
