N	2gram	Tiupa_Hudo_2	Myshleni
1	мышления и	1	40
2	точки зрения	2	26
3	в том	15	24
4	и в	28	23
5	том что	19	21
6	с точки	2	18
7	в этом	13	17
8	того чтобы	4	17
9	то что	6	17
10	не только	11	16
11	так же	3	16
12	того что	1	15
13	для того	4	15
14	как и	11	14
15	может быть	8	14
16	но и	9	14
17	в его	11	14
18	что в	5	14
19	не может	4	12
20	об отношении	1	12
21	представляет собой	1	11
22	сказать что	2	11
23	как бы	5	11
24	с другой	3	10
25	прежде всего	3	10
26	и с	6	9
27	между тем	8	9
28	в качестве	4	9
29	одной стороны	3	9
30	другой стороны	1	9
31	вместе с	2	9
32	и не	18	9
33	не является	2	9
34	ребенка в	1	8
35	то же	6	8
36	мысли к	1	8
37	заключается в	1	8
38	в ходе	1	8
39	нас к	1	8
40	самого начала	1	8
41	в основе	2	8
42	с самого	1	8
43	и на	3	8
44	с одной	3	8
45	мы не	1	7
46	по отношению	7	7
47	как уже	2	7
48	в самом	5	7
49	в этой	5	7
50	в другом	2	7
51	в то	6	7
52	и ее	3	7
53	так как	1	7
54	что он	8	7
55	отношению к	7	7
56	же как	2	6
57	в сущности	1	6
58	все это	3	6
59	столь же	3	6
60	независимо от	1	6
61	в себе	9	6
62	в силу	1	6
63	лишь в	2	6
64	и тем	1	6
65	с этой	1	6
66	мысли и	2	6
67	и его	5	6
68	о том	12	6
69	учения о	1	6
70	все время	3	6
71	только в	4	6
72	тем что	6	6
73	от того	1	6
74	именно в	2	6
75	потому что	2	6
76	между собой	1	5
77	бы в	1	5
78	перед нами	11	5
79	но в	2	5
80	то время	1	5
81	он не	4	5
82	и более	1	5
83	а затем	1	5
84	представить себе	1	5
85	если бы	6	5
86	тем самым	2	5
87	по себе	1	5
88	тому что	4	5
89	мысли в	1	5
90	по своей	1	5
91	как мы	2	5
92	и т.д	2	5
93	и что	1	5
94	можно сказать	6	5
95	так и	8	5
96	слова и	1	5
97	и все	7	5
98	из этого	1	5
99	в своих	1	5
100	функции в	1	4
101	в котором	6	4
102	высшей степени	1	4
103	время как	1	4
104	с его	5	4
105	но не	4	4
106	как в	5	4
107	и к	2	4
108	все эти	1	4
109	что она	7	4
110	при этом	11	4
111	отношений между	1	4
112	их в	1	4
113	что все	3	4
114	было бы	3	4
115	со всей	2	4
116	в своей	6	4
117	не столько	2	4
118	не в	13	4
119	этом отношении	1	4
