N	2gram	Tiupa_Disk_2	Dialekti
1	не есть	1	40
2	и не	15	30
3	и есть	1	19
4	а не	14	18
5	ничего не	1	17
6	может быть	16	17
7	то что	5	16
8	стало быть	1	15
9	и в	16	15
10	как бы	4	14
11	точки зрения	4	14
12	того что	1	13
13	это не	3	12
14	в этом	16	11
15	говорить о	2	11
16	в том	8	11
17	прежде всего	7	11
18	не может	9	11
19	и все	3	11
20	том что	10	10
21	в основе	4	10
22	потому что	4	10
23	с ее	2	10
24	это и	1	9
25	то же	6	9
26	мы не	1	9
27	с точки	2	9
28	и что	1	9
29	уже не	3	9
30	все это	2	9
31	в чем	1	8
32	не в	3	8
33	в себе	19	8
34	не только	10	8
35	ни в	7	8
36	и это	2	8
37	и ее	3	8
38	должна быть	2	7
39	не просто	1	7
40	как и	16	7
41	по крайней	1	7
42	и его	3	7
43	только в	3	7
44	крайней мере	1	7
45	что он	2	7
46	что в	5	7
47	перед нами	3	6
48	хотя и	1	6
49	в то	5	6
50	же время	5	6
51	что и	2	6
52	так что	1	6
53	вовсе не	1	6
54	и даже	1	6
55	в результате	2	6
56	сказать что	1	6
57	той же	2	5
58	мы имеем	2	5
59	в сущности	1	5
60	и на	5	5
61	с его	6	5
62	в своем	5	5
63	то в	1	5
64	в нем	7	5
65	есть не	1	5
66	в жизни	1	5
67	же это	1	5
68	в ней	2	5
69	я не	1	5
70	таким образом	1	5
71	о том	4	5
72	в себя	2	5
73	так и	9	5
74	можно сказать	3	5
75	именно в	2	5
76	не говорит	1	5
77	личности в	2	5
78	в меру	1	5
79	и для	2	5
80	но если	1	5
81	также и	3	4
82	или по	2	4
83	в этой	4	4
84	и как	3	4
85	с их	2	4
86	не как	1	4
87	в силу	1	4
88	подобно тому	2	4
89	то ни	1	4
90	и с	2	4
91	бытия и	2	4
92	она не	1	4
93	уже о	1	4
94	той или	3	4
95	еще не	6	4
96	в его	3	4
97	есть в	2	4
98	в одном	4	4
99	не о	2	4
100	отнюдь не	6	4
101	в особенности	1	4
102	тому как	2	4
103	личность как	1	4
104	но это	3	4
105	один из	1	4
106	или не	1	4
107	именно о	1	4
108	жизни и	3	4
109	но и	11	4
110	себя как	1	3
111	и то	4	3
112	чего не	3	3
113	со стороны	10	3
114	в истории	1	3
115	как в	8	3
116	когда он	1	3
117	и наконец	3	3
118	но в	11	3
119	все эти	3	3
120	личности но	1	3
121	одной и	1	3
122	на этом	1	3
123	об этом	1	3
124	в данном	7	3
125	можно только	1	3
126	в своей	6	3
127	и той	1	3
