N	3gram	Propp_Isto_6	StatiiOP
1	в том что	5	11
2	не может быть	3	5
3	то время как	3	4
4	во всяком случае	2	4
5	с другой стороны	8	4
6	о том что	4	4
7	в то время	3	4
8	с тем что	1	3
9	не только в	4	3
10	на то что	1	3
11	но это не	1	3
12	потому что он	2	2
13	важно отметить что	1	2
14	но и в	2	2
15	и тем не	1	2
16	до сих пор	4	2
17	с одной стороны	7	2
18	тем что в	1	2
19	но все же	2	2
20	мы имеем в	4	2
21	а с другой	1	2
22	в том смысле	1	2
23	тем не менее	1	2
24	независимо от того	1	2
25	и т д	8	2
26	можно сказать что	1	1
27	а иногда и	1	1
28	в прямом смысле	1	1
29	из этих двух	1	1
30	есть и такие	1	1
31	но так как	3	1
32	более или менее	1	1
33	но то что	1	1
34	того или другого	1	1
35	в одной из	1	1
36	то же можно	1	1
37	о котором говорилось	1	1
38	том что он	1	1
39	очень часто в	1	1
40	вместе с тем	3	1
41	и не потому	1	1
42	можно было бы	2	1
43	отличается тем что	1	1
44	с этой точки	1	1
45	вместе с ним	1	1
46	у нас но	1	1
47	и мн др	1	1
48	не потому что	1	1
49	в своих целях	2	1
50	сих пор мы	2	1
51	сказывается и в	1	1
52	но в целом	1	1
53	того что в	1	1
54	в некоторых случаях	2	1
55	котором говорилось выше	1	1
56	так или иначе	1	1
57	и сам он	1	1
58	в этом направлении	1	1
59	пор мы не	1	1
60	и при помощи	1	1
61	примеры показывают что	1	1
62	в свое время	1	1
63	к отказу от	1	1
64	этой точки зрения	1	1
65	же можно сказать	2	1
66	таким образом в	1	1
67	от того что	1	1
68	том смысле что	1	1
69	не означает что	1	1
70	одной стороны он	1	1
71	так как в	1	1
72	на эти вопросы	1	1
73	что у него	1	1
74	речь идет о	1	1
75	не менее в	1	1
76	для того чтобы	1	1
77	что в ней	1	1
78	как мы видели	2	1
