N	2gram	Vinokur_Ku_2	Myslijsy
1	потому что	25	33
2	то что	9	29
3	может быть	15	26
4	таким образом	5	24
5	в этом	18	23
6	в том	19	23
7	и в	23	23
8	в слове	1	22
9	и не	16	18
10	что в	10	17
11	в языке	10	16
12	при этом	2	15
13	только в	5	15
14	то же	6	14
15	в себе	1	14
16	как и	2	14
17	того что	3	14
18	так как	15	14
19	для нас	4	14
20	если бы	12	13
21	не было	4	12
22	а не	10	12
23	том что	11	12
24	что я	4	11
25	не в	8	11
26	по себе	10	11
27	но и	7	11
28	не может	9	11
29	что слово	3	10
30	по отношению	1	10
31	не только	20	10
32	для меня	1	10
33	мы можем	1	10
34	тем что	3	10
35	что мы	6	10
36	и потому	2	10
37	между тем	6	9
38	не есть	1	9
39	мы не	1	8
40	в своем	2	8
41	но в	11	8
42	было бы	15	8
43	тогда когда	1	8
44	о том	1	8
45	сказать что	4	8
46	и т	39	7
47	мы говорим	2	7
48	очевидно что	2	7
49	как в	3	7
50	с этим	3	7
51	что это	7	7
52	на то	4	7
53	в нем	4	7
54	в силу	7	7
55	что такое	3	7
56	это не	6	7
57	что язык	1	7
58	и что	8	7
59	что и	3	7
60	язык есть	1	7
61	вовсе не	9	7
62	с тем	2	7
63	могут быть	4	7
64	этого слова	5	7
65	что если	2	6
66	независимо от	1	6
67	и к	1	6
68	в которой	1	6
69	в лес	1	6
70	известно что	1	6
71	того как	2	6
72	когда мы	1	6
73	так и	4	6
74	тех пор	2	6
75	что не	6	6
76	заметить что	1	6
77	до тех	1	6
78	для того	9	6
79	в ряду	1	6
80	такой степени	1	6
81	вместе с	5	6
82	тем и	1	6
83	и то	5	5
84	есть нечто	1	5
85	говорить о	4	5
86	не то	2	5
87	хотя и	4	5
88	бы и	4	5
89	как бы	4	5
90	должно быть	4	5
91	по крайней	6	5
92	не менее	7	5
93	не имеет	4	5
94	образом в	2	5
95	такие же	1	5
96	внимание на	1	5
97	находится в	1	5
98	к нему	2	5
99	крайней мере	6	5
100	так что	1	5
101	есть в	3	5
102	уже в	3	5
103	только тогда	1	5
104	в его	5	5
105	для него	1	5
106	само по	5	5
107	что же	5	5
108	слова и	5	5
109	этом случае	2	5
110	все это	5	5
111	тем более	1	5
112	язык не	2	5
113	а в	3	5
114	одно слово	1	5
115	таким же	2	5
116	во всяком	5	5
117	сам по	1	4
118	только потому	8	4
119	есть не	1	4
120	и о	4	4
121	предположить что	1	4
122	что как	1	4
123	могли бы	2	4
124	что все	5	4
125	и с	7	4
126	и тем	5	4
127	мы имеем	5	4
128	между собою	1	4
129	точки зрения	14	4
130	в котором	1	4
131	сих пор	1	4
132	тем не	6	4
133	т п	24	4
134	и более	2	4
135	в то	4	4
136	на котором	1	4
137	того чтобы	11	4
138	это слово	4	4
139	в каком	4	4
140	если же	1	4
141	быть может	1	4
142	на вопрос	1	4
143	можно сказать	4	4
144	что он	5	4
145	хотя бы	9	4
146	то и	3	4
