N	2gram	Losev_Prob_1	FransuaR
1	и в	32	41
2	то есть	33	24
3	мы уже	5	18
4	во всех	7	17
5	таким образом	6	17
6	в нем	13	16
7	и с	2	16
8	и его	3	13
9	но и	9	13
10	в этом	19	12
11	как мы	7	12
12	все эти	8	11
13	все это	7	11
14	в самом	6	10
15	не только	17	10
16	так как	11	10
17	прежде всего	10	10
18	то что	42	10
19	и на	8	9
20	кроме того	2	9
21	во время	1	9
22	о том	11	9
23	здесь в	3	9
24	и все	7	9
25	здесь и	1	8
26	в сущности	2	8
27	но в	14	8
28	в этой	10	8
29	никогда не	7	8
30	и до	2	7
31	в них	7	7
32	как и	3	7
33	том что	12	7
34	в его	6	7
35	вовсе не	35	7
36	как бы	14	7
37	что в	12	7
38	также и	11	6
39	например в	2	6
40	в году	1	6
41	в то	6	6
42	один из	4	6
43	мы видим	2	6
44	вместе с	2	6
45	или в	4	6
46	сказать что	13	6
47	что он	7	6
48	с его	2	5
49	в ее	3	5
50	в своем	5	5
51	что это	3	5
52	в себе	15	5
53	то же	10	5
54	той же	1	5
55	но он	3	5
56	тем что	7	5
57	так и	12	5
58	и что	9	5
59	а также	4	5
60	в литературе	4	5
61	из них	3	5
62	между собою	7	5
63	так же	9	5
64	одним из	1	4
65	того же	3	4
66	самом деле	6	4
67	конечно и	1	4
68	он был	1	4
69	как в	4	4
70	и как	6	4
71	в другом	1	4
72	не в	4	4
73	даже в	1	4
74	в основе	1	4
75	того чтобы	9	4
76	все же	1	4
77	у нас	14	4
78	и образ	1	4
79	и вообще	4	4
80	с ним	3	4
81	все время	2	4
82	тот же	1	4
83	именно на	3	4
84	уже в	3	4
85	в результате	2	4
86	в котором	5	4
87	и даже	11	4
88	с другой	3	4
89	именно в	4	4
90	и от	1	4
91	о котором	1	4
92	а в	4	4
93	не может	8	4
94	говорили о	1	3
95	он сам	2	3
96	первый план	1	3
97	в чем	3	3
98	мы будем	2	3
99	в голове	1	3
100	в одной	1	3
101	с этим	3	3
102	перед нами	5	3
103	в первом	2	3
104	земля и	1	3
105	при этом	6	3
106	и сам	1	3
107	связанных с	1	3
108	с другими	2	3
109	было бы	8	3
110	на первый	2	3
111	и их	1	3
112	нас не	2	3
113	уже сказали	1	3
114	потому что	16	3
115	только с	1	3
116	этом отношении	1	3
117	есть только	8	3
118	говорили что	2	3
119	никак не	4	3
120	до сих	3	3
121	к нему	3	3
122	во втором	1	3
123	в него	2	3
