N	2gram	Vygotskiy__5	Istorich
1	что он	17	24
2	и т	7	19
3	не только	16	18
4	т д	3	18
5	может быть	11	17
6	мы имеем	8	15
7	и в	30	15
8	никогда не	9	15
9	так как	9	14
10	но и	6	14
11	так же	13	13
12	знаем что	2	12
13	что в	24	12
14	то что	37	12
15	а в	4	12
16	в этом	14	11
17	об этом	3	11
18	в этих	3	11
19	мы знаем	2	11
20	и не	6	11
21	то же	7	10
22	что они	5	10
23	еще не	5	9
24	все же	7	9
25	в другом	3	9
26	с тем	8	9
27	и здесь	6	9
28	потому что	23	9
29	он не	3	8
30	связи с	2	8
31	один из	5	8
32	мы увидим	9	8
33	мы можем	7	8
34	мы видим	8	8
35	в нем	7	7
36	таким образом	20	7
37	том что	21	7
38	не в	8	7
39	ничего не	2	7
40	смерти и	1	7
41	вместе с	12	7
42	сих пор	5	7
43	связана с	1	6
44	то это	4	6
45	но в	5	6
46	что это	8	6
47	и что	23	6
48	в его	4	6
49	что и	3	6
50	мы уже	6	6
51	так что	3	6
52	до сих	5	6
53	как бы	19	6
54	в том	27	6
55	только в	5	6
56	же как	2	5
57	и есть	5	5
58	что герой	3	5
59	представляет собой	1	5
60	как в	3	5
61	с этим	2	5
62	и наконец	3	5
63	имеем в	1	5
64	что она	6	5
65	но все	2	5
66	было бы	5	5
67	в котором	2	5
68	в русской	1	5
69	на него	1	5
70	видим что	3	5
71	что при	3	5
72	можно было	3	5
73	так и	3	5
74	она не	1	5
75	к нему	1	5
76	в одном	2	5
77	прежде всего	4	5
78	а не	8	5
79	не может	9	5
80	этом случае	2	5
81	к тому	8	5
82	что эти	2	4
83	в ней	4	4
84	и на	3	4
85	в одной	2	4
86	в себе	5	4
87	все эти	2	4
88	в этой	5	4
89	при этом	8	4
90	они должны	1	4
91	и с	2	4
92	показывает что	3	4
93	вопрос о	3	4
94	но он	3	4
95	но они	1	4
96	того как	2	4
97	для нас	3	4
98	о нем	1	4
99	другими словами	1	4
100	или на	2	4
101	что здесь	3	4
102	с одной	12	4
103	его и	1	4
104	у нее	1	4
105	у него	3	4
106	тем что	6	4
107	и др	1	4
108	но это	1	4
109	как она	4	4
110	мы должны	3	4
111	одной из	1	4
112	и другие	3	4
113	мы не	3	3
114	установить что	1	3
115	он был	2	3
116	видели что	1	3
117	что ее	1	3
118	когда он	5	3
119	увидим что	9	3
120	он в	2	3
121	из этих	3	3
122	в очень	1	3
123	как он	2	3
124	на то	17	3
125	и почему	2	3
126	говорит что	6	3
127	должен был	4	3
128	не мог	1	3
129	в их	3	3
130	когда она	3	3
131	выше мы	1	3
132	и его	6	3
133	как будто	6	3
134	и это	8	3
135	но по	1	3
136	в каких	1	3
137	в себя	2	3
138	так в	3	3
139	мог бы	2	3
140	о том	10	3
141	после того	1	3
142	того что	8	3
143	в качестве	2	3
144	по отношению	2	3
145	в состоянии	3	3
146	в других	1	3
147	представляют собой	2	3
148	превращаться в	1	3
149	одной стороны	12	3
150	что мы	11	3
151	как это	7	3
152	предположить что	2	3
153	тому как	1	3
154	все это	2	3
155	отношению к	1	3
156	можно привести	1	3
157	например в	1	2
158	самом деле	8	2
159	на самом	2	2
160	же явление	1	2
161	к таким	1	2
162	показать что	12	2
163	они никогда	1	2
164	делают его	1	2
165	нам понять	1	2
166	и для	6	2
167	в сущности	12	2
168	что иное	2	2
169	ни один	2	2
170	хотя бы	3	2
171	для наших	1	2
172	и то	9	2
173	в которых	2	2
174	иное как	2	2
175	во всех	2	2
176	то мы	1	2
177	но не	7	2
178	не все	1	2
179	не просто	1	2
180	его на	2	2
181	дает нам	1	2
182	он делает	1	2
183	перед нами	2	2
184	не сам	1	2
185	но его	2	2
186	в которой	3	2
187	тому же	1	2
188	на его	3	2
189	главным образом	1	2
190	так сказать	1	2
191	он должен	8	2
192	состоит в	3	2
193	человеческого тела	1	2
194	в силу	3	2
195	и если	6	2
196	сказал что	1	2
197	человека в	3	2
198	могла бы	1	2
199	а затем	2	2
200	и может	1	2
201	из них	2	2
202	той же	3	2
203	на этой	1	2
204	это не	3	2
205	и дает	1	2
206	не соответствует	1	2
207	в жизни	1	2
208	ни в	3	2
209	он является	2	2
210	как и	6	2
211	нигде не	1	2
212	мы видели	1	2
213	перейдем к	2	2
214	в эту	1	2
215	во время	1	2
216	и ее	1	2
217	представление о	1	2
218	он дает	2	2
219	и эти	1	2
220	их в	1	2
221	и герой	2	2
222	с которой	2	2
223	почти никогда	1	2
224	самого начала	3	2
225	одна из	3	2
226	и именно	4	2
227	иметь в	3	2
228	на котором	1	2
229	в русском	1	2
230	другой стороны	5	2
231	вместо того	1	2
232	здесь нет	1	2
233	только с	1	2
234	был бы	5	2
235	же мы	1	2
236	в нее	2	2
237	к себе	1	2
238	мы в	1	2
239	когда мы	6	2
240	могут быть	8	2
241	составить предмет	1	2
242	бы составить	1	2
243	он видит	2	2
244	того чтобы	20	2
245	с ее	1	2
246	в виду	4	2
247	действующие лица	4	2
248	здесь не	1	2
249	на другой	1	2
250	совершенно ясно	7	2
251	и говорит	3	2
252	уже с	1	2
253	с самого	3	2
254	приводит к	2	2
255	дано в	1	2
256	и когда	9	2
257	что у	3	2
258	тело на	1	2
259	подойти к	1	2
260	часто в	1	2
261	это только	3	2
262	что под	1	2
263	в разных	1	2
264	находится в	2	2
265	впоследствии когда	1	2
266	другом месте	1	2
267	мы могли	4	2
268	с другой	9	2
269	что эта	4	2
270	к ней	1	2
271	в него	4	2
272	оказывается что	1	2
273	на которой	1	2
274	в новой	1	2
275	с ними	1	2
276	и так	2	2
277	наших целей	1	2
278	уже в	6	2
279	в нашей	2	2
280	при помощи	1	2
281	дает ему	2	2
282	он имеет	1	2
283	и их	1	2
284	слова в	1	2
285	себе палец	1	2
286	заметить что	1	2
287	тут же	1	2
288	в руки	1	2
289	и только	3	2
290	не было	1	2
291	именно в	6	2
292	здесь в	1	2
293	следовательно не	1	2
294	а с	5	2
295	себя и	2	2
296	его из	1	2
297	в некоторых	1	2
298	что им	1	2
299	превращается в	1	2
300	нет ничего	1	2
301	смысле этого	1	2
302	и пусть	1	2
303	что весь	2	2
304	да и	1	2
305	по существу	2	2
306	показывают что	1	2
307	о его	1	2
308	на смерть	1	2
309	это явление	1	2
310	мы рассмотрим	1	2
311	и часто	1	2
312	много но	1	2
313	совершается в	1	2
314	или в	6	2
315	чтобы понять	1	2
316	будто бы	1	2
317	не знает	2	2
318	сказать что	9	2
319	на один	1	2
320	не что	2	2
321	говорили о	1	1
322	имеет характер	1	1
323	сам по	3	1
324	он может	1	1
325	в стороне	1	1
326	это и	2	1
327	которая вообще	1	1
328	ко всем	1	1
329	почти не	2	1
330	это очень	2	1
331	когда человек	1	1
332	или по	1	1
333	из его	1	1
334	она все	2	1
335	выражается в	1	1
336	едва ли	2	1
337	в зависимости	6	1
338	то самое	1	1
339	и за	1	1
340	по его	3	1
341	и могут	1	1
342	несомненной связи	1	1
343	а как	2	1
344	есть не	4	1
345	и о	3	1
346	бы что	1	1
347	из своих	1	1
348	героя но	1	1
349	целью вызвать	1	1
350	но она	2	1
