N	3gram	Voloshinov_1	Literetu
1	в том что	2	11
2	состоит в том	1	5
3	в отличие от	1	5
4	в хх веке	1	5
5	то же время	1	5
6	в то же	1	5
7	в данном случае	2	4
8	в связи с	1	4
9	в конечном счете	1	4
10	прежде всего в	1	3
11	с этой точки	1	3
12	этой точки зрения	1	3
13	может быть это	1	3
14	по отношению к	3	2
15	подобно тому как	1	2
16	с точки зрения	5	2
17	в этом отношении	1	2
18	ту или иную	1	2
19	с одной стороны	2	2
20	чуть ли не	1	2
21	тем не менее	1	2
22	мы чувствуем что	1	1
23	в другом месте	1	1
24	автора героя и	2	1
25	литературного произведения как	1	1
26	только потому что	1	1
27	в последнее время	1	1
28	предстает не как	1	1
29	иметь в виду	1	1
30	на самом деле	1	1
31	на то что	1	1
32	в зависимости от	2	1
33	между тем как	1	1
34	можно было бы	1	1
35	эстетический объект и	2	1
36	но в то	1	1
37	если говорить о	1	1
38	в самом деле	2	1
39	а также и	1	1
40	но может быть	1	1
41	автора и его	1	1
42	а не как	1	1
43	тех пор пока	3	1
44	с другой стороны	2	1
45	не может быть	4	1
46	не мог бы	1	1
47	только то что	1	1
48	ничего общего с	2	1
49	существует как бы	1	1
50	до тех пор	4	1
51	далеко не всегда	1	1
52	с самого начала	2	1
53	собственно говоря и	1	1
54	не только на	1	1
55	но не менее	1	1
56	тех или иных	1	1
57	появляется и у	1	1
