N	2gram	Tiupa_Hudo_1	Myshleni
1	в том	18	42
2	том что	8	35
3	таким образом	3	25
4	в этом	11	24
5	точки зрения	10	24
6	в качестве	24	21
7	и в	19	20
8	что в	6	19
9	заключается в	2	18
10	в основе	4	17
11	то же	10	16
12	не только	16	15
13	то что	4	15
14	что они	1	14
15	мышления и	1	14
16	как мы	1	13
17	в их	5	12
18	при этом	13	12
19	может быть	14	12
20	с другой	7	12
21	потому что	3	12
22	с точки	3	11
23	в его	9	11
24	так же	2	11
25	этого слова	2	11
26	в целом	3	11
27	и то	4	10
28	на основе	2	10
29	в истории	1	10
30	в себе	9	10
31	в отношении	3	10
32	того что	4	10
33	мы видим	1	10
34	только в	5	10
35	если мы	2	10
36	так как	1	10
37	того же	2	9
38	и другие	2	9
39	могли бы	1	9
40	и как	3	9
41	как и	2	9
42	между тем	4	9
43	что и	2	9
44	тот же	1	9
45	с одной	2	9
46	слова в	2	9
47	одной стороны	2	9
48	как это	5	9
49	те и	1	9
50	другой стороны	5	9
51	но и	10	9
52	и тем	2	8
53	было бы	1	8
54	этом смысле	3	8
55	и что	3	8
56	вместе с	1	8
57	и не	15	8
58	в результате	1	8
59	в своей	5	7
60	и более	2	7
61	тем самым	4	7
62	могут быть	4	7
63	же самое	1	7
64	того чтобы	2	7
65	в собственном	1	7
66	тем что	1	7
67	а не	9	7
68	как бы	9	7
69	же как	1	6
70	в самом	5	6
71	той же	1	6
72	и на	2	6
73	тому же	1	6
74	одно и	3	6
75	те же	1	6
76	одного и	2	6
77	на каждом	1	6
78	по своей	7	6
79	к тому	4	6
80	в силу	1	6
81	его в	2	6
82	что он	3	6
83	не может	7	6
84	такого рода	10	6
85	и развития	1	6
86	слово в	1	6
87	сказать что	4	6
88	между собой	2	5
89	как в	2	5
90	перед нами	1	5
91	и к	3	5
92	в действительности	1	5
93	все эти	2	5
94	на то	1	5
95	это не	2	5
96	и того	2	5
97	в уме	1	5
98	и его	12	5
99	не является	4	5
100	никогда не	2	5
101	так и	11	5
102	если бы	3	5
103	о том	2	5
104	обе эти	1	5
105	для того	2	5
106	в частности	13	5
107	слова и	2	5
108	что такое	1	5
109	в сущности	1	4
110	в своем	2	4
111	как уже	2	4
112	в нашем	2	4
113	и те	1	4
114	ключ к	1	4
115	состоит в	16	4
116	с этой	1	4
117	на первый	1	4
118	в ходе	5	4
119	которые в	1	4
120	не в	7	4
121	тому что	2	4
122	на один	1	4
123	роль в	1	4
124	является не	1	4
125	из них	1	4
126	во всей	3	4
127	образом что	1	4
128	в области	6	4
129	по своему	2	4
130	обратимся к	1	4
131	и для	2	4
132	между ними	4	4
133	этой точки	1	4
134	идет о	1	3
135	на деле	3	3
136	в виду	5	3
137	столь же	1	3
138	в чем	2	3
139	тем как	1	3
140	а только	4	3
141	отнюдь не	2	3
142	говорит что	2	3
143	неизмеримо более	1	3
144	но в	7	3
145	в которой	2	3
146	представляет собой	10	3
147	в этой	2	3
148	на его	1	3
149	на этом	1	3
150	что все	1	3
151	со всеми	1	3
152	ни в	5	3
153	в этих	3	3
154	оно стало	1	3
155	нас к	1	3
156	не менее	3	3
157	же самую	1	3
158	и является	1	3
159	связи с	1	3
160	не могут	1	3
161	с логической	1	3
162	приводит к	5	3
163	должно быть	1	3
164	и поэтому	1	3
165	внимание на	1	3
166	один из	2	3
167	одной из	2	3
168	но не	11	3
169	в какой	2	3
170	себя в	7	3
171	так что	1	3
172	значения слов	1	3
173	слова не	1	3
174	в равной	2	3
175	не означает	1	3
176	со стороны	2	3
177	именно в	2	3
178	к которому	4	3
179	только к	1	3
180	в связи	1	3
181	одновременно с	1	3
182	этом случае	1	3
183	в условиях	1	3
184	к пониманию	1	3
185	отношений и	1	3
186	и от	1	3
187	не подлежит	1	3
188	бы в	1	3
189	точно так	1	3
190	говоря о	3	2
191	одним из	1	2
192	также и	1	2
193	же по	1	2
194	между двумя	2	2
195	ту же	1	2
196	свое место	1	2
197	едва ли	1	2
198	отношений которые	1	2
199	для построения	1	2
200	мы имеем	6	2
201	они могут	1	2
202	место в	4	2
203	между этими	1	2
204	к общему	1	2
205	он говорит	1	2
206	для других	1	2
207	отличие от	7	2
208	как говорит	3	2
209	по пути	4	2
210	привести к	1	2
211	из этих	3	2
212	во многих	1	2
213	в известном	1	2
214	не есть	1	2
215	в нем	5	2
216	раз в	1	2
217	содержит в	1	2
218	подобно тому	1	2
219	встречаются в	2	2
220	не первым	1	2
221	не бывает	1	2
222	в каждом	1	2
223	здесь мы	1	2
224	а затем	1	2
225	входит в	4	2
226	далеко не	2	2
227	в слове	3	2
228	в отличие	7	2
229	более сложные	1	2
230	их в	3	2
231	том же	1	2
232	в той	3	2
233	может служить	2	2
234	не имеет	1	2
235	на котором	1	2
236	не по	1	2
237	возникает на	1	2
238	мы встречаем	1	2
239	когда мы	1	2
240	ли не	1	2
241	предметов в	1	2
242	отличается от	2	2
243	и это	2	2
244	свою очередь	2	2
245	здесь не	2	2
246	еще не	3	2
247	и здесь	1	2
248	и т.д	3	2
249	настоящее время	1	2
250	а также	5	2
251	может не	1	2
252	к нему	3	2
253	в другой	1	2
254	вслед за	1	2
255	у одного	2	2
256	языка мы	1	2
257	образов и	1	2
258	и развитием	1	2
259	но как	2	2
260	по типу	1	2
261	от одной	1	2
262	от понятия	1	2
263	для него	4	2
264	представить себе	1	2
265	тогда как	13	2
266	у него	1	2
267	случае не	2	2
268	в каком	2	2
269	с той	1	2
270	а с	2	2
271	прежде всего	4	2
272	с которым	1	2
273	если не	1	2
274	в данном	4	2
275	что это	1	2
276	тому как	1	2
277	логической точки	1	2
278	даже в	3	2
279	числе и	1	2
280	но для	1	2
281	в следующей	1	2
282	в настоящее	1	2
283	и т.п	4	2
284	а в	12	2
285	нам не	1	2
286	в свою	3	2
287	не знает	3	2
288	поведения в	1	2
289	видим в	2	2
290	в таком	1	2
291	том числе	2	2
292	они не	1	2
293	и наиболее	1	1
294	например в	3	1
295	в сфере	1	1
296	самой себе	1	1
297	человека и	1	1
298	себе этот	1	1
299	и есть	1	1
300	способно привести	1	1
301	отношения между	1	1
302	нас на	1	1
303	и больше	2	1
304	которыми он	1	1
305	а как	1	1
306	который в	2	1
307	и открывает	1	1
308	самые разнообразные	1	1
309	первобытных людей	1	1
310	по произволу	1	1
311	значении в	1	1
312	о законе	2	1
313	время от	1	1
314	устанавливает между	1	1
315	совпадает с	2	1
316	говорить о	3	1
317	что иное	1	1
318	я не	2	1
319	этим словом	1	1
320	оно состоит	1	1
321	и со	1	1
322	что можно	3	1
323	которое в	1	1
324	собой в	1	1
325	проявляет себя	2	1
326	иное как	1	1
327	бы то	1	1
328	во всех	3	1
329	как правило	2	1
330	не входит	2	1
331	одном и	1	1
332	не все	2	1
333	если в	1	1
334	по отношению	9	1
335	не путем	1	1
336	быть так	1	1
337	а слова	1	1
338	оно является	1	1
339	друг от	1	1
340	и я	1	1
341	на смену	1	1
342	в акте	3	1
343	внутри себя	1	1
344	зрения логики	1	1
345	ином отношении	1	1
346	имеет в	1	1
347	силе и	1	1
348	то в	2	1
349	смысла слова	1	1
350	отношение как	1	1
351	наличие соответствующих	1	1
352	бы не	1	1
353	степени и	1	1
354	животного в	1	1
355	отношение между	1	1
356	на стадии	1	1
357	своеобразная особенность	1	1
