N	3gram	Tiupa_Anal_1	Hudozhes
1	в том что	9	11
2	по отношению к	5	7
3	о том что	3	7
4	так и не	1	4
5	подобно тому как	3	4
6	то же время	6	4
7	на наш взгляд	6	4
8	в то же	8	4
9	к тому что	1	4
10	в самом деле	2	3
11	не может быть	16	3
12	как и в	1	3
13	в конечном счете	4	3
14	с одной стороны	3	3
15	для того чтобы	3	3
16	в соответствии с	1	3
17	состоит в том	3	2
18	а не в	3	2
19	составляет своего рода	2	2
20	дело не только	1	2
21	о том как	1	2
22	с точки зрения	4	2
23	только в том	1	2
24	до сих пор	1	2
25	и т п	3	2
26	в этой связи	1	2
27	в данном случае	2	2
28	то же самое	2	2
29	не более чем	4	2
30	как будто бы	1	2
31	того или иного	3	2
32	не только в	1	2
33	к тому же	4	2
34	и с возвращением	1	1
35	во времени или	1	1
36	не в состоянии	1	1
37	без другого не	1	1
38	обойтись без другого	1	1
39	да и в	1	1
40	нет и не	2	1
41	ни с какой	1	1
42	без другого я	1	1
43	но и самого	1	1
44	себя в другом	3	1
45	собою без другого	1	1
46	той или иной	6	1
47	по воле автора	1	1
48	внутреннего я во	1	1
49	остается всего лишь	1	1
50	но то что	1	1
51	как раз и	1	1
52	и все же	2	1
53	другого я должен	1	1
54	принимает на себя	1	1
55	найдя другого в	2	1
56	стать самим собою	1	1
57	в том случае	1	1
58	бы то ни	3	1
59	можно сказать на	1	1
60	между тем как	1	1
61	в этом отношении	2	1
62	самим по себе	1	1
63	присутствия в мире	1	1
64	же самое время	2	1
65	и не будет	1	1
66	том числе и	1	1
67	в то что	1	1
68	а с другой	1	1
69	с самим собой	1	1
70	то или иное	1	1
71	и просто с	1	1
72	в таком случае	3	1
73	только для того	1	1
74	в другом найдя	2	1
75	том случае если	1	1
76	я должен найти	1	1
77	внешнее и внутреннее	1	1
78	к нему следует	1	1
79	точка отсчета в	1	1
80	найти себя в	2	1
81	тейяра де шардена	1	1
82	во взаимоотражении во	1	1
83	взаимоотражении во взаимоприятии	1	1
84	другого в себе	2	1
85	себе во взаимоотражении	1	1
86	могу стать самим	1	1
87	и при этом	1	1
88	между тем в	1	1
89	не вызывает сомнений	1	1
90	имеем дело с	3	1
91	все же не	1	1
92	и дело не	1	1
93	несет в себе	1	1
94	не могу стать	1	1
95	как нам представляется	1	1
96	лишь в том	3	1
97	должен найти себя	1	1
98	я не могу	1	1
99	в себе во	1	1
100	с другой стороны	2	1
101	личности я не	1	1
102	точкой зрения и	1	1
103	самим собою без	1	1
104	тогда как сам	1	1
105	места времени и	1	1
106	могу обойтись без	1	1
107	образом а именно	1	1
108	собой один из	1	1
109	в первом случае	2	1
110	и в тексте	1	1
111	упускать из виду	1	1
112	лишь по отношению	1	1
113	и в самом	1	1
114	представляет собой один	1	1
115	это отнюдь не	1	1
116	рождается в точке	1	1
117	совершенно иного рода	1	1
118	другого не могу	1	1
119	не могу обойтись	1	1
120	и отношения между	1	1
121	в том числе	3	1
122	в котором по	1	1
123	целостного духовного самоопределения	1	1
124	и не наступает	1	1
125	мы имеем дело	4	1
126	вновь как и	1	1
127	в художественном тексте	1	1
128	другом найдя другого	2	1
