N	3gram	Vinokur_St_3	Vladivir
1	о вл соловьеве	1	7
2	о том что	4	7
3	в том что	11	7
4	в свое время	1	5
5	то что он	1	5
6	в этом смысле	4	4
7	что же касается	1	4
8	то же время	3	4
9	в году он	1	4
10	в течение всей	2	4
11	на то что	3	4
12	в то же	3	4
13	а иной раз	1	3
14	более или менее	1	3
15	в конце концов	3	3
16	с другой стороны	4	3
17	иной раз даже	1	3
18	не может быть	5	3
19	ответ на это	1	2
20	течение всей жизни	1	2
21	свидетельствуют о том	1	2
22	в этом письме	1	2
23	и в частности	1	2
24	то обстоятельство что	5	2
25	в том чтобы	2	2
26	не только в	3	2
27	в то время	4	2
28	в году в	1	2
29	и то обстоятельство	1	2
30	все это было	1	2
31	во всяком случае	4	2
32	к этому времени	1	2
33	что у него	1	2
34	можно сказать что	1	2
35	тем более что	2	2
36	можно судить по	1	2
37	тем не менее	2	2
38	для того чтобы	1	2
39	том что он	1	2
40	и т д	2	2
41	и в конце	1	1
42	одной стороны а	1	1
43	в том виде	1	1
44	в них все	1	1
45	сказать что он	1	1
46	на протяжении всей	1	1
47	того что в	1	1
48	потому что в	1	1
49	и той же	1	1
50	не говоря уже	1	1
51	в самом деле	1	1
52	в этой области	2	1
53	несколько слов о	1	1
54	в том же	1	1
55	вместе со своим	1	1
56	говорил что если	1	1
57	у него были	1	1
58	году он был	1	1
59	говоря уже о	1	1
60	ответить на вопрос	1	1
61	которого он не	1	1
62	виде в каком	1	1
63	вообще и в	1	1
64	об этом не	1	1
65	в значительной мере	1	1
66	к жизни и	1	1
67	вместе с тем	1	1
68	дело не в	1	1
69	как раз в	1	1
70	то время как	4	1
71	что он был	2	1
72	не потому что	1	1
73	течение всей его	1	1
74	с одной стороны	2	1
75	в связи с	3	1
76	то можно сказать	1	1
77	и в этом	2	1
78	а с другой	2	1
79	так или иначе	1	1
80	кроме того в	1	1
81	пушкина с его	1	1
82	хотя бы на	1	1
83	уважением и любовью	1	1
84	ни у одного	1	1
85	них ничего не	1	1
86	нет ни одного	1	1
87	том виде в	1	1
88	одной и той	1	1
89	и ни в	1	1
90	в этом же	1	1
91	заключается в том	2	1
92	начиная с года	1	1
93	в свою очередь	1	1
94	у него есть	2	1
95	стороны а с	1	1
96	так как в	1	1
97	с тем что	3	1
98	не только не	1	1
99	также и многочисленные	1	1
100	в известной степени	1	1
101	в своих воспоминаниях	1	1
102	но мне кажется	1	1
103	что он писал	1	1
104	но это не	3	1
105	к тому что	2	1
106	и больше ничего	1	1
107	такой факт как	1	1
108	по этому поводу	2	1
109	и далее но	1	1
110	и понятно почему	1	1
111	на то как	1	1
112	свой взгляд на	1	1
113	и с его	1	1
114	не только у	1	1
115	нужно считаться с	1	1
116	в этом отношении	4	1
