N	2gram	Propp_Russ_2	Myslijsy
1	потому что	5	33
2	то что	5	29
3	может быть	13	26
4	таким образом	6	24
5	в этом	11	23
6	в том	22	23
7	и в	29	23
8	и не	1	18
9	что в	22	17
10	при этом	6	15
11	только в	1	15
12	то же	4	14
13	как и	11	14
14	того что	3	14
15	так как	13	14
16	для нас	6	14
17	если бы	1	13
18	не было	2	12
19	а не	4	12
20	том что	22	12
21	не в	4	11
22	но и	8	11
23	не может	5	11
24	не только	10	10
25	тем что	3	10
26	и потому	1	10
27	между тем	3	9
28	мы не	6	8
29	то это	1	8
30	в своем	1	8
31	но в	5	8
32	было бы	3	8
33	тогда когда	4	8
34	о том	9	8
35	сказать что	1	8
36	и т	5	7
37	очевидно что	2	7
38	как в	7	7
39	с этим	2	7
40	что это	3	7
41	на то	1	7
42	в нем	1	7
43	это не	5	7
44	и что	5	7
45	что и	2	7
46	с тем	6	7
47	могут быть	2	7
48	этого слова	1	7
49	что если	1	6
50	независимо от	1	6
51	в которой	2	6
52	в лес	3	6
53	известно что	1	6
54	того как	2	6
55	когда мы	2	6
56	так и	1	6
57	заметить что	2	6
58	для того	6	6
59	вместе с	6	6
60	тем и	2	6
61	и то	2	5
62	говорить о	1	5
63	хотя и	1	5
64	как бы	18	5
65	так сказать	1	5
66	должно быть	2	5
67	не менее	2	5
68	с ним	1	5
69	не имеет	3	5
70	образом в	2	5
71	такие же	3	5
72	находится в	1	5
73	к нему	4	5
74	так что	4	5
75	есть в	2	5
76	не можем	2	5
77	уже в	1	5
78	только тогда	3	5
79	в его	1	5
80	для него	1	5
81	этом случае	6	5
82	все это	10	5
83	тем более	1	5
84	а в	9	5
85	таким же	1	5
86	во всяком	1	5
87	а между	1	4
88	и о	3	4
89	предположить что	4	4
90	что все	1	4
91	и с	10	4
92	его в	8	4
93	с другими	3	4
94	мы имеем	6	4
95	в котором	3	4
96	тем не	2	4
97	видно что	2	4
98	и более	1	4
99	в то	2	4
100	того чтобы	6	4
101	можно сказать	1	4
102	что он	1	4
103	представления в	1	4
104	то и	4	4
105	в одном	1	4
106	тогда как	2	4
107	только на	1	4
108	а именно	3	4
109	но есть	1	4
110	на основании	1	4
111	так же	4	4
112	в данном	6	4
113	и все	4	4
114	есть уже	1	4
115	только как	2	4
116	в таком	4	4
117	например в	1	3
118	человека и	1	3
119	на самом	2	3
120	переход от	2	3
121	и есть	1	3
122	и до	1	3
123	что эти	1	3
124	как скоро	1	3
125	мы уже	1	3
126	что между	1	3
127	которое в	2	3
128	еще не	6	3
129	и на	6	3
130	к слову	1	3
131	там где	2	3
132	в самом	1	3
133	все эти	3	3
134	так в	2	3
135	лица и	1	3
136	и если	1	3
137	т д	5	3
138	и по	3	3
139	образа и	1	3
140	в нее	1	3
141	на нее	6	3
142	не будет	1	3
143	от одного	1	3
144	в них	4	3
145	не всегда	3	3
146	но это	1	3
147	не от	1	3
148	в которых	4	3
149	их в	4	3
150	ее не	1	3
151	что есть	1	3
152	в науке	1	3
153	никогда не	2	3
154	связи с	2	3
155	до того	1	3
156	быть назван	1	3
157	что у	1	3
158	ту же	1	3
159	из одного	1	3
160	в виду	2	3
161	там же	12	3
162	связь между	2	3
163	и следовательно	1	3
164	с ними	1	3
165	этот вопрос	2	3
166	и так	1	3
167	с нею	1	3
168	уже не	4	3
169	при помощи	1	3
170	и других	3	3
171	себе в	1	3
172	всяком случае	1	3
173	именно в	4	3
174	и таким	1	3
175	кроме того	2	3
176	и другим	1	3
177	в этих	3	3
178	только что	1	3
179	и состоит	1	3
180	а как	1	2
181	как мы	3	2
182	что иное	2	2
183	мы и	1	2
184	в ней	1	2
185	и сами	1	2
186	иное как	2	2
187	и многие	2	2
188	в различных	1	2
189	этих случаях	4	2
190	тем как	1	2
191	значение и	1	2
192	к ним	1	2
193	и чем	1	2
194	эта связь	2	2
195	что по	4	2
196	его к	1	2
197	вопрос почему	1	2
198	чем больше	1	2
199	из этих	2	2
200	что так	1	2
201	во многих	9	2
202	то этим	1	2
203	что она	3	2
204	как оно	2	2
205	не следует	1	2
206	состоит в	15	2
207	доску и	1	2
208	влияние на	2	2
209	подобно тому	3	2
210	здесь мы	2	2
211	об этом	2	2
212	говорится о	1	2
213	чем в	2	2
214	в других	15	2
215	и при	2	2
216	содержание этих	1	2
217	в первый	1	2
