N	4gram	Losev_Prob_4	Dialekti
1	не что иное как	2	3
2	в том смысле что	1	3
3	в то время как	2	3
4	ни в каком случае	3	2
5	и т д и	1	2
6	если принять во внимание	1	2
7	т д и т	1	2
8	это не значит что	1	2
9	по крайней мере в	1	2
10	или по крайней мере	2	2
11	д и т д	1	2
12	не говоря уже о	1	2
13	есть не что иное	2	2
14	это нисколько не мешает	1	1
15	и говорить о том	1	1
16	то же самое мы	1	1
17	миф может существовать вне	1	1
18	и с точки зрения	3	1
19	это значит что всякий	1	1
20	поэтому чтобы не сбиться	1	1
21	и в то же	1	1
22	взятые сами по себе	1	1
23	интереснее всего то что	1	1
24	только они и являются	1	1
25	же самое мы должны	1	1
26	то это значит что	1	1
27	и вместе с тем	1	1
28	заключается в том что	1	1
29	в каком смысле не	2	1
30	тем не менее в	1	1
31	важно только то что	1	1
32	но в зависимости от	1	1
33	можно ли сказать что	1	1
34	нечего и говорить о	1	1
35	самое мы должны сказать	1	1
36	в каком случае не	3	1
37	до сих пор мы	1	1
38	на самом же деле	2	1
39	в том смысле как	1	1
40	не содержит в себе	1	1
41	несмотря ни на какие	1	1
42	по самой своей природе	1	1
43	говорить о том что	1	1
44	так же как и	1	1
45	сам по себе а	1	1
46	же в таком случае	1	1
47	и т д мы	1	1
48	ни в каком смысле	2	1
49	должны сказать и о	1	1
50	мы должны сказать и	1	1
51	в жизни и в	1	1
52	на очень высокой ноте	1	1
