N	3gram	Bakhtin_sl_2	Psycholo
1	для того чтобы	2	19
2	на то что	1	16
3	в том что	4	14
4	с одной стороны	5	12
5	в зависимости от	4	6
6	о том что	1	6
7	мы увидим что	1	6
8	до сих пор	2	5
9	с другой стороны	1	5
10	тот факт что	2	4
11	друг к другу	1	4
12	не только не	1	4
13	иметь в виду	1	3
14	в лучшем случае	1	3
15	в двух планах	1	3
16	с самого начала	1	3
17	и т п	33	3
18	и т д	2	3
19	в этом отношении	3	3
20	имеет дело с	1	2
21	в этом случае	6	2
22	может быть и	2	2
23	с точки зрения	3	2
24	на первый план	1	2
25	в отличие от	12	2
26	сами по себе	1	2
27	не только в	2	2
28	о которых мы	1	2
29	все то что	1	2
30	именно в том	1	2
31	не может быть	15	2
32	обстоит дело и	1	2
33	той или иной	5	2
34	для этого необходимо	1	2
35	том что она	1	1
36	и в сущности	2	1
37	том что в	1	1
38	в чем не	2	1
39	это не может	1	1
40	героя и в	1	1
41	которых мы говорили	1	1
42	прямо сказать что	2	1
43	в романе мы	1	1
44	от него и	1	1
45	того чтобы увидеть	1	1
46	по отношению к	4	1
47	более или менее	2	1
48	требует от нас	2	1
49	слова может быть	1	1
50	для наших целей	1	1
51	и все происходящие	1	1
52	совершается не в	1	1
53	том что он	1	1
54	влечет за собой	1	1
55	том что оно	1	1
56	то есть к	1	1
57	а в том	1	1
58	одной стороны и	3	1
59	и как он	1	1
60	следовательно не только	1	1
61	до известной степени	1	1
62	что он не	1	1
63	и не в	1	1
64	он никогда не	1	1
65	между языком и	3	1
66	в применении к	1	1
67	мы не можем	1	1
68	слов так как	1	1
69	действующих лиц и	1	1
70	в основе его	2	1
71	рядом с которой	1	1
72	как один из	1	1
73	не могут быть	2	1
74	то есть не	1	1
75	могут быть сведены	1	1
76	есть не только	1	1
77	стороны и между	1	1
78	и в романе	2	1
79	это и не	1	1
80	не только о	2	1
81	не может и	1	1
82	того или иного	1	1
83	в частности в	1	1
84	сих пор не	2	1
85	в русском языке	1	1
86	ни в чем	2	1
87	вовсе не обязательно	1	1
88	в нем нет	1	1
89	в свою очередь	2	1
90	в собственном смысле	3	1
91	те или иные	1	1
92	обстоит дело в	1	1
93	материал для своей	1	1
94	речь идет о	1	1
95	двух планах в	1	1
96	в целом ряде	1	1
97	в евгении онегине	1	1
98	мы видели что	1	1
99	никак не могут	1	1
100	и материала и	1	1
101	нем нет ни	1	1
102	в романах достоевского	1	1
103	во всем его	1	1
104	себя и свою	1	1
105	одна из самых	1	1
106	него те или	1	1
107	мы еще не	1	1
