N	3gram	Voloshinov_1	FransuaR
1	с точки зрения	6	3
2	все то что	2	3
3	так и в	1	3
4	в том что	1	3
5	дело в том	1	2
6	имеем в виду	1	2
7	в этом отношении	1	2
8	в большинстве случаев	3	2
9	можно было бы	1	2
10	же что и	1	2
11	таким образом и	1	2
12	бы оно ни	1	2
13	в его целом	2	2
14	оно ни было	1	2
15	мы имеем в	1	2
16	в свое время	1	2
17	и может быть	2	1
18	что иное как	1	1
19	на этом моменте	1	1
20	и связанные с	1	1
21	как и всегда	1	1
22	новых и новых	1	1
23	с его помощью	1	1
24	на самом деле	4	1
25	есть прежде всего	1	1
26	то же самое	1	1
27	мы уже знаем	1	1
28	и таким путем	1	1
29	на первый план	1	1
30	уже знаем что	1	1
31	не может иметь	1	1
32	как и с	1	1
33	по аналогии с	2	1
34	все же в	1	1
35	а в конце	1	1
36	со всех сторон	1	1
37	в применении к	1	1
38	не что иное	1	1
39	лишь абстрактный момент	1	1
40	как мы сказали	1	1
41	в данном случае	1	1
42	но именно этот	1	1
43	в году в	1	1
44	конечно никакому сомнению	1	1
45	со всеми его	1	1
46	характерно для всех	1	1
47	и в этом	2	1
48	о том что	2	1
49	в связи с	1	1
50	нет никаких оснований	2	1
51	по ту сторону	4	1
52	можно определить как	2	1
53	в разных местах	1	1
54	так как его	1	1
55	вместе с ним	1	1
56	во всяком случае	3	1
57	это и есть	1	1
58	в них и	1	1
59	с самого начала	4	1
60	нет ничего удивительного	1	1
61	и прежде всего	1	1
62	в этом смысле	3	1
63	подлежит конечно никакому	1	1
64	не подлежит конечно	1	1
65	и в чем	1	1
66	в этой плоскости	1	1
67	если отвлечься от	1	1
68	и с его	2	1
69	мы увидим что	1	1
