N	2gram	Nazirov_Vr_1	KulturaY
1	т е	3	38
2	в том	3	30
3	и в	8	24
4	потому что	1	23
5	том что	3	21
6	что в	7	17
7	было бы	1	15
8	в этом	8	14
9	точки зрения	2	14
10	может быть	4	13
11	все же	6	12
12	таким образом	2	12
13	и не	5	12
14	в его	3	12
15	в самом	1	10
16	не только	9	10
17	в силу	1	10
18	с точки	2	9
19	о том	4	9
20	того что	1	9
21	прежде всего	1	9
22	то что	7	9
23	уже не	2	8
24	то же	5	8
25	тем что	3	8
26	как раз	2	8
27	не может	2	7
28	это не	4	7
29	в них	2	7
30	не менее	2	7
31	связи с	3	7
32	так и	1	7
33	бы в	1	7
34	в качестве	1	7
35	с другой	1	7
36	с помощью	1	7
37	как бы	4	7
38	вместе с	2	7
39	в ней	4	6
40	при этом	4	6
41	что он	4	6
42	но и	7	6
43	именно в	1	6
44	что же	1	6
45	все это	4	6
46	другой стороны	1	6
47	еще не	2	5
48	но не	1	5
49	не просто	1	5
50	что это	1	5
51	и с	6	5
52	рядом с	2	5
53	по крайней	1	5
54	и его	3	5
55	в виду	4	5
56	с ним	4	5
57	и что	8	5
58	между тем	5	5
59	крайней мере	1	5
60	всяком случае	1	5
61	в той	2	5
62	целый ряд	4	5
63	этом отношении	1	5
64	а в	2	5
65	во всяком	1	5
66	того же	1	4
67	это и	1	4
68	с его	3	4
69	что они	1	4
70	как в	1	4
71	в целом	1	4
72	роль в	1	4
73	на то	3	4
74	в нем	6	4
75	тем не	1	4
76	тем самым	1	4
77	того как	1	4
78	иными словами	1	4
79	к себе	2	4
80	не есть	1	4
81	из них	2	4
82	до сих	1	4
83	в частности	1	4
84	с этим	1	4
85	сих пор	1	4
86	один из	1	4
87	же в	2	4
88	в этих	1	4
89	так же	4	4
90	и то	2	3
91	в котором	6	3
92	той же	1	3
93	ему нужно	1	3
94	и он	2	3
95	в истории	4	3
96	в связи	3	3
97	в своем	3	3
98	хотя и	1	3
99	что слово	1	3
100	в этой	2	3
101	в себе	2	3
102	а это	1	3
103	соответствии с	1	3
104	несмотря на	4	3
105	в их	1	3
106	представление о	1	3
107	это слово	1	3
108	в духе	1	3
109	ли не	1	3
110	свою очередь	1	3
111	не с	1	3
112	ясно что	1	3
113	том как	1	3
114	этом смысле	1	3
115	уже в	4	3
116	в одном	1	3
117	не было	5	3
118	в особенности	1	3
