N	3gram	Losev_Dial_1	Myslijsy
1	более или менее	3	8
2	сами по себе	1	7
3	во всяком случае	2	7
4	в том что	7	7
5	по крайней мере	4	5
6	тем не менее	1	5
7	а между тем	1	4
8	до сих пор	2	4
9	сам по себе	6	4
10	не было бы	2	4
11	то и другое	2	4
12	в то время	1	4
13	на то что	4	3
14	то время как	1	3
15	с одной стороны	2	3
16	по себе не	5	3
17	и т п	2	3
18	и т д	19	3
19	то все же	1	2
20	и может быть	1	2
21	а не с	1	2
22	а равно и	1	2
23	на самом деле	2	2
24	есть прежде всего	1	2
25	одно и то	4	2
26	только потому что	3	2
27	для того кто	1	2
28	или по крайней	2	2
29	не в том	1	2
30	с другой стороны	4	2
31	для того чтобы	1	2
32	то же время	4	2
33	само по себе	5	2
34	во всем этом	1	2
35	не может быть	3	2
36	с самого начала	1	2
37	в этом смысле	3	2
38	в то же	4	2
39	и то же	4	2
40	сама по себе	8	2
41	в сравнении с	1	2
42	что если бы	1	2
43	связаны между собою	1	1
44	тем же путем	1	1
45	в себе никаких	1	1
46	в душе а	1	1
47	мы говорим что	2	1
48	дело в том	1	1
49	и той же	1	1
50	но так как	1	1
51	что это не	1	1
52	имеет место в	1	1
53	это было бы	1	1
54	но даже и	1	1
55	есть такой же	1	1
56	т д и	2	1
57	а потому что	1	1
58	одной стороны и	2	1
59	что же касается	1	1
60	то прежде всего	1	1
61	друг от друга	1	1
62	мысли тем более	1	1
63	только в том	1	1
64	и то и	2	1
65	с теми которые	1	1
66	по себе и	2	1
67	потому что и	2	1
68	из того что	1	1
69	и это есть	1	1
70	но это не	1	1
71	может иметь много	1	1
72	а потом уже	2	1
73	отчет в том	1	1
74	бы она ни	1	1
75	себе не можем	1	1
76	и не в	1	1
77	и тем не	1	1
78	может и не	2	1
79	так а не	1	1
80	в жизни народов	1	1
81	я этого не	1	1
82	бы ни было	1	1
83	то к чему	1	1
84	имеет ничего общего	3	1
85	по сравнению с	2	1
86	между тем в	1	1
87	то что он	1	1
88	во всех этих	1	1
89	того что она	1	1
90	как бы она	1	1
91	в сознании в	1	1
92	и быть может	1	1
93	в связи с	1	1
94	друг к другу	2	1
95	как более или	2	1
96	содержание то в	1	1
97	не имеет ничего	3	1
98	то что я	2	1
99	а в том	1	1
100	не есть нечто	1	1
101	перехода от одного	1	1
102	чтобы убедиться что	1	1
103	в малом виде	1	1
104	не потому что	1	1
105	в том чтобы	1	1
106	никто никогда не	1	1
107	она ни была	1	1
108	о том что	2	1
109	ничего общего с	3	1
110	различаются между собою	1	1
111	мы можем сказать	2	1
112	что и то	1	1
113	свет и только	1	1
114	а не иначе	1	1
115	но все же	1	1
116	внутреннее и внешнее	3	1
117	если бы не	1	1
118	может быть названа	1	1
119	одной и той	1	1
120	и в этом	3	1
121	тех и других	1	1
122	иначе не было	1	1
123	не знаем но	1	1
