N	3gram	Bakhtin_Fr_5	EvropaiE
1	с точки зрения	2	16
2	в то же	9	15
3	то же время	9	14
4	и в то	1	8
5	в том что	6	6
6	так же как	4	5
7	для того чтобы	6	5
8	той или иной	1	4
9	в той или	1	3
10	же как и	2	3
11	в этом отношении	5	3
12	можно было бы	2	3
13	друг с другом	2	3
14	и прежде всего	3	3
15	можно сказать что	2	3
16	то что в	1	2
17	и в частности	1	2
18	по своему характеру	1	2
19	в данном случае	2	2
20	но в то	5	2
21	и только в	1	2
22	так и в	1	2
23	не может быть	2	2
24	в свою очередь	1	2
25	хотя бы в	2	2
26	друг от друга	1	2
27	в большинстве случаев	2	2
28	как мы видели	4	2
29	и того же	1	1
30	не находим в	1	1
31	хотя и не	1	1
32	о том насколько	1	1
33	дело в том	2	1
34	также и в	2	1
35	на своем пути	1	1
36	в одной из	2	1
37	и не в	2	1
38	из русской истории	1	1
39	же время в	1	1
40	в отличие от	2	1
41	некоторое время с	1	1
42	и та же	1	1
43	и чем больше	1	1
44	том числе и	2	1
45	в значительной мере	1	1
46	не будет уже	1	1
47	за всех и	1	1
48	может быть и	1	1
49	мы находим у	1	1
50	что в качестве	1	1
51	и с точки	2	1
52	в значительной степени	1	1
53	а также и	4	1
54	во всех этих	1	1
55	в связи с	5	1
56	одна и та	1	1
57	в полной мере	1	1
58	в этом явлении	1	1
59	мы видели что	1	1
60	в стороне от	1	1
61	мы не находим	1	1
62	не имеет значения	1	1
63	мы не можем	1	1
64	в то время	2	1
65	человеческой культуры в	1	1
66	связи с этим	3	1
67	как одной из	1	1
68	то есть в	2	1
69	значение имеют в	1	1
70	именно потому что	1	1
71	одного и того	1	1
72	в том числе	4	1
73	в себе в	1	1
74	а именно в	1	1
75	к тому же	2	1
76	независимо от того	1	1
77	только тогда когда	1	1
