N	2gram	Tiupa_Disk_2	StatiiOP
1	и в	16	44
2	в том	8	36
3	что в	5	30
4	том что	10	29
5	в этом	16	21
6	вовсе не	1	19
7	не только	10	18
8	то что	5	18
9	о том	4	17
10	а в	2	17
11	а не	14	16
12	и не	15	16
13	может быть	16	15
14	в области	2	14
15	в данном	7	14
16	как в	8	13
17	пушкина и	1	13
18	не в	3	12
19	в тексте	3	12
20	самом деле	1	11
21	в этой	4	11
22	точки зрения	4	11
23	но в	11	10
24	что он	2	10
25	только в	3	10
26	но и	11	10
27	также и	3	9
28	как и	16	9
29	в то	5	9
30	но также	1	9
31	так и	9	9
32	во второй	1	9
33	того что	1	9
34	в его	3	9
35	с другой	5	9
36	например в	3	8
37	во всех	1	8
38	все же	6	8
39	это не	3	8
40	из них	3	8
41	с точки	2	8
42	у пушкина	2	8
43	и его	3	8
44	не может	9	8
45	я не	1	7
46	в самом	1	7
47	таким образом	1	7
48	другой стороны	2	7
49	этом отношении	4	7
50	прежде всего	7	7
51	сказать что	1	7
52	в повестях	2	6
53	со стороны	10	6
54	из этих	3	6
55	в своей	6	6
56	потому что	4	6
57	данном случае	6	6
58	что и	2	6
59	всяком случае	1	6
60	так что	1	6
61	для него	5	6
62	именно в	2	6
63	дело в	2	6
64	в той	2	6
65	что же	2	6
66	но это	3	6
67	во всяком	1	6
68	и то	4	5
69	то же	6	5
70	той же	2	5
71	уже о	1	5
72	в целом	2	5
73	все эти	3	5
74	в нем	7	5
75	такой же	2	5
76	в котором	3	5
77	в которых	1	5
78	не менее	7	5
79	вплоть до	1	5
80	никогда не	2	5
81	могут быть	3	5
82	тем что	1	5
83	и даже	1	5
84	там где	1	5
85	все это	2	5
86	жизни и	3	5
87	речь идет	1	4
88	как это	1	4
89	это и	1	4
90	в которой	1	4
91	вопрос о	1	4
92	столь же	3	4
93	в новом	1	4
94	по словам	2	4
95	является не	2	4
96	но все	1	4
97	но если	1	4
98	дело не	1	4
99	же время	5	4
100	как будто	3	4
101	в ее	1	4
102	языка и	1	4
103	и что	1	4
104	во втором	1	4
105	без биографии	1	4
106	в качестве	16	4
107	же и	1	4
108	не было	3	4
109	должна была	1	4
110	в частности	12	4
111	как бы	4	4
112	еще более	1	4
113	или иного	2	4
114	того или	1	4
115	это в	2	4
116	же как	2	3
117	того же	2	3
118	должна быть	2	3
119	в ней	2	3
120	еще не	6	3
121	он был	1	3
122	и мн	2	3
123	в чем	1	3
124	из двух	3	3
125	своего рода	10	3
126	но не	7	3
127	ответ на	1	3
128	по отношению	4	3
129	в истории	1	3
130	что касается	1	3
131	то в	1	3
132	задний план	1	3
133	же это	1	3
134	же касается	2	3
135	в другом	3	3
136	и с	2	3
137	лишь в	1	3
138	даже в	1	3
139	ни в	7	3
140	о которой	1	3
141	в основе	4	3
142	в применении	1	3
143	должен быть	1	3
144	для себя	2	3
145	об этом	1	3
146	поэтому в	1	3
147	мн др	2	3
148	внимание на	1	3
149	между тем	2	3
150	и только	1	3
151	но с	1	3
152	в какой	1	3
153	и так	1	3
154	с одной	4	3
155	а с	5	3
156	на этот	1	3
157	применении к	1	3
158	да и	1	3
159	с этой	1	3
160	видно что	1	3
161	не является	4	3
162	и для	2	3
163	в результате	2	3
164	будто бы	1	3
165	отношению к	4	3
166	мере в	1	2
167	в первом	1	2
168	мы имеем	2	2
169	мы не	1	2
170	не была	1	2
171	в сущности	1	2
172	совпадает с	2	2
173	из того	1	2
174	как правило	1	2
175	иных случаях	1	2
176	в сторону	1	2
177	отношение к	2	2
178	за пределы	1	2
179	идет о	2	2
180	более чем	2	2
181	что как	2	2
182	в своем	5	2
183	есть в	2	2
184	к числу	1	2
185	ни один	1	2
186	бы не	1	2
187	раз в	1	2
188	в себе	19	2
189	но на	1	2
190	в случае	1	2
191	при этом	17	2
192	но именно	1	2
193	он не	3	2
194	он должен	1	2
195	чем у	1	2
196	и более	1	2
197	свое время	2	2
198	что ни	2	2
199	я бы	1	2
200	его в	3	2
201	первую очередь	2	2
202	в первую	2	2
203	в такой	1	2
204	бы мы	1	2
205	всякий раз	2	2
206	втором случае	1	2
207	их в	2	2
208	произведения в	1	2
209	рода в	1	2
210	тем самым	6	2
211	она не	1	2
212	как о	1	2
213	на него	1	2
214	говорить о	2	2
215	случае не	1	2
216	не имели	1	2
217	ничего не	1	2
218	имеем дело	1	2
219	тем не	1	2
220	что на	2	2
221	начиная с	1	2
222	числе и	1	2
223	о них	1	2
224	ср с	1	2
225	и это	2	2
226	времени но	1	2
227	говорит об	2	2
228	на свой	1	2
229	и сам	1	2
230	в эпоху	1	2
231	для этого	1	2
232	то есть	12	2
233	а также	8	2
234	другом месте	1	2
235	может не	1	2
236	должно было	1	2
237	и все	3	2
238	и во	1	2
239	крайней мере	1	2
240	быть и	1	2
241	по своей	6	2
242	с которыми	1	2
243	оказывается в	1	2
244	если в	1	2
245	одно из	4	2
246	могло бы	1	2
247	не для	1	2
248	этого корня	1	2
249	в других	1	2
250	никем не	1	2
251	еще и	1	2
252	позволяет себе	1	2
253	превращается в	1	2
254	одной стороны	4	2
255	по крайней	1	2
256	несомненным что	1	2
257	который не	2	2
258	стороны в	1	2
259	в иных	1	2
260	и их	1	2
261	такого рода	9	2
262	я с	2	2
263	в свое	2	2
264	этом случае	2	2
265	но для	1	2
266	ли в	1	2
267	в этих	3	2
268	хотя в	1	2
269	в равной	1	2
270	что этот	1	2
271	несмотря на	1	2
272	не знает	3	2
273	сам в	1	2
274	занимает в	1	2
275	в своих	6	2
276	можно назвать	4	2
277	том числе	1	2
278	а между	1	1
279	можно говорить	1	1
280	чтобы не	1	1
281	художественного произведения	1	1
282	и семантики	1	1
283	на деле	1	1
284	и есть	1	1
285	чего не	3	1
286	на две	1	1
287	том какое	1	1
288	и могут	1	1
289	анекдот не	1	1
290	поэзии и	1	1
291	текстов например	1	1
292	его не	1	1
293	этом не	1	1
294	в каждый	1	1
295	от друга	1	1
296	но даже	1	1
297	не знают	3	1
298	пребывания в	1	1
299	это время	1	1
300	во мне	1	1
301	двух или	1	1
302	и на	5	1
303	же мере	1	1
304	время в	2	1
305	бы то	1	1
306	и решал	1	1
307	с его	6	1
308	расхождения в	1	1
309	отказ от	1	1
310	б с	1	1
311	тех же	1	1
312	их обычно	1	1
313	присутствует в	1	1
314	друг от	1	1
315	оказывается не	2	1
316	в одной	1	1
317	своим читателям	1	1
318	для русской	1	1
319	до его	1	1
320	стороны и	2	1
321	в одних	1	1
322	перед нами	3	1
323	хотя и	1	1
324	которых является	1	1
325	еще на	1	1
326	себе как	1	1
327	лежит на	2	1
328	в нашем	1	1
329	так в	1	1
330	право на	1	1
331	но без	1	1
332	с их	2	1
333	им в	1	1
334	значение так	1	1
335	и до	1	1
336	было видно	1	1
337	время и	1	1
338	сейчас и	1	1
339	времени для	1	1
340	разные формы	1	1
341	не как	1	1
342	питательную среду	1	1
343	нашего времени	1	1
344	этот тезис	1	1
345	значительной степени	1	1
346	том же	1	1
347	содержит в	2	1
348	этом утверждении	1	1
349	в таких	1	1
350	этой традиции	2	1
351	время однако	1	1
352	входит в	2	1
353	обоих случаях	2	1
354	в глазах	1	1
355	но их	1	1
356	в них	3	1
357	является для	1	1
358	соответствии с	3	1
359	далеко не	2	1
360	и было	1	1
361	иначе говоря	3	1
362	со всей	1	1
363	которую он	1	1
364	какое место	1	1
365	нас не	1	1
366	место в	2	1
367	мы в	1	1
368	не столько	3	1
369	одном из	3	1
370	это разумеется	1	1
371	речи в	2	1
372	такова же	1	1
373	и наоборот	1	1
374	не должно	1	1
375	превратилось в	1	1
376	истории о	1	1
377	так называемого	1	1
378	святой в	1	1
379	но они	1	1
380	из нас	1	1
381	в обоих	2	1
382	в русской	3	1
383	одна из	1	1
384	я буду	1	1
385	к этим	1	1
386	в процессе	1	1
387	чем та	1	1
388	и имеет	1	1
389	чем не	2	1
390	на язык	1	1
391	в разных	1	1
392	того как	1	1
393	таким путем	1	1
394	целое в	1	1
395	приходится констатировать	1	1
396	ему не	1	1
397	ни о	1	1
398	не могут	1	1
399	не считает	1	1
400	отличается от	1	1
401	к тому	1	1
402	обращение к	2	1
403	то ни	1	1
404	опираясь на	1	1
405	самой земле	1	1
406	но при	2	1
407	проявляется в	3	1
408	ни одно	2	1
409	говоря уже	1	1
410	почему и	1	1
411	литературного письма	2	1
412	мысль о	3	1
413	только то	1	1
414	с самого	1	1
415	не подлежит	2	1
416	и была	1	1
417	читателя в	1	1
418	времени и	2	1
419	было в	3	1
420	отсюда и	2	1
421	еще в	3	1
422	она была	1	1
423	можно только	1	1
424	личности но	1	1
425	и отсутствием	1	1
426	и лишена	1	1
427	о ней	1	1
428	является событием	1	1
429	о нем	1	1
430	при котором	2	1
431	его речи	1	1
432	можно сказать	3	1
433	не просто	1	1
434	там же	2	1
435	времени в	4	1
436	чувства юмора	1	1
437	данного текста	1	1
438	иными словами	1	1
439	показывает как	1	1
440	в форме	1	1
441	состоящая в	1	1
442	является результатом	1	1
443	не зная	1	1
444	представление будто	1	1
445	в современной	1	1
446	что будет	2	1
447	той мере	1	1
448	недостаточно для	1	1
449	как нечто	1	1
450	пушкина выше	1	1
451	бесконечного ряда	1	1
452	наше время	2	1
453	одних и	1	1
454	об их	1	1
455	на мой	2	1
456	себя в	6	1
457	не имеют	1	1
458	уже не	3	1
459	дважды в	1	1
460	этого понятия	1	1
461	слова не	2	1
462	например к	1	1
463	в одном	4	1
464	не о	2	1
465	случаев это	1	1
466	каждый из	1	1
467	в случаях	1	1
468	были бы	1	1
469	русской поэзии	1	1
470	как сильно	1	1
471	не были	1	1
472	но вполне	1	1
473	или иной	3	1
474	точек зрения	1	1
475	в период	4	1
476	при отсутствии	1	1
477	и тех	1	1
478	здесь в	3	1
479	с той	2	1
480	мира это	1	1
481	и др	1	1
482	или о	1	1
483	в некоторых	1	1
484	в соответствии	2	1
485	до конца	1	1
486	из другой	1	1
487	более того	1	1
488	не на	2	1
489	и своим	1	1
490	именно такой	1	1
491	возвращаясь к	1	1
492	подобного рода	1	1
493	о чем	2	1
494	ср у	1	1
495	которые по	1	1
496	отступления от	1	1
497	ближе к	1	1
498	в одно	1	1
499	эти тексты	1	1
500	именно поэтому	1	1
501	в пушкинском	1	1
502	по мысли	6	1
503	можно утверждать	1	1
504	вместе с	2	1
505	на чем	1	1
506	в меру	1	1
507	из которых	1	1
508	к своему	2	1
509	xix века	1	1
510	и там	1	1
511	им с	1	1
512	это его	1	1
513	это были	1	1
514	и другой	1	1
515	путь в	1	1
516	в это	1	1
517	и смерти	1	1
518	в культуре	1	1
519	этом и	1	1
520	ни для	4	1
521	в наше	2	1
522	один человек	1	1
523	не оставляют	1	1
524	указать на	2	1
525	великий писатель	1	1
526	мой взгляд	2	1
527	от той	1	1
528	и от	1	1
529	которая в	2	1
530	в голову	1	1
531	обращается к	1	1
532	себя самого	1	1
533	той или	3	1
534	в третьем	1	1
535	в литературной	1	1
536	где слово	1	1
537	пушкиным в	1	1
538	я в	5	1
539	одной из	1	1
540	в истолковании	1	1
541	слово в	1	1
542	но всякий	1	1
543	с ней	2	1
544	не говоря	1	1
545	же будет	1	1
546	не быть	1	1
547	их с	1	1
548	к его	4	1
549	системы а	1	1
550	внимания к	1	1
551	пушкина может	1	1
552	оно не	1	1
553	из этого	1	1
554	включает в	1	1
555	к этому	4	1
556	как на	3	1
