N	2gram	Losev_Dial_4	FransuaR
1	и в	15	41
2	мы уже	3	18
3	во всех	2	17
4	таким образом	5	17
5	в нем	5	16
6	и с	4	16
7	и его	7	13
8	но и	4	13
9	в этом	11	12
10	как мы	1	12
11	все эти	3	11
12	все это	9	11
13	в самом	2	10
14	не только	8	10
15	так как	14	10
16	прежде всего	11	10
17	то что	16	10
18	и на	5	9
19	кроме того	2	9
20	о том	5	9
21	и все	11	9
22	в сущности	5	8
23	но в	3	8
24	в этой	4	8
25	никогда не	2	8
26	в них	2	7
27	как и	7	7
28	том что	10	7
29	в его	4	7
30	вовсе не	6	7
31	на части	1	7
32	в особенности	4	7
33	как бы	14	7
34	что в	7	7
35	также и	4	6
36	в то	6	6
37	один из	4	6
38	мы видим	4	6
39	вместе с	2	6
40	или в	7	6
41	сказать что	6	6
42	что он	7	6
43	и он	1	5
44	с его	5	5
45	в ее	2	5
46	в своем	5	5
47	что это	13	5
48	в себе	8	5
49	то же	9	5
50	той же	5	5
51	но он	1	5
52	во всем	2	5
53	тем что	2	5
54	так и	5	5
55	и что	9	5
56	же время	6	5
57	из них	2	5
58	в одном	4	5
59	между собою	2	5
60	так же	4	5
61	в той	1	5
62	конечно и	1	4
63	в ней	5	4
64	как в	3	4
65	и как	4	4
66	и наконец	3	4
67	та же	3	4
68	не в	8	4
69	даже в	1	4
70	но они	2	4
71	в основе	10	4
72	того чтобы	5	4
73	все же	2	4
74	у нас	3	4
75	роль в	1	4
76	и вообще	7	4
77	с ним	3	4
78	все время	1	4
79	тот же	1	4
80	с одной	1	4
81	именно на	1	4
82	уже в	1	4
83	в результате	6	4
84	земли и	1	4
85	в котором	2	4
86	и даже	6	4
87	с другой	1	4
88	именно в	5	4
89	и от	1	4
90	о котором	1	4
91	а в	1	4
92	не может	11	4
93	из этого	1	4
94	все что	2	4
95	говорили о	1	3
96	он сам	1	3
97	первый план	1	3
98	в чем	8	3
99	мы будем	2	3
100	в одной	1	3
101	с этим	3	3
102	перед нами	6	3
103	при этом	2	3
104	людей и	1	3
105	на все	2	3
106	с другими	1	3
107	было бы	9	3
108	весь мир	2	3
109	на первый	1	3
110	и их	2	3
111	потому что	10	3
112	в духе	1	3
113	есть только	3	3
114	они и	1	3
115	как один	1	3
116	те же	1	3
117	никак не	2	3
118	к нему	1	3
119	во втором	1	3
120	в него	1	3
121	того что	13	3
122	одной из	2	3
123	только в	7	3
124	поэтому и	1	3
125	конечно не	2	3
126	есть в	4	3
127	о чудесах	1	3
128	в целях	2	3
129	что не	3	3
130	и самый	1	3
131	но оно	1	3
132	не были	1	3
133	в данном	3	3
134	и не	30	3
135	с этой	2	3
136	но это	4	3
137	истории но	1	3
138	не мог	2	3
139	и для	5	3
140	жизни и	4	3
141	с образом	1	2
142	и то	3	2
143	тех же	2	2
144	это и	9	2
145	с точки	9	2
146	ведь и	2	2
147	должна быть	7	2
148	было и	1	2
149	мы не	9	2
150	есть нечто	2	2
151	говорить о	11	2
152	из того	1	2
153	природы и	2	2
154	в новом	1	2
155	за пределы	3	2
156	что они	4	2
157	в истории	3	2
158	точки зрения	14	2
159	что именно	7	2
160	стороны и	1	2
161	хотя и	6	2
162	удовольствия и	1	2
163	где все	1	2
164	и тот	1	2
165	как он	1	2
166	он не	1	2
167	всех этих	1	2
168	на этом	3	2
169	будем говорить	1	2
170	как они	1	2
171	что все	4	2
172	лишь в	2	2
173	это было	2	2
174	заключается в	2	2
175	он является	1	2
176	и само	2	2
177	мы видели	1	2
178	одного и	1	2
179	был бы	2	2
180	из этих	2	2
181	но если	5	2
182	в своей	3	2
183	представление о	2	2
184	мы находим	2	2
185	их в	1	2
186	для этого	2	2
187	и очень	1	2
188	как о	2	2
189	тогда когда	5	2
190	только его	2	2
191	находятся в	1	2
192	так что	6	2
193	связи с	1	2
194	это уже	1	2
195	всех языках	1	2
196	превращается в	1	2
197	к себе	1	2
198	не могут	2	2
199	в области	3	2
200	через все	1	2
201	данном случае	1	2
202	в дальнейшем	1	2
203	всех трех	1	2
204	и когда	2	2
205	конечно в	1	2
206	в романе	1	2
207	возможно что	1	2
208	образом в	1	2
209	и смерть	1	2
210	доходит до	1	2
211	и во	2	2
212	тем более	6	2
213	а именно	6	2
214	но с	1	2
215	он стал	1	2
216	и влияние	1	2
217	себя в	2	2
218	понятно что	1	2
219	да еще	2	2
220	что если	3	2
221	себе в	1	2
222	никто не	2	2
223	и нового	1	2
224	и прежде	1	2
225	в конце	1	2
226	как его	1	2
227	может быть	17	2
228	как раз	4	2
229	человека и	2	2
230	что человек	2	2
231	мы еще	2	2
232	если мы	5	2
233	до конца	1	2
234	нужно сказать	1	2
235	а не	18	2
236	или с	1	2
237	мира в	1	2
238	и вовсе	1	2
239	в последней	1	2
240	в частности	2	2
241	историю и	1	2
242	прямо сказать	1	2
243	и потому	3	2
244	как это	2	2
245	можно прямо	1	2
246	знать что	1	2
247	наконец и	1	2
248	несколько слов	1	2
249	что мы	7	2
250	и часто	2	2
251	в теле	1	2
252	мира и	1	2
253	солнца и	2	2
254	от него	3	2
255	бы в	4	2
256	вовсе нет	1	2
257	вполне понятно	1	2
258	в том	11	2
259	них никогда	1	2
260	все они	1	2
261	и у	1	2
262	это все	2	2
263	другой стороны	2	2
264	что даже	2	2
265	есть и	3	2
266	сила и	2	2
267	здесь же	1	2
268	в сфере	5	1
269	явлений природы	1	1
270	потом и	1	1
271	и через	1	1
272	переходит к	1	1
273	сам по	2	1
274	все остальное	1	1
275	утверждение что	1	1
276	на самом	1	1
277	он может	1	1
278	то в	5	1
279	последней главе	1	1
280	и больше	1	1
281	основные и	1	1
282	в зависимости	1	1
283	в их	3	1
284	его не	1	1
285	мира или	1	1
286	для своего	1	1
287	мифа о	1	1
288	собою они	1	1
289	что уже	2	1
290	из своих	1	1
291	чтобы не	1	1
292	память о	1	1
293	почти все	1	1
294	он как	1	1
295	так чтобы	3	1
296	совпадает с	2	1
297	нельзя даже	1	1
298	земля в	1	1
299	сложнее и	1	1
300	то это	1	1
301	зависимости от	1	1
302	из ее	2	1
303	и говорить	1	1
304	произведение и	2	1
305	еще не	4	1
306	на них	1	1
307	примеры и	1	1
308	далее в	2	1
309	на их	1	1
310	бы не	2	1
311	нем только	1	1
312	видели что	1	1
313	все внимание	1	1
314	и всякий	1	1
315	значение и	1	1
316	к слову	1	1
317	отношение к	1	1
318	себе и	2	1
319	не просто	7	1
320	друга и	1	1
321	нет и	2	1
322	есть просто	6	1
323	и я	1	1
324	чем же	2	1
325	как говорит	1	1
326	чем мы	1	1
327	и нет	3	1
328	мы также	1	1
329	что нет	1	1
330	что по	2	1
331	в этот	2	1
332	о самом	1	1
333	в которой	2	1
334	чем больше	2	1
335	в нашем	1	1
336	и мирного	1	1
337	думать что	2	1
338	для мира	1	1
339	бы только	4	1
340	говорит не	1	1
341	чувств и	1	1
342	из общей	1	1
343	тут была	1	1
344	если он	1	1
345	есть но	1	1
346	частности и	1	1
347	и если	3	1
348	жизнью и	1	1
349	и стало	4	1
350	связанные с	1	1
351	актах и	1	1
352	он должен	1	1
353	не как	4	1
354	сердце и	1	1
355	и вот	11	1
356	по общему	2	1
357	новое и	1	1
358	и наглядно	1	1
359	чтобы в	1	1
360	и по	2	1
361	именно это	1	1
362	но все	2	1
363	медицине а	1	1
364	для всех	3	1
365	есть все	2	1
366	их и	1	1
367	встретились с	1	1
368	значило бы	1	1
369	его в	1	1
370	обоих случаях	1	1
371	и других	1	1
372	он есть	7	1
373	отца и	1	1
374	ли этот	1	1
375	мы сказали	1	1
376	и основные	1	1
377	есть также	2	1
378	на большой	1	1
379	и тем	6	1
380	в жизни	5	1
381	вокруг своего	1	1
382	что природа	1	1
383	на основании	3	1
384	с тем	4	1
385	отражение и	1	1
386	и тогда	2	1
387	тут нет	1	1
388	момента в	1	1
389	даже при	1	1
390	особенности же	1	1
391	место в	1	1
392	в которых	1	1
393	и другого	1	1
394	веков и	1	1
395	ничего существенного	1	1
396	мир и	4	1
397	эту идею	1	1
398	не понимает	2	1
399	или что	2	1
400	не могли	2	1
401	вещей и	1	1
402	общего и	1	1
403	того кто	1	1
404	или если	1	1
405	для нее	2	1
406	вообще на	1	1
407	по себе	13	1
408	в землю	1	1
409	всего его	1	1
410	целиком и	1	1
411	этих трех	1	1
412	в отношении	2	1
413	при всех	1	1
414	перед собою	1	1
415	не менее	2	1
416	не раз	2	1
417	говорит если	1	1
418	что с	2	1
419	в обоих	1	1
420	в смысле	5	1
421	дело в	1	1
422	того как	2	1
423	и именно	2	1
424	можно судить	2	1
425	но только	5	1
426	та или	3	1
427	их значение	1	1
428	не имеет	14	1
429	это мы	1	1
430	ничего не	17	1
431	одна из	1	1
432	на землю	1	1
433	и весь	1	1
434	или иная	2	1
435	видим что	4	1
436	ровно ничего	7	1
437	какой же	1	1
438	и нужно	1	1
439	ничто не	2	1
440	эти три	1	1
441	сущности только	1	1
442	как будто	2	1
443	страшный суд	2	1
444	если только	1	1
445	ему не	1	1
446	не знали	1	1
447	формы или	1	1
448	у меня	1	1
449	такие же	1	1
450	ни о	3	1
451	очень часто	1	1
452	в основу	1	1
453	могут быть	3	1
454	и вполне	1	1
