N	2gram	Tiupa_Anal_3	Komedia
1	и в	18	26
2	в г	1	17
3	едва ли	3	14
4	и не	12	14
5	и его	13	12
6	к тому	6	12
7	так и	14	12
8	тому же	3	11
9	может быть	9	11
10	в том	9	11
11	в этом	14	10
12	но и	13	10
13	столь же	4	9
14	том что	12	9
15	молодого человека	1	9
16	если бы	1	9
17	вместе с	2	9
18	что в	9	9
19	было бы	3	8
20	и на	4	7
21	не только	22	7
22	на себя	2	7
23	что и	5	7
24	ли не	4	7
25	еще не	6	6
26	в своем	4	6
27	о том	6	6
28	в нем	2	6
29	в доме	1	6
30	таким образом	4	6
31	в то	3	6
32	того чтобы	1	6
33	потому что	1	6
34	и здесь	2	6
35	то что	2	6
36	с его	8	5
37	что он	4	5
38	так что	1	5
39	в истории	1	5
40	независимо от	1	5
41	с этим	3	5
42	для того	1	5
43	а затем	1	5
44	с тем	2	5
45	один из	2	5
46	в качестве	12	5
47	к этому	3	5
48	уже в	3	4
49	более чем	2	4
50	хотя и	2	4
51	в самом	5	4
52	в целом	3	4
53	из этих	3	4
54	с их	3	4
55	это было	1	4
56	по имени	1	4
57	в них	2	4
58	как и	14	4
59	место в	1	4
60	не менее	4	4
61	судя по	2	4
62	как будто	1	4
63	как мы	1	4
64	что у	1	4
65	его в	3	4
66	восходит к	3	4
67	между тем	5	4
68	в его	7	4
69	только в	2	4
70	же в	2	4
71	в начале	6	4
72	у него	1	4
73	на этот	1	4
74	прежде всего	5	4
75	в частности	12	4
76	как это	3	4
77	о его	2	4
78	все же	4	4
79	и для	2	4
80	и от	2	4
81	одной из	1	4
82	точки зрения	3	4
83	речь идет	1	3
84	например в	2	3
85	то же	3	3
86	в их	6	3
87	той же	5	3
88	вопрос о	1	3
89	того же	5	3
90	в ней	2	3
91	во всех	2	3
92	как правило	5	3
93	но не	7	3
94	по отношению	7	3
95	как в	3	3
96	что касается	3	3
97	но в	2	3
98	со своей	8	3
99	так или	1	3
100	в этой	6	3
101	человека в	1	3
102	в каждом	3	3
103	могла бы	2	3
104	но если	1	3
105	в самой	1	3
106	же время	3	3
107	связи с	1	3
108	что на	1	3
109	и сам	4	3
110	в поле	1	3
111	а у	1	3
112	тех пор	2	3
113	дело с	3	3
114	себя в	4	3
115	для всех	2	3
116	ответ на	3	3
117	мы знаем	1	3
118	и их	1	3
119	мы можем	2	3
120	тем что	2	3
121	или иначе	1	3
122	не было	3	3
123	о чем	4	3
124	в связи	1	3
125	из которых	1	3
126	в тех	2	3
127	отношению к	7	3
128	да и	2	3
129	с этой	1	3
130	все это	3	3
131	а в	10	3
132	до тех	1	3
133	в своей	1	3
134	жизни и	1	3
135	по поводу	3	3
136	не может	2	3
137	как известно	1	2
138	также что	1	2
139	и есть	1	2
140	перед лицом	1	2
141	в первом	2	2
142	из его	1	2
143	мы имеем	5	2
144	мы не	3	2
145	из самых	1	2
146	говорить о	3	2
147	и был	1	2
148	он был	1	2
149	под названием	1	2
150	в ее	3	2
151	и другие	1	2
152	если в	3	2
153	отличие от	2	2
154	ситуаций и	1	2
155	отнюдь не	4	2
156	идет о	1	2
157	этом же	1	2
158	достаточно ясно	1	2
159	что по	4	2
160	самом начале	1	2
161	имеет в	1	2
162	от этого	1	2
163	и хотя	1	2
164	то ли	2	2
165	да еще	1	2
166	бы и	2	2
167	роль в	3	2
168	двух других	1	2
169	что она	2	2
170	не следует	1	2
171	он не	6	2
172	и еще	1	2
173	в принципе	2	2
174	в силу	1	2
175	об этом	2	2
176	связанных с	1	2
177	в глазах	2	2
178	это не	2	2
179	этом смысле	1	2
180	не всегда	3	2
181	в один	1	2
182	не более	2	2
183	в следующем	1	2
184	всяком случае	2	2
185	в отличие	2	2
186	не в	6	2
187	в конце	5	2
188	однако в	5	2
189	как видим	1	2
190	он выступает	1	2
191	вовсе не	1	2
192	даже в	2	2
193	на пути	2	2
194	одна из	2	2
195	же его	1	2
196	в одном	4	2
197	не столь	1	2
198	не является	5	2
199	сюжета в	1	2
200	своего отца	1	2
201	говоря уже	1	2
202	так в	3	2
203	похож на	1	2
204	в мире	5	2
205	в состав	1	2
206	и все	2	2
207	мы понимаем	1	2
208	вслед за	1	2
209	наконец в	1	2
210	все больше	1	2
211	тот же	1	2
212	речь о	1	2
213	с ними	1	2
214	и ее	2	2
215	в уста	1	2
216	теперь в	1	2
217	с одной	2	2
218	и у	1	2
219	одно из	1	2
220	не для	2	2
221	отношение к	1	2
222	следует признать	3	2
223	в любовных	1	2
224	рядом с	1	2
225	со стороны	9	2
226	военные действия	1	2
227	и к	4	2
228	до сих	1	2
229	с другой	7	2
230	военную службу	2	2
231	одной стороны	2	2
232	для их	1	2
233	уже о	1	2
234	усомниться в	1	2
235	по своему	2	2
236	в течение	1	2
237	в той	2	2
238	в ответ	2	2
239	как бы	10	2
240	кто из	1	2
241	затем и	1	2
242	сих пор	1	2
243	каждой из	1	2
244	бы в	1	2
245	хотя бы	1	2
246	не говоря	1	2
247	от всех	1	2
248	к его	1	2
249	из этого	1	2
250	в голову	1	2
251	во всяком	2	2
252	говоря о	1	1
253	отношения к	2	1
254	и отчасти	1	1
255	отделен от	1	1
256	самом деле	2	1
257	или к	1	1
258	говорилось выше	1	1
259	мере в	2	1
260	общественных отношений	1	1
261	по его	3	1
262	в поход	2	1
263	та же	1	1
264	с текстом	1	1
265	в сущности	5	1
266	всех без	3	1
267	а для	2	1
268	план в	1	1
269	в полной	1	1
270	ему в	1	1
271	и самого	6	1
272	как ему	1	1
273	между собой	1	1
274	упоминание о	1	1
275	все эти	2	1
276	время в	1	1
277	там и	1	1
278	то мы	1	1
279	в традициях	1	1
280	сомневаться что	1	1
281	позиций в	1	1
282	в область	1	1
283	о смерти	3	1
284	свою жизнь	2	1
285	с отцом	1	1
286	конечном счете	2	1
287	в общем	2	1
288	друг от	1	1
289	не редкость	1	1
