N	2gram	Tiupa_Anal_2	KFilosof
1	может быть	6	43
2	в его	2	39
3	в нем	1	31
4	не может	4	27
5	и не	12	26
6	по отношению	4	25
7	и в	16	22
8	в себе	7	21
9	в котором	2	21
10	отношению к	4	21
11	не есть	2	19
12	и его	4	17
13	в ее	1	17
14	а не	10	17
15	только в	4	16
16	в этом	18	13
17	точки зрения	4	13
18	но не	4	12
19	ни в	1	12
20	для него	4	12
21	все эти	1	11
22	в своей	2	11
23	не в	4	11
24	соотнесении с	1	11
25	к нему	1	11
26	во всех	4	10
27	в своем	4	10
28	это не	1	10
29	с точки	2	10
30	от себя	1	10
31	все это	4	10
32	в их	3	9
33	в целом	8	9
34	для нее	2	9
35	эмоционально-волевом тоне	1	9
36	но и	12	9
37	как бы	10	9
38	и для	2	9
39	и все	3	9
40	момент его	2	8
41	лишь в	9	8
42	было бы	3	8
43	если бы	3	8
44	со стороны	3	8
45	то что	7	7
46	на основе	2	7
47	в себя	4	7
48	и здесь	1	7
49	что и	3	7
50	себя в	2	7
51	вовсе не	2	7
52	быть только	1	7
53	я не	1	6
54	отнюдь не	8	6
55	и я	2	6
56	мира в	1	6
57	он не	2	6
58	но лишь	1	6
59	в мире	6	6
60	совершенно не	1	6
61	уже не	4	6
62	и их	2	6
63	эстетическое видение	1	6
64	но это	1	6
65	в том	12	6
66	мы имеем	3	5
67	но в	6	5
68	не только	16	5
69	но ведь	1	5
70	то же	4	5
71	его в	2	5
72	как и	14	5
73	что я	1	5
74	но эта	2	5
75	не имеет	2	5
76	никогда не	3	5
77	для себя	1	5
78	с ним	2	5
79	именно в	3	5
80	его как	2	5
81	есть лишь	1	5
82	в контексте	5	5
83	хотя бы	1	5
84	не знает	3	5
85	ко всему	1	5
86	как его	1	4
87	проникает в	1	4
88	быть в	1	4
89	в чем	1	4
90	при этом	10	4
91	время и	1	4
92	не как	1	4
93	мне в	1	4
94	входит в	1	4
95	изнутри этого	1	4
96	эмоционально-волевым тоном	1	4
97	место в	3	4
98	тем самым	4	4
99	к ним	1	4
100	о нем	1	4
101	с ними	3	4
102	и т.д	3	4
103	ценностного центра	1	4
104	времени и	1	4
105	места и	1	4
106	между тем	2	4
107	нисколько не	1	4
108	в одном	2	4
109	том что	12	4
110	для нас	1	4
111	а в	3	4
112	что в	2	4
113	самом деле	1	3
114	этого мира	1	3
115	из его	2	3
116	еще не	2	3
117	и на	6	3
118	тем как	1	3
119	себе и	1	3
120	в акте	1	3
121	независимо от	1	3
122	данный момент	1	3
123	бы и	1	3
124	бы не	1	3
125	всех этих	1	3
126	в каждом	1	3
127	в другом	1	3
128	этом смысле	2	3
129	что этот	1	3
130	не менее	4	3
131	мира не	1	3
132	тогда когда	1	3
133	меня не	1	3
134	ничего не	9	3
135	могут быть	10	3
136	в виду	1	3
137	о том	7	3
138	того или	3	3
139	того что	2	3
140	действительной жизни	1	3
141	и тем	4	3
142	тем что	3	3
143	в данный	1	3
144	ближе к	1	3
145	вступает в	2	3
146	а все	1	3
147	от него	1	3
148	только с	1	3
149	в свою	1	3
150	или иного	3	3
151	в то	2	3
152	и то	3	2
153	я и	3	2
154	едва ли	3	2
155	есть на	1	2
156	а как	2	2
157	на первом	1	2
158	ему в	3	2
159	имеют место	2	2
160	с его	1	2
161	совсем не	1	2
162	в данном	8	2
163	существенно что	1	2
164	один и	1	2
165	к последним	1	2
166	себя за	1	2
167	смысловой значимости	2	2
168	как в	4	2
169	в событие	1	2
170	и как	1	2
171	с действительной	1	2
172	себе как	1	2
173	ни одна	1	2
174	в этой	9	2
175	и тот	1	2
176	вследствие этого	2	2
177	даны и	1	2
178	из самого	1	2
179	в принципе	1	2
180	так и	15	2
181	в жизни	1	2
182	соответствии с	2	2
183	место и	1	2
184	жизни но	2	2
185	но я	1	2
186	я его	2	2
187	тем не	3	2
188	и эти	1	2
189	по себе	2	2
190	мне до	1	2
191	тому что	1	2
192	раз и	1	2
193	дело не	2	2
194	мышления и	1	2
195	целом как	1	2
196	же время	2	2
197	именно она	1	2
198	в сознании	4	2
199	выход из	1	2
200	бы он	1	2
201	той или	3	2
202	отказаться от	1	2
203	говорить о	6	2
204	это только	2	2
205	жизнь и	1	2
206	другое дело	1	2
207	сводится к	3	2
208	может не	1	2
209	своей истории	1	2
210	научного мышления	1	2
211	тот же	1	2
212	дело с	1	2
213	значимость и	1	2
214	в качестве	11	2
215	его и	1	2
216	слова в	1	2
217	не о	2	2
218	или иной	3	2
219	есть эмоционально-волевое	1	2
220	себя и	1	2
221	прежде всего	3	2
222	в соответствии	2	2
223	эстетического субъекта	1	2
224	он и	2	2
225	если не	1	2
226	и потому	1	2
227	и смерти	4	2
228	этого слова	3	2
229	при условии	1	2
230	все остальные	1	2
231	которой он	1	2
232	человек и	1	2
233	еще более	2	2
234	ни к	1	2
235	потому что	1	2
236	отношении к	1	2
237	его к	1	2
238	к этому	2	2
239	интонирующее мышление	1	1
240	также и	1	1
241	целого и	2	1
242	и понимает	1	1
243	бы для	1	1
244	ответственности эта	1	1
245	возникает лишь	1	1
246	тем же	1	1
247	здесь и	1	1
248	и до	2	1
249	исходит из	1	1
250	ведь и	2	1
251	действительности и	1	1
252	мышления но	1	1
253	отношения к	2	1
254	свой мир	1	1
255	включая и	2	1
256	мы уже	1	1
257	той же	2	1
258	его не	1	1
259	их и	1	1
260	со всех	1	1
261	и себя	1	1
262	ряда это	1	1
263	я как	2	1
264	именно к	1	1
265	совпадает с	4	1
266	нечего делать	1	1
267	и ее	1	1
268	конечно и	1	1
269	и он	2	1
270	всех сторон	1	1
271	бы себе	1	1
272	согласия со	1	1
273	не был	3	1
274	столь же	4	1
275	и краткость	1	1
276	оно ни	1	1
277	и мира	1	1
278	этих случаях	2	1
279	в нашем	3	1
280	для жизни	1	1
281	а тем	1	1
282	и всякий	1	1
283	и будет	1	1
284	мира сам	1	1
285	за которую	1	1
286	его я	1	1
287	субъекта и	1	1
288	ибо на	1	1
289	контексте и	1	1
290	от до	1	1
291	нам остается	1	1
292	относятся к	1	1
293	хотя и	4	1
294	современный человек	1	1
295	и наконец	1	1
296	и к	5	1
297	в действительности	3	1
298	эстетический субъект	1	1
299	в первом	1	1
300	в самом	6	1
301	не дано	2	1
302	светом и	1	1
303	в которой	1	1
304	для действительной	1	1
305	другого как	1	1
306	это открытие	1	1
307	воли здесь	1	1
308	и ритм	1	1
309	в известном	1	1
310	данном контексте	1	1
311	как основной	2	1
312	эмоционально-волевое мышление	1	1
313	на то	2	1
314	если он	1	1
315	жизнью и	2	1
316	на его	3	1
317	с чем	1	1
318	что она	2	1
319	не следует	2	1
320	всех остальных	1	1
321	было с	1	1
322	а скорее	1	1
323	не к	1	1
324	прочим и	1	1
325	быть обоснованы	1	1
326	содержит в	3	1
327	я с	1	1
328	его от	3	1
329	и по	1	1
330	на этом	4	1
331	конца и	1	1
332	значительной степени	2	1
333	том же	1	1
334	а затем	2	1
335	же не	2	1
336	об этом	1	1
337	а их	1	1
338	оно становится	1	1
339	то есть	9	1
340	это было	2	1
341	то все	1	1
342	не совпадает	1	1
343	я другой	1	1
344	делает его	1	1
345	не любит	4	1
346	видения в	1	1
347	смерть и	1	1
348	говорить в	1	1
349	и ритма	2	1
350	в конкретное	1	1
351	все равно	1	1
352	этого не	1	1
353	несмотря на	3	1
354	мышление интонирующее	1	1
355	такой же	1	1
356	в один	4	1
357	не мог	3	1
358	в этих	2	1
359	от своего	2	1
360	ритма и	3	1
361	не становится	1	1
362	к действительному	1	1
363	которого является	1	1
364	к предмету	2	1
365	предполагает не	2	1
366	всякий другой	1	1
367	действием и	1	1
368	в отношении	1	1
369	играть в	1	1
370	она не	2	1
371	ценностей или	1	1
372	как о	3	1
373	одна из	1	1
374	и имеет	1	1
375	к другим	1	1
376	но только	1	1
377	для всего	1	1
378	только не	4	1
379	вся его	1	1
380	которые могут	1	1
381	жизни не	1	1
382	к каждой	1	1
383	в противоречие	1	1
384	впрочем в	1	1
385	и ответственности	2	1
386	эстетическую активность	1	1
387	между прочим	1	1
388	я во	1	1
389	по своей	1	1
390	за исключением	1	1
391	это слово	1	1
392	другого но	2	1
393	уже и	2	1
394	не является	1	1
395	у меня	1	1
396	существенно для	1	1
397	ни о	3	1
398	в специальном	1	1
399	которых он	1	1
400	на границе	1	1
401	во все	1	1
402	и другой	1	1
403	и такие	1	1
404	отличается от	1	1
405	всего в	2	1
406	к тому	7	1
407	так она	1	1
408	и мне	2	1
409	своей есть	1	1
410	имеет место	4	1
411	задана как	1	1
412	и входит	1	1
413	и о	1	1
414	с ее	2	1
415	что все	2	1
416	свою очередь	1	1
417	но при	1	1
418	характер и	1	1
419	позиции участника	1	1
420	но мы	1	1
421	отвлечься от	1	1
422	приводит к	3	1
423	по способу	1	1
424	что может	1	1
425	с собой	1	1
426	не с	4	1
427	особенно в	7	1
428	участия в	1	1
429	в последней	1	1
430	поэтому в	1	1
431	и даже	9	1
432	и смерть	2	1
433	но к	1	1
434	второй половине	1	1
435	можно сказать	4	1
436	в значительной	2	1
437	и во	2	1
438	в конечном	3	1
439	участника события	1	1
440	которая сама	1	1
441	от них	1	1
442	нуждается в	1	1
443	это лишь	1	1
444	вообще и	2	1
445	даже для	1	1
446	сказать и	1	1
447	не тот	1	1
448	не знаю	2	1
449	имеет места	1	1
450	это приводит	1	1
451	в литературе	1	1
452	известном смысле	1	1
453	один из	2	1
454	или нет	1	1
455	ее уже	1	1
456	ли будет	1	1
457	мы видим	1	1
458	менее в	1	1
459	одной из	3	1
460	в какой	1	1
461	и оба	1	1
462	к смыслу	2	1
463	в интонации	1	1
464	же и	1	1
465	внимание в	1	1
466	только на	3	1
467	различия в	1	1
468	а то	2	1
469	конечном счете	2	1
470	только к	1	1
471	только одно	1	1
472	одно из	2	1
473	ведь это	2	1
474	как одержимые	1	1
475	я вступил	2	1
476	так как	1	1
477	может служить	1	1
478	другом в	1	1
479	как раз	4	1
480	с действительностью	2	1
481	другой и	1	1
482	ценность этих	1	1
483	единство целого	1	1
484	просто не	1	1
485	однажды в	1	1
486	между субъектом	1	1
487	к совершенно	1	1
488	и т.п	8	1
489	и из	1	1
490	с другим	1	1
491	на ее	1	1
492	отличаются от	1	1
493	до этого	1	1
494	здесь в	2	1
495	только извне	1	1
496	миру и	1	1
497	эту особенность	1	1
498	во второй	4	1
499	но о	1	1
500	нового времени	1	1
501	противном случае	1	1
502	превращается в	2	1
503	зависит от	1	1
504	себя от	1	1
505	всю полноту	1	1
506	лишь однажды	2	1
507	эти слова	1	1
508	вместе с	2	1
509	к его	2	1
510	противоречие с	1	1
511	места для	1	1
512	но такое	1	1
513	самого себя	1	1
514	и всей	1	1
515	в первой	3	1
516	том смысле	1	1
517	слова и	1	1
518	будет и	1	1
519	того сознания	1	1
520	только для	1	1
521	о его	4	1
522	же самое	1	1
523	в противном	1	1
524	слышит и	1	1
525	остается в	1	1
526	должны быть	1	1
527	за его	1	1
528	не случайным	2	1
529	ритм как	1	1
530	и сама	1	1
531	при таком	2	1
532	или в	3	1
533	я всегда	2	1
534	но отнюдь	1	1
535	когда он	1	1
536	события ибо	1	1
537	эстетической деятельности	1	1
538	в эту	3	1
539	мы должны	1	1
540	субъектом и	2	1
541	только что	1	1
542	все они	1	1
543	я в	3	1
544	же в	1	1
545	могли быть	1	1
546	но оно	1	1
547	с ней	1	1
548	другой в	1	1
549	была бы	2	1
550	того же	4	1
551	по которой	1	1
552	две строфы	1	1
553	самое что	1	1
554	мною они	1	1
555	ее в	1	1
556	по поводу	3	1
557	это в	1	1
558	который не	1	1
559	все что	2	1
