N	3gram	Vinokur_Ku_2	KFilosof
1	не может быть	4	11
2	с точки зрения	8	10
3	может быть только	2	6
4	в данный момент	1	3
5	на самом деле	2	3
6	в этом смысле	5	3
7	того или иного	2	3
8	не было бы	1	3
9	но и здесь	1	3
10	то что я	1	2
11	со стороны ее	1	2
12	в соответствии с	2	2
13	бы то ни	1	2
14	то или иное	2	2
15	то ни было	1	2
16	уже не может	3	2
17	ни в каком	1	2
18	то же время	3	2
19	в то же	3	2
20	тем не менее	5	2
21	в том что	10	2
22	на то что	2	1
23	и говорить о	1	1
24	а следовательно и	2	1
25	он должен быть	1	1
26	там где его	1	1
27	мы говорим о	2	1
28	связанных с ними	1	1
29	дело лишь с	1	1
30	в настоящее время	1	1
31	влечет за собой	1	1
32	но все это	1	1
33	только в том	2	1
34	в лучшем случае	3	1
35	в зависимости от	4	1
36	они имеют смысл	1	1
37	хотя бы и	2	1
38	тем или иным	1	1
39	вследствие того что	1	1
40	но можно ли	1	1
41	имеет дело лишь	1	1
42	но это не	1	1
43	никто конечно не	1	1
44	в противном случае	1	1
45	самого по себе	1	1
46	несмотря на то	2	1
47	и не в	1	1
48	это не имеет	1	1
49	вместе с тем	2	1
50	в каких бы	1	1
51	и тем не	4	1
52	и то что	1	1
53	может быть и	1	1
54	свой смысл и	1	1
55	все это в	1	1
56	за собой и	1	1
57	том что мы	1	1
58	не потому что	1	1
59	смысле этого слова	1	1
60	в известном смысле	1	1
61	в том случае	2	1
62	всю свою жизнь	1	1
63	не в том	1	1
64	но может быть	1	1
65	конечно не может	1	1
66	дело в том	1	1
67	во всяком случае	5	1
68	не должно быть	1	1
69	на этом пути	1	1
70	для того чтобы	8	1
71	вместо того чтобы	1	1
72	и пр и	1	1
73	но для того	1	1
74	все это только	1	1
75	в значительной степени	1	1
76	в свою очередь	2	1
77	само по себе	5	1
78	и не должен	1	1
79	оно могло бы	1	1
80	а не просто	1	1
81	в конечном счете	2	1
82	еще не решает	1	1
83	каких бы условиях	1	1
84	смысл лишь в	1	1
85	в другом случае	1	1
86	в большинстве случаев	1	1
87	в этом последнем	1	1
88	к тому что	1	1
89	в том смысле	1	1
90	не значит что	1	1
91	дело не в	2	1
92	не только от	1	1
93	мы имеем здесь	1	1
94	только тогда когда	1	1
95	если бы я	1	1
96	но как и	1	1
