N	2gram	Bakhtin_Pr_2	Myslijsy
1	для нас	2	31
2	то есть	4	30
3	и в	43	24
4	может быть	23	23
5	в сознании	1	23
6	то что	7	20
7	и не	29	19
8	в том	6	18
9	а не	7	18
10	что в	4	16
11	не только	11	15
12	по себе	11	15
13	того же	3	14
14	при этом	6	13
15	в слове	5	13
16	не в	11	13
17	было бы	5	13
18	то же	8	12
19	но не	5	12
20	мы можем	2	12
21	не может	18	12
22	мы не	4	11
23	таким образом	5	11
24	вместе с	1	11
25	если бы	3	11
26	что и	3	11
27	только в	4	11
28	как в	2	10
29	в себе	5	10
30	для него	8	10
31	тогда когда	1	10
32	так что	5	10
33	так как	4	10
34	в сознание	1	10
35	в нем	12	9
36	вовсе не	5	9
37	то и	2	9
38	но и	14	9
39	как бы	22	9
40	и на	10	8
41	в этом	13	8
42	более или	3	8
43	том что	2	8
44	или менее	3	8
45	в одно	3	8
46	могут быть	3	8
47	а в	5	8
48	во всех	4	7
49	с этим	2	7
50	как и	14	7
51	между собою	4	7
52	всяком случае	1	7
53	зрения и	3	7
54	того как	2	7
55	не могут	4	7
56	прежде всего	10	7
57	сами по	1	7
58	тем что	3	7
59	душевной жизни	1	7
60	того что	2	7
61	во всяком	2	7
62	и т	13	6
63	между двумя	1	6
64	что если	3	6
65	и как	2	6
66	тем не	2	6
67	в то	7	6
68	не имеет	1	6
69	связи с	1	6
70	между тем	3	6
71	и только	3	6
72	в одном	12	6
73	с другой	4	6
74	не было	1	6
75	этого слова	2	6
76	не есть	2	6
77	по поводу	1	6
78	если б	1	5
79	все же	3	5
80	в мысли	1	5
81	уже в	2	5
82	бы не	2	5
83	на то	5	5
84	есть не	1	5
85	и уже	1	5
86	не от	1	5
87	не менее	3	5
88	по крайней	1	5
89	к слиянию	1	5
90	с ним	3	5
91	так и	3	5
92	по мере	4	5
93	о том	5	5
94	с другими	1	5
95	крайней мере	1	5
96	тот же	3	5
97	бы ни	2	5
98	слова в	12	5
99	из них	2	5
100	в них	4	5
101	что не	2	5
102	и их	3	5
103	же в	1	5
104	а между	2	4
105	сам по	5	4
106	нам кажется	5	4
107	к другому	5	4
108	в самом	7	4
109	время как	2	4
110	еще не	9	4
111	одним словом	1	4
112	но в	10	4
113	уже не	3	4
114	из этих	2	4
115	только один	1	4
116	как он	2	4
117	так сказать	6	4
118	и если	1	4
119	сознание и	2	4
120	такой же	3	4
121	в котором	6	4
122	сих пор	7	4
123	стало быть	1	4
124	одном из	1	4
125	они не	1	4
126	одна из	2	4
127	мере того	1	4
128	должны быть	2	4
129	и сами	2	4
130	то время	2	4
131	так в	1	4
132	никогда не	9	4
133	и что	5	4
134	что он	13	4
135	с одной	1	4
136	которые могут	1	4
137	в других	1	4
138	до сих	7	4
139	там где	4	4
140	в человеке	3	4
141	это последнее	1	4
142	от него	1	4
143	во время	4	4
144	себе не	1	4
145	в таком	2	4
146	например в	2	3
147	человека и	2	3
148	и то	2	3
149	но тем	1	3
150	тем же	2	3
151	той же	3	3
152	есть нечто	1	3
153	но она	1	3
154	то это	2	3
155	если в	1	3
156	хотя и	5	3
157	что это	2	3
158	в целом	2	3
159	мы чувствуем	2	3
160	что она	1	3
161	т д	4	3
162	не как	6	3
163	оно должно	2	3
164	человека в	4	3
165	его в	3	3
166	от одного	2	3
167	это не	3	3
168	эту минуту	3	3
169	и тем	1	3
170	кажется что	3	3
171	о которых	1	3
172	рядом с	5	3
173	далеко не	4	3
174	и тогда	1	3
175	в эту	3	3
176	в этих	6	3
177	и при	2	3
178	ни было	2	3
179	мысли в	1	3
180	на него	3	3
181	которых мы	1	3
182	если мы	2	3
183	как не	1	3
184	самое это	1	3
185	те же	1	3
186	не с	1	3
187	мог бы	1	3
188	том как	1	3
189	в словах	4	3
190	и вообще	1	3
191	но мы	1	3
192	от них	2	3
193	и во	1	3
194	в языке	1	3
195	т п	9	3
196	что на	2	3
197	на ней	1	3
198	что для	1	3
199	одной стороны	1	3
200	а от	1	3
201	в самой	4	3
202	смысле этого	1	3
