N	2gram	Voloshinov_1	Vladivir
1	и в	3	40
2	не только	1	25
3	и не	1	25
4	но и	1	18
5	в его	1	14
6	не может	4	14
7	точки зрения	1	13
8	не менее	1	9
9	для него	1	8
10	может быть	1	8
11	а не	1	8
12	несмотря на	1	7
13	в то	1	7
14	к тому	1	7
15	и на	1	6
16	с точки	1	6
17	в ней	1	5
18	то же	1	4
19	тому что	1	4
20	и можно	1	4
21	и все	1	4
22	из этих	1	3
23	если бы	1	3
24	вполне понятно	1	3
25	же время	1	2
26	связи с	1	2
27	сравнении с	1	2
28	бы в	1	2
29	бы на	1	2
30	тех же	1	1
31	больше ничего	1	1
32	и больше	1	1
33	с самых	1	1
34	конечно и	1	1
35	если в	2	1
36	нет и	1	1
37	он в	1	1
38	без учета	1	1
39	его от	1	1
40	смысл и	1	1
41	впадает в	1	1
42	с теми	1	1
43	категорий то	1	1
44	можно и	1	1
45	вопрос что	1	1
46	деятельности в	1	1
47	и должно	1	1
48	может не	1	1
49	один из	2	1
50	мы видим	1	1
51	этой проблемы	1	1
52	на примере	1	1
53	по своим	1	1
54	во второй	1	1
55	исходя из	1	1
56	ничего кроме	1	1
57	может и	1	1
58	в системе	1	1
