N	2gram	Bakhtin_Fr_1	EvropaiE
1	и в	65	37
2	в отношении	6	32
3	в пределах	1	25
4	точки зрения	7	23
5	что в	3	21
6	не только	10	18
7	с точки	3	17
8	в то	1	16
9	то же	1	15
10	хотя бы	1	15
11	отношении к	1	15
12	в своем	8	14
13	но в	14	14
14	же время	1	14
15	но и	10	14
16	и не	22	14
17	в этом	15	12
18	в их	4	11
19	в области	7	11
20	в том	16	11
21	так и	10	10
22	в себе	3	9
23	западной европы	1	9
24	только в	7	9
25	прежде всего	11	9
26	все более	1	9
27	не может	3	9
28	в ее	3	8
29	было бы	1	8
30	в своей	5	8
31	к тому	2	8
32	между тем	5	8
33	с одной	2	8
34	одной стороны	2	8
35	нам кажется	2	7
36	того что	2	7
37	так как	6	7
38	с другой	3	7
39	как и	5	7
40	по своему	8	7
41	между прочим	2	7
42	может быть	6	6
43	и на	11	6
44	во всех	9	6
45	на то	1	6
46	то есть	45	6
47	том что	6	6
48	того чтобы	1	6
49	вовсе не	18	6
50	для того	1	6
51	и даже	8	6
52	как бы	22	6
53	то что	3	6
54	но не	2	5
55	не в	4	5
56	и по	2	5
57	тем самым	1	5
58	как мы	6	5
59	одной из	1	5
60	со стороны	1	5
61	от этого	1	5
62	в частности	5	5
63	и потому	10	5
64	в течение	1	5
65	в той	5	5
66	как нам	1	5
67	мы не	1	4
68	в ней	6	4
69	в самом	4	4
70	во многих	2	4
71	несмотря на	2	4
72	лежат в	1	4
73	даже в	3	4
74	в процессе	2	4
75	той или	5	4
76	по себе	1	4
77	можно сказать	2	4
78	именно в	1	4
79	или иной	5	4
80	не на	1	4
81	мира в	3	4
82	как это	1	4
83	для нас	4	4
84	сказать что	6	4
85	культуры в	4	4
86	в применении	3	3
87	из всех	2	3
88	и народов	1	3
89	время в	2	3
90	в общем	4	3
91	как в	5	3
92	и к	4	3
93	в известном	1	3
94	но на	3	3
95	вообще не	1	3
96	большинстве случаев	2	3
97	в них	5	3
98	во второй	2	3
99	в которых	1	3
100	европейской культуры	3	3
101	можно ли	1	3
102	дело в	2	3
103	никогда не	6	3
104	потому что	5	3
105	с другом	1	3
106	по нашему	1	3
107	бы ни	2	3
108	тем в	1	3
109	можно было	1	3
110	приближается к	1	3
111	о том	2	3
112	от них	1	3
113	место в	1	3
114	что и	1	3
115	отметить что	2	3
116	и только	1	3
117	известном смысле	1	3
118	всяком случае	1	3
119	не из	1	3
120	из них	4	3
121	в известной	3	3
122	к ним	1	3
123	тем что	1	3
124	этом отношении	3	3
125	и прежде	3	3
126	говорит о	1	3
127	там где	1	3
128	ни на	2	3
129	применении к	3	3
130	друг с	1	3
131	не является	3	3
132	известной степени	1	3
133	и для	2	3
134	новое слово	1	3
135	и от	2	3
136	в результате	1	3
137	мира и	4	3
138	жизни в	5	3
139	это так	1	3
140	как на	1	3
141	в таком	2	3
