N	3gram	Propp_Isto_2	Formalny
1	не может быть	2	14
2	на самом деле	2	12
3	и т д	18	6
4	в зависимости от	1	5
5	с другой стороны	2	5
6	подобно тому как	3	4
7	в связи с	4	4
8	потому что он	2	3
9	по отношению к	3	3
10	вместе с тем	5	3
11	и не могут	1	3
12	в том что	5	3
13	уже знаем что	2	2
14	но уже в	1	2
15	так же и	3	2
16	о том как	1	2
17	мы увидим что	3	2
18	в отличие от	1	2
19	в какой это	1	2
20	в высшей степени	1	2
21	т е с	1	2
22	в следующей главе	1	2
23	мы видели что	1	2
24	мы не можем	1	2
25	не только не	1	2
26	вовсе не в	1	2
27	тем не менее	1	2
28	дело не в	2	2
29	мы уже знаем	3	2
30	смысле этого слова	1	2
31	другой стороны в	1	1
32	говорит об этом	1	1
33	иметь в виду	2	1
34	в ней и	1	1
35	в виду что	1	1
36	они никогда не	2	1
37	т е она	1	1
38	у нас все	1	1
39	еще один вопрос	1	1
40	в этом случае	5	1
41	же именно в	1	1
42	то мы можем	1	1
43	в одной из	1	1
44	сам по себе	1	1
45	с тем что	3	1
46	со всех сторон	4	1
47	до сих пор	6	1
48	так или иначе	1	1
49	в это время	1	1
50	в пределах данного	1	1
51	т е в	1	1
52	так же как	4	1
53	жизнь в доме	1	1
54	что он был	1	1
55	и нисколько не	1	1
56	не только в	4	1
57	только в этом	1	1
58	с одной стороны	3	1
59	нам важно установить	1	1
60	что формы эти	1	1
61	и вместе с	2	1
62	мере того как	2	1
63	отца к сыну	1	1
64	том что они	1	1
65	и той же	1	1
66	но так как	1	1
67	потому что они	1	1
68	что при этом	1	1
69	о том что	2	1
70	т е к	1	1
71	ее т е	1	1
72	мы можем сказать	1	1
73	и пр в	1	1
74	можно было бы	3	1
75	с самого начала	2	1
76	не только на	1	1
77	но все же	4	1
78	который должен был	1	1
79	мы имеем в	5	1
80	на то что	2	1
81	какой это диктуется	1	1
82	в этих случаях	8	1
83	т е его	1	1
84	одной и той	1	1
85	друг с другом	1	1
86	и в нем	1	1
87	по мере того	2	1
88	можем сказать что	1	1
89	в отдельности и	1	1
