N	3gram	Ircho_Kome_2	Istorich
1	с другой стороны	1	7
2	до сих пор	2	5
3	в том что	5	5
4	тем не менее	1	5
5	как мы видели	1	5
6	в связи с	3	3
7	по отношению к	3	2
8	точно так же	1	2
9	что и в	2	2
10	таким образом и	1	2
11	с одной стороны	2	2
12	то время как	2	2
13	во всяком случае	2	2
14	только в связи	1	2
15	в то время	3	2
16	о том что	4	2
17	но все же	1	2
18	к тому же	10	2
19	должны были бы	1	1
20	о чем говорилось	1	1
21	и столь же	3	1
22	в этом стремлении	1	1
23	следующим образом на	1	1
24	в чем же	1	1
25	мы имеем дело	1	1
26	с этим же	1	1
27	в том числе	3	1
28	в соответствии с	1	1
29	но и здесь	1	1
30	что у нее	1	1
31	с точки зрения	1	1
32	еще тем что	1	1
33	но и в	1	1
34	иначе обстоит дело	1	1
35	выйти замуж за	1	1
36	берет на себя	2	1
37	независимо от того	2	1
38	что в нем	1	1
39	можно было бы	2	1
40	и не всегда	1	1
41	согласии с этим	1	1
42	вместе с тем	4	1
43	по этому вопросу	1	1
44	не только в	1	1
45	обстоит дело с	1	1
46	имеем дело с	1	1
47	так или иначе	3	1
48	сих пор не	1	1
49	и в том	1	1
50	в тех случаях	1	1
51	то обстоятельство что	1	1
52	не означает что	1	1
53	в соединении с	1	1
54	в свою очередь	1	1
55	не может быть	1	1
56	на столе и	1	1
57	с самого начала	1	1
58	но в этом	1	1
59	друг от друга	1	1
60	тех случаях когда	1	1
61	в большинстве случаев	1	1
62	после того как	2	1
63	друг с другом	2	1
64	о том чтобы	1	1
65	этим объясняется что	1	1
66	в дом и	1	1
