N	2gram	Tiupa_Lite_2	Narrotol
1	не только	8	26
2	а не	20	17
3	представляет собой	2	16
4	тогда как	9	15
5	но и	10	15
6	при этом	6	14
7	в том	10	14
8	в качестве	5	14
9	и не	11	14
10	в этом	9	13
11	и в	19	13
12	том что	7	13
13	состоит в	9	12
14	такого рода	9	12
15	в частности	4	11
16	может быть	17	10
17	в данном	3	10
18	своего рода	13	9
19	сводится к	1	9
20	так и	7	9
21	то есть	5	9
22	к тому	1	9
23	а в	3	9
24	в себе	6	8
25	то что	7	8
26	не в	4	8
27	коммуникативного события	2	8
28	в тексте	1	8
29	картина мира	2	8
30	не может	9	8
31	иначе говоря	1	7
32	у него	2	6
33	в рамках	4	6
34	в своем	1	6
35	все же	2	6
36	и к	2	6
37	но в	2	6
38	всего лишь	3	6
39	в жизни	2	6
40	никогда не	3	6
41	ничего не	3	6
42	данном случае	3	6
43	коммуникативное событие	3	6
44	и т.п	10	6
45	можно сказать	1	6
46	а также	2	6
47	в его	4	6
48	того что	5	6
49	со стороны	3	6
50	прежде всего	4	6
51	как бы	2	6
52	жизни в	4	6
53	героя в	2	6
54	я не	5	5
55	ответ на	1	5
56	отличие от	1	5
57	что он	3	5
58	как в	1	5
59	в нем	3	5
60	тем не	2	5
61	он не	5	5
62	таким образом	1	5
63	на протяжении	1	5
64	по мысли	1	5
65	далеко не	1	5
66	точки зрения	4	5
67	место в	1	5
68	не столько	3	5
69	тем самым	3	5
70	в то	9	5
71	о том	2	5
72	с одной	7	5
73	по отношению	4	5
74	с другой	8	5
75	одной стороны	6	5
76	в отличие	1	5
77	я в	7	5
78	отношению к	3	5
79	то же	12	4
80	в ее	2	4
81	в этой	3	4
82	отнюдь не	4	4
83	о жизни	1	4
84	что это	1	4
85	уже не	2	4
86	в мире	9	4
87	в глазах	3	4
88	в своей	1	4
89	не к	2	4
90	в конце	2	4
91	не менее	6	4
92	при всей	2	4
93	в себя	3	4
94	читателя в	1	4
95	как у	1	4
96	и т.д	7	4
97	в другом	3	4
98	истории в	1	4
99	в какой	2	4
100	свидетельствует о	2	4
101	для него	4	4
102	следует признать	3	4
103	как и	10	4
104	мира в	2	4
105	как это	2	4
106	в литературе	1	4
107	не является	2	4
108	и все	1	4
109	с ним	2	4
110	же в	2	4
111	жизни и	4	4
112	что в	4	4
113	все что	2	4
114	для себя	2	3
115	самом деле	1	3
116	едва ли	4	3
117	мы имеем	1	3
118	пребывания в	1	3
119	как правило	3	3
120	но не	5	3
121	в произведениях	1	3
122	как к	3	3
123	в целом	2	3
124	все эти	1	3
125	в известном	1	3
126	и его	3	3
127	особое место	1	3
128	не следует	1	3
129	и по	1	3
130	например мы	1	3
131	конечном счете	5	3
132	в итоге	1	3
133	соответствии с	2	3
134	в слове	1	3
135	которой он	1	3
136	о которой	2	3
137	что я	2	3
138	тому что	1	3
139	одна из	5	3
140	пока еще	1	3
141	того чтобы	1	3
142	же время	9	3
143	по своей	1	3
144	этом отношении	3	3
145	личность не	1	3
146	той или	1	3
147	как по	1	3
148	на том	1	3
149	и когда	1	3
150	и сам	2	3
151	мира и	1	3
152	за пределами	1	3
153	в конечном	5	3
154	это не	1	3
155	один из	4	3
156	и представляет	1	3
157	никак не	1	3
158	то и	3	3
159	первого лица	1	3
160	как раз	2	3
161	и даже	8	3
162	или иной	1	3
163	в соответствии	1	3
164	человек в	1	3
165	характера и	1	3
166	с этой	2	3
167	и для	3	3
168	а к	2	3
169	от первого	1	3
170	к его	1	3
171	в таком	1	3
172	и т	2	2
173	случайно в	1	2
174	отношения между	1	2
175	должна быть	1	2
176	мы не	4	2
177	же как	2	2
178	ему в	1	2
179	в будущем	1	2
180	в каждой	2	2
181	субъектов жизни	1	2
182	в ней	4	2
183	еще не	2	2
184	прошлого опыта	1	2
185	он сам	1	2
186	столь же	5	2
187	в чем	1	2
188	иного рода	1	2
189	на самом	1	2
190	себе и	3	2
191	однако не	1	2
192	как уже	2	2
193	в концовке	1	2
194	со своей	2	2
195	в самом	1	2
196	было видно	1	2
197	в нашем	2	2
198	и пространства	1	2
199	как он	2	2
200	на то	1	2
201	в случае	1	2
202	в принципе	5	2
203	и читателя	2	2
204	той же	2	2
205	художественного письма	2	2
206	было бы	2	2
207	должен был	1	2
208	ведет к	1	2
209	хх века	8	2
210	с точки	3	2
211	и что	2	2
212	от его	1	2
213	но он	1	2
214	однако в	6	2
215	в культуре	3	2
216	другого сознания	1	2
217	не имеет	1	2
218	не могло	1	2
219	только не	1	2
220	имеем дело	1	2
221	потому что	2	2
222	для нас	2	2
223	со своим	1	2
224	в сознании	1	2
225	в новейшей	1	2
226	не вполне	2	2
227	в области	4	2
228	у нас	5	2
229	личности в	3	2
230	все то	1	2
231	дискурса в	1	2
232	собственного я	1	2
233	но одновременно	1	2
234	и он	3	2
235	подобно тому	2	2
236	угла зрения	1	2
237	здесь не	1	2
238	не могу	2	2
239	мысль о	1	2
240	классического реализма	1	2
241	второго лица	1	2
242	всей своей	3	2
243	на свой	1	2
244	личного бытия	1	2
245	можно было	1	2
246	во второй	1	2
247	быть может	3	2
248	и личность	1	2
249	как было	1	2
250	а во	1	2
251	восходит к	2	2
252	существования в	1	2
253	собственной жизни	1	2
254	что и	2	2
255	но зато	1	2
256	дело с	1	2
257	к адресату	2	2
258	со всеми	1	2
259	себя в	6	2
260	исключительно в	1	2
261	в начале	3	2
262	не все	1	2
263	в равной	3	2
264	одно из	2	2
265	а то	1	2
266	могло бы	2	2
267	т п	2	2
268	вовсе не	2	2
269	не случайно	4	2
270	читателем в	1	2
271	присутствия в	2	2
272	жизни на	2	2
273	в других	1	2
274	только на	1	2
275	следует вести	1	2
276	с другим	2	2
277	именно в	1	2
278	а с	1	2
279	героя и	1	2
280	говорит о	1	2
281	равной степени	2	2
282	только по	1	2
283	принадлежит не	1	2
284	своего я	1	2
285	когда же	1	2
286	более чем	1	2
287	на фоне	5	2
288	так же	1	2
289	в него	2	2
290	в строгом	1	2
291	к своему	2	2
