N	2gram	Potebnia_M_2	Narrotol
1	не только	15	26
2	а не	18	17
3	тогда как	10	15
4	но и	9	15
5	при этом	13	14
6	в том	18	14
7	и не	19	14
8	в этом	8	13
9	и в	24	13
10	том что	8	13
11	состоит в	2	12
12	только в	11	11
13	может быть	23	10
14	так и	5	9
15	то есть	30	9
16	к тому	1	9
17	а в	8	9
18	в себе	10	8
19	то что	20	8
20	не в	13	8
21	не может	12	8
22	к себе	1	7
23	у него	2	6
24	все же	5	6
25	но в	4	6
26	в жизни	2	6
27	никогда не	4	6
28	ничего не	1	6
29	можно сказать	1	6
30	в его	2	6
31	вслед за	3	6
32	того что	7	6
33	со стороны	3	6
34	прежде всего	7	6
35	как бы	9	6
36	ответ на	1	5
37	отличие от	1	5
38	что он	4	5
39	как в	10	5
40	хотя и	3	5
41	в нем	9	5
42	тем не	6	5
43	он не	1	5
44	таким образом	11	5
45	и тем	3	5
46	далеко не	3	5
47	в котором	4	5
48	место в	4	5
49	не столько	2	5
50	тем самым	4	5
51	в то	6	5
52	на него	3	5
53	о том	5	5
54	с одной	4	5
55	по отношению	2	5
56	с другой	6	5
57	одной стороны	3	5
58	в той	1	5
59	в отличие	1	5
60	то же	12	4
61	в ее	1	4
62	перед нами	1	4
63	что это	3	4
64	тому же	1	4
65	уже не	4	4
66	об этом	1	4
67	в глазах	1	4
68	все его	1	4
69	содержание сознания	1	4
70	и уже	5	4
71	не к	1	4
72	не менее	5	4
73	но при	1	4
74	в себя	2	4
75	времени и	1	4
76	если бы	11	4
77	в другом	2	4
78	в какой	2	4
79	для него	10	4
80	следует признать	1	4
81	как и	7	4
82	как это	2	4
83	и все	3	4
84	с ним	5	4
85	же в	5	4
86	и у	3	4
87	жизни и	1	4
88	что в	16	4
89	все что	3	4
90	для себя	1	3
91	самом деле	2	3
92	а как	1	3
93	так а	1	3
94	с его	2	3
95	но не	12	3
96	что они	5	3
97	как к	1	3
98	в целом	3	3
99	все эти	2	3
100	в известном	1	3
101	и его	2	3
102	так сказать	4	3
103	не следует	1	3
104	от которого	1	3
105	внутренней речи	1	3
106	и по	2	3
107	например мы	2	3
108	в слове	13	3
109	о которой	3	3
110	и того	6	3
111	что я	1	3
112	тому что	2	3
113	одна из	4	3
114	того чтобы	2	3
115	же время	2	3
116	по своей	1	3
117	на том	1	3
118	и сам	1	3
119	между собой	1	3
120	о котором	2	3
121	внимание на	2	3
122	это не	3	3
123	к ней	2	3
124	один из	2	3
125	с ними	3	3
126	никак не	1	3
127	между тем	6	3
128	то и	9	3
129	представить себе	1	3
130	для других	1	3
131	с этой	1	3
132	и для	3	3
133	а к	2	3
134	сказать что	2	3
135	в таком	4	3
136	и т	6	2
137	он может	1	2
138	мере в	1	2
139	к другому	4	2
140	отношения между	2	2
141	должна быть	1	2
142	мы не	11	2
143	пространство и	2	2
144	в ней	3	2
145	двух или	1	2
146	еще не	4	2
147	столь же	5	2
148	в чем	7	2
149	на самом	2	2
150	себе и	1	2
151	ней в	1	2
152	однако не	1	2
153	могли бы	2	2
154	мертвых душ	5	2
155	в самом	4	2
156	бы с	1	2
157	в нашем	2	2
